Variable Name,Projects Count
x,478
model,445
parser,444
loss,427
args,418
data,367
y,355
optimizer,351
output,343
out,337
mask,320
device,306
batch_size,291
dataset,273
res,271
labels,269
n,255
idx,252
outputs,246
img,246
result,241
i,237
label,236
name,235
w,235
pred,234
k,234
f,233
p,232
t,229
path,227
v,227
h,226
s,220
r,219
logger,217
target,213
features,210
results,209
a,209
index,208
layers,207
d,206
b,205
m,201
c,198
indices,195
image,191
__all__,188
params,188
checkpoint,186
start,185
end,185
inputs,184
config,183
filename,178
x1,177
mean,177
lr,176
N,173
z,171
weights,170
images,169
alpha,168
start_time,168
count,167
logits,164
criterion,164
state_dict,163
size,163
scores,162
batch,162
scale,162
weight,160
x2,159
g,155
score,154
train_loader,153
q,153
width,153
acc,151
losses,151
std,150
key,150
input,148
scheduler,147
shape,145
correct,143
padding,143
ret,142
value,142
eps,141
diff,140
net,139
state,138
tmp,137
u,135
l,135
line,135
targets,134
lines,134
train_dataset,134
seed,131
values,129
num,127
writer,126
pos,126
msg,125
B,125
offset,125
val,125
root,124
metrics,122
preds,121
dist,121
num_classes,121
predictions,121
norm,120
j,119
cfg,119
stride,119
step,119
names,117
expansion,116
X,116
total,114
T,114
files,114
df,113
fig,113
height,112
tensor,111
sample,111
y1,111
trainer,111
keys,109
transform,109
residual,108
temp,107
delta,106
save_path,106
opt,104
text,104
ax,103
samples,100
_,100
ind,100
noise,99
K,99
downsample,99
dim,99
length,98
rank,98
output_dir,97
file_name,96
prob,96
total_loss,96
test_loader,95
mode,95
layer,95
M,95
imgs,94
header,94
center,94
A,94
R,93
classes,92
C,92
ratio,92
kwargs,92
bias,92
conv,92
model_name,91
sigma,91
item,90
probs,90
epoch,90
block,89
sampler,89
test_dataset,89
gamma,88
__version__,88
inds,88
data_loader,87
dataloader,87
identity,87
x0,86
xs,86
kernel,86
bs,86
model_path,86
mu,85
in_channels,85
gt,85
feat,85
W,84
prefix,84
color,84
masks,84
im,83
img_path,83
dtype,83
beta,83
y2,83
precision,83
H,82
dx,82
kernel_size,82
L,81
split,81
ids,81
grad,80
colors,80
cnt,80
world_size,80
info,80
obj,80
D,80
file_path,79
x3,78
area,78
grid,78
feature,78
input_shape,77
points,77
classname,76
iou,76
bbox,76
lr_scheduler,76
left,76
row,76
tokenizer,76
query,76
attn,76
formatter,75
angle,75
url,75
start_epoch,74
theta,74
f1,74
norm_layer,74
out_channels,74
file,74
factor,73
dy,73
val_loader,73
e,73
save_dir,73
feats,72
var,72
pool,71
accuracy,71
stats,71
recall,71
fn,70
datasets,70
src,70
metric,70
train_sampler,69
splits,69
order,69
module,68
modules,68
P,68
tp,68
version,68
fp,67
union,67
data_time,67
loader,67
tokens,67
num_samples,67
id,66
outs,66
valid,66
blocks,66
epsilon,66
fmt,65
message,65
S,65
pad,65
train_data,65
val_dataset,65
data_path,65
depth,65
normalize,64
idxs,64
boxes,64
right,64
meta,64
train_loss,63
total_time,63
input_size,63
distances,62
o,62
dataset_name,62
V,62
groups,62
strides,61
model_urls,61
start_idx,61
keep,61
counter,61
cls,61
ckpt,61
coords,61
channels,60
ys,60
sizes,60
context,60
param,60
batch_time,60
pbar,60
Y,59
paths,59
cmd,59
frame,59
top,59
embeddings,59
metadata,59
log,58
distance,58
content,58
threshold,58
t1,58
img_size,58
correct_k,57
maxk,57
inp,57
y0,57
arr,57
cols,57
parts,57
parameters,56
transforms,56
suffix,56
inter,56
ch,56
xx,56
rows,56
options,56
fname,56
title,55
output_path,55
intersection,55
env,54
data_list,54
prediction,54
input_ids,54
weight_decay,54
out_features,54
loc,54
data_dir,54
reader,53
train,53
num_workers,53
scaler,53
counts,53
G,53
ap,53
ds,52
train_set,52
err,52
log_file,52
buffer,52
num_channels,52
dilation,52
base,52
progress,52
project,52
vals,51
table,51
encoder,51
epochs,51
frames,51
model_dict,51
matrix,51
grads,51
flag,51
test,51
filepath,50
pattern,50
attention_mask,50
y_pred,50
words,50
steps,50
new_state_dict,49
means,49
output_shape,49
out_dir,49
fh,49
zeros,49
radius,49
t2,49
response,49
backbone,48
log_dir,48
scale_factor,48
array,48
ts,48
timestamp,48
col,48
ones,48
extensions,48
cx,47
denom,47
x4,47
seq,47
models,47
scales,47
example,47
prec,47
max_size,47
pt,47
img_name,47
data_dict,47
trans,47
offsets,47
token,47
fps,46
mse,46
max_length,46
emb,46
perm,46
items,46
end_idx,46
group,46
now,46
error,45
dt,45
func,45
bottom,45
shift,45
defaults,45
max_len,45
output_size,45
filenames,45
yy,45
cy,44
num_params,44
test_set,44
buf,44
cs,44
p2,44
loss_dict,44
test_data,44
mod,44
head,44
num_layers,44
indexes,44
source,44
qkv,44
t0,44
end_time,44
copyright,44
html_theme,44
box,43
dims,43
lengths,43
y_true,43
num_gpus,43
image_path,43
pairs,43
edges,43
match,43
author,43
shortcut,42
c1,42
config_path,42
exclude_patterns,42
Q,41
rng,41
ps,41
dists,41
cat,41
p1,41
ref,41
nodes,41
annotations,41
hidden,41
vocab,41
tree,41
d2,41
html_static_path,41
templates_path,41
E,41
thresholds,41
anchors,41
tensor_list,40
image_id,40
window,40
overlap,40
tag,40
n_classes,40
embedding,40
word,40
position,40
I,40
w1,40
shuffle,40
bn,40
file_handler,40
