Function Name,Projects Count
__init__,557
forward,443
__len__,353
__getitem__,352
main,341
train,267
__call__,260
update,201
reset,183
__repr__,163
__iter__,156
evaluate,147
test,133
__str__,130
backward,119
step,111
_make_layer,109
ResNet,109
run,104
BasicBlock,100
save_checkpoint,100
save,100
Bottleneck,100
load,97
init_weights,97
AverageMeter,95
predict,94
parse_args,93
reset_parameters,88
conv3x3,83
__getattr__,80
accuracy,79
sample,75
validate,69
encode,69
get_lr,68
setup,67
get,66
add,64
load_data,62
decode,61
load_model,60
build_model,57
MLP,56
Trainer,56
eval,56
get_model,55
load_checkpoint,55
__next__,54
initialize,54
fit,54
extra_repr,53
__exit__,53
__enter__,53
resnet50,52
to,52
normalize,52
conv1x1,52
write,52
transform,51
log,50
_init_weights,50
wrapper,49
Encoder,49
resnet18,48
__setstate__,48
Model,48
parse,46
get_world_size,46
close,46
Logger,45
get_rank,45
build_dataset,45
set_epoch,44
generate,44
load_state_dict,43
ToTensor,43
loss,42
inference,42
adjust_learning_rate,42
name,42
resnet34,41
build,41
get_params,41
Decoder,41
avg,40
Compose,40
tokenize,40
build_optimizer,40
Attention,40
get_loss,39
save_model,39
__setitem__,39
make_dataset,38
pad,38
resize,38
print,38
__del__,38
Normalize,37
get_dataset,37
preprocess,37
get_data,37
compute_loss,35
set_random_seed,35
__eq__,35
resnet101,35
resnet152,35
convert,35
rotate,35
init,35
Block,34
get_logger,34
all_gather,34
train_one_epoch,34
process,34
train_step,33
state_dict,32
is_main_process,32
train_model,32
create_model,32
render,32
mkdir,32
crop,31
RandomCrop,31
__getstate__,31
clear,31
ResBlock,31
set_seed,30
value,30
Identity,30
BaseDataset,30
apply,30
BaseModel,30
flush,30
_forward_impl,30
create,29
median,29
get_config,29
__contains__,29
f,29
download,28
score,28
plot,28
collate_fn,28
MetricLogger,28
prepare,28
training_step,28
Resize,28
compute_metrics,28
extract_features,28
__setattr__,28
save_image,28
start,27
global_avg,27
max,27
reduce_dict,27
_resnet,27
Timer,27
scale,27
_forward,27
get_parser,27
str2bool,26
get_optimizer,26
add_meter,26
build_backbone,26
configure_optimizers,26
FocalLoss,26
info,26
Discriminator,26
train_epoch,25
VGG,25
prepare_data,25
Transformer,25
TransformerEncoder,25
SmoothedValue,25
ConcatDataset,25
size,25
load_dataset,25
softmax,25
read,25
Mlp,25
to_tensor,25
DistributedSampler,25
zero_grad,25
_initialize_weights,24
copy,24
RandomHorizontalFlip,24
get_image,24
postprocess,24
setUp,24
register,24
create_logger,24
Evaluator,24
setup_logger,24
load_image,24
mkdirs,24
Dataset,24
build_dataloader,24
worker_init_fn,24
forward_features,24
__add__,24
weights_init,23
next,23
interpolate,23
device,23
load_config,23
TransformerEncoderLayer,23
validation_step,23
hook,23
_make_stage,23
area,23
get_args,23
resnext101_32x8d,23
resnext50_32x4d,23
InvertedResidual,23
conv,23
main_worker,23
merge,22
is_dist_avail_and_initialized,22
forward_train,22
flip,22
append,22
get_version,22
sigmoid,22
translate,22
quantize,22
display,22
ConvBlock,22
collate,22
MobileNetV2,21
__post_init__,21
_reset_parameters,21
init_distributed_mode,21
ResidualBlock,21
keys,21
compute,21
put,21
PatchEmbed,21
from_pretrained,21
Flatten,21
get_transform,21
Generator,21
smooth_l1_loss,21
assign,21
vgg16,20
TransformerDecoder,20
setup_for_distributed,20
_load_from_state_dict,20
synchronize_between_processes,20
Config,20
visualize,20
set_requires_grad,20
__new__,20
no_weight_decay,20
print_network,20
nms,20
wide_resnet50_2,20
wide_resnet101_2,20
norm,20
get_targets,20
shuffle,20
Net,20
evaluation,19
log_every,19
save_on_master,19
gelu,19
update_config,19
mean,19
__hash__,19
to_dict,19
LayerNorm,19
Visualizer,19
build_loss,19
flatten,19
get_root_logger,19
forward_test,19
is_image_file,18
optimize,18
_get_clones,18
ASPP,18
