Variable Name,Projects Count
x,498
parser,464
model,462
loss,459
args,449
data,383
y,380
optimizer,379
out,377
output,355
device,352
mask,343
batch_size,325
n,310
dataset,307
labels,294
res,291
idx,289
img,282
p,277
result,276
i,276
pred,273
d,271
v,264
t,263
s,262
logger,262
name,259
layers,259
w,256
h,252
m,249
path,248
outputs,246
f,245
a,245
k,245
label,242
target,240
results,240
b,236
c,234
index,232
indices,228
end,227
r,223
checkpoint,221
filename,217
config,215
start,212
mean,211
state_dict,207
image,206
size,206
lr,206
scale,206
z,205
x1,204
N,204
features,203
inputs,202
alpha,200
weights,196
logits,196
params,194
batch,194
std,193
q,192
__all__,191
weight,189
shape,188
images,187
x2,181
value,179
criterion,179
start_time,176
count,176
train_loader,176
ret,174
scheduler,172
tmp,172
g,172
losses,172
j,170
cfg,169
acc,168
input,168
key,167
lines,165
scores,161
score,160
values,160
B,159
correct,159
norm,157
padding,156
u,155
l,153
seed,151
stride,150
eps,149
width,148
pos,148
state,148
diff,147
offset,147
preds,144
line,143
y1,142
val,141
targets,141
dist,141
metrics,139
msg,139
train_dataset,137
expansion,135
save_path,135
df,134
names,133
num,132
num_classes,132
temp,131
transform,131
dim,131
X,131
trainer,130
residual,130
tensor,129
root,129
fig,127
writer,126
text,126
total,125
mode,124
sampler,124
delta,124
_,123
layer,123
step,122
files,122
prefix,121
epoch,121
kwargs,121
rank,121
net,121
A,121
dtype,120
ax,120
attn,120
opt,119
test_loader,119
imgs,118
keys,118
color,117
grid,116
model_path,116
M,116
T,116
__version__,116
in_channels,115
noise,115
bias,115
K,115
dataloader,114
height,114
info,112
precision,112
predictions,112
ind,112
W,111
world_size,111
x0,110
bs,109
samples,109
file_name,108
prob,108
R,107
y2,107
im,106
grad,106
beta,106
sample,106
feat,106
classes,105
feature,105
recall,105
C,104
downsample,104
total_loss,104
sigma,103
ratio,103
length,103
output_dir,103
probs,103
split,102
kernel_size,101
file_path,100
val_loader,100
stats,100
identity,99
block,99
H,98
obj,98
masks,98
module,97
gt,97
meta,97
colors,96
left,96
item,96
ids,96
out_channels,95
url,95
D,95
blocks,94
pad,93
file,93
save_dir,93
gamma,93
e,93
header,93
dx,92
f1,92
pool,92
out_features,92
mu,91
formatter,91
factor,91
buffer,90
norm_layer,90
channels,90
cnt,89
model_name,89
xs,89
distance,89
img_path,88
inds,88
valid,88
version,88
row,87
loader,87
start_idx,87
data_loader,87
center,86
L,86
metric,86
var,86
o,86
datasets,86
kernel,85
bbox,85
theta,85
test_dataset,85
train_data,85
img_size,85
tokens,85
data_time,85
area,85
fmt,85
train_loss,84
parameters,84
P,84
metadata,84
src,84
frame,83
angle,83
fn,83
tp,83
outs,83
y_pred,82
normalize,82
points,82
ch,82
defaults,82
data_path,82
weight_decay,82
log,82
input_shape,82
qkv,82
ckpt,81
dataset_name,81
val_dataset,80
maxk,80
ds,79
iou,79
total_time,79
parts,79
project,78
num_layers,78
x3,77
depth,77
feats,77
input_size,77
coords,77
num_samples,77
paths,76
t1,76
tokenizer,76
head,76
idxs,76
patch_size,75
