Variable Name,Frequency
x,37432
model,21509
hidden_states,16193
outputs,11778
out,11481
loss,10275
output,10139
image,8305
result,6551
img,6171
args,5857
mask,5784
config,5605
data,5381
inputs,5050
logger,4931
parser,4884
labels,4759
input_ids,4564
attention_mask,4540
batch_size,4397
logits,4349
h,4243
tokenizer,4143
_backends,3979
device,3921
y,3819
name,3720
results,3400
text,3392
dataset,3331
config_and_inputs,3095
cfg,2994
images,2862
res,2759
return_dict,2662
scores,2574
k,2489
v,2409
optimizer,2370
ret,2370
_base_,2361
s,2197
label,2141
attn,2096
t,2080
state_dict,2022
dtype,2022
attn_weights,1999
target,1981
attn_output,1949
features,1947
indices,1913
prompt,1894
key,1886
sample,1882
q,1858
w,1844
__all__,1822
input_shape,1799
loss_fct,1799
residual,1797
i,1752
idx,1737
value,1732
batch,1732
embeddings,1703
size,1688
all_hidden_states,1653
checkpoint,1651
latents,1629
position_ids,1587
params,1566
index,1565
filename,1562
tokens,1558
pooled_output,1558
scale,1525
n,1525
pred,1513
sequence_output,1493
c,1489
processor,1483
p,1454
output_hidden_states,1447
z,1432
boxes,1379
imgs,1377
a,1372
losses,1366
masks,1365
m,1361
shape,1358
path,1354
key_states,1354
value_states,1348
config_class,1346
weight,1341
layer_outputs,1314
score,1308
f,1306
token_type_ids,1302
output_attentions,1297
b,1285
_,1270
start,1259
state,1258
r,1247
expected_slice,1208
transform,1197
x1,1169
attention_scores,1146
tensor,1145
metrics,1145
weights,1142
attentions,1125
response,1120
feat,1109
scheduler,1108
layers,1097
train_dataloader,1095
d,1092
url,1087
inputs_dict,1080
predictions,1069
use_cache,1068
input,1048
noise,1044
targets,1037
emb,1017
train_dataset,1013
preds,997
end,993
padding,990
df,981
query,981
lines,978
model_type,977
encoder_outputs,975
image_processor,973
attention_output,956
generator,949
layer,933
attn_mask,926
attention_probs,923
timesteps,921
context_layer,917
outs,911
trainer,910
inputs_embeds,904
start_time,902
optim_wrapper,901
prompt_embeds,900
width,891
x2,883
values,870
std,869
msg,867
im,867
answer,854
mean,845
alpha,843
kwargs,841
pixel_values,836
encoder_hidden_states,836
base_model_prefix,835
expected_shape,835
total_loss,831
tmp,829
key_layer,827
value_layer,827
extended_attention_mask,821
model_name,819
prefix,812
line,810
hidden_state,810
data_preprocessor,807
X,803
all_model_classes,795
input_mask,793
decoder_input_ids,783
num_classes,782
test_pipeline,781
stride,780
train_pipeline,780
pos,779
query_states,775
caption,775
keys,772
offset,770
val,762
layer_output,759
seed,750
train_cfg,747
arr,746
probs,742
bbox,738
pipe,737
B,737
block,736
j,733
output_dir,731
bboxes,731
model_kwargs,730
past_key_values,722
N,721
bias,719
src,711
ids,709
token,705
image_embeds,702
height,700
samples,699
test_dataloader,699
in_channels,696
net,690
head_mask,687
feats,684
pointer,679
save_path,676
crop_size,675
image_features,666
max_length,665
lr,663
criterion,663
points,660
count,659
parameters,648
dist,644
file_path,643
num_patches,641
val_dataloader,641
new_k,638
noise_pred,634
_CONFIG_FOR_DOC,634
names,627
context,626
dim,625
cls,624
qkv,620
grid,620
kernel,618
past_key_value,616
param_scheduler,616
content,614
question,608
seq_length,605
acc,604
module,603
negative_prompt_embeds,600
uncond_tokens,595
all_attentions,595
image_size,595
A,590
feature_extractor,585
dataset_type,582
all_self_attentions,581
last_hidden_state,575
files,569
test_pruning,560
g,557
u,555
rank,552
data_root,544
diff,543
word,542
ds,538
encoder_attention_mask,537
seq_len,536
extension,536
_CHECKPOINT_FOR_DOC,534
y1,533
sigma,530
vocab,530
mode,527
norm,526
tgt,525
words,522
item,521
temp,520
world_size,519
frames,517
C,517
patch_size,514
pipeline_model_mapping,513
model_path,510
fig,510
_import_structure,510
opt,506
file_name,506
next_tokens,502
eps,500
model_inputs,500
conv,499
classes,498
bs,495
prediction,495
color,490
headers,489
summary,487
video,484
queries,484
retval,482
M,479
sep,477
identity,476
tokenizers,476
eval_dataset,475
coords,474
action,471
info,470
ax,468
grad,466
encoding,463
prompts,461
table,453
W,451
root,450
latent_model_input,447
H,445
examples,445
sequence_labels,445
embed_dim,444
dataset_name,443
encoder_extended_attention_mask,443
vocab_size,441
step,439
message,439
loader,439
test_head_masking,439
new_key,438
metadata,436
dataloader,435
sampler,432
test_cfg,429
correct,428
x0,427
embedding,427
delta,425
R,425
env,424
head,423
causal_mask,422
T,421
returns,419
task,418
length,417
_tied_weights_keys,417
downsample,416
all_cross_attentions,416
kernel_size,415
input_values,412
data_loader,411
supports_gradient_checkpointing,411
meta,408
output_ids,408
theta,407
inds,407
query_layer,405
prediction_scores,405
phc,405
train_loader,404
unet,403
factor,399
obj,398
expansion,398
token_labels,398
sequence,397
texts,395
data_dir,394
pairs,394
ch,393
inp,393
norm_layer,392
data_collator,392
feature,392
vrb,392
datapipe,390
area,389
fail,389
iou,388
exceptions,388
encoder,387
decoder_attention_mask,387
gt,387
main_input_name,387
components,386
array,385
past_key_values_length,384
cache_dir,382
tokenizer_class,382
dpr,381
l,381
pos_embed,381
model_output,381
flag,380
ind,380
pad,379
datasets,379
num,377
head_dim,376
input_p,375
gt_labels,373
dx,370
img_path,370
eos_token_id,370
gt_bboxes,370
total,369
param,369
paths,368
combined_attention_mask,368
dec_out,368
shortcut,367
text_features,366
data_path,365
header,365
models,365
keep,365
embedding_output,365
input_r,364
cross_attentions,362
checkpoint_path,362
encoder_states,362
split,359
file,358
precision,358
splits,358
x_out,357
pattern,354
box,353
input_features,353
relative_coords,352
items,352
model_input_names,351
val_ptr,351
img_size,349
text_embeds,348
hidden_size,348
metric,346
loss_dict,346
level,346
image_slice,346
sd_pipe,346
shift_labels,344
repr_str,344
out_channels,343
signature,341
backbone,339
xs,337
num_samples,337
blocks,337
input_lengths,337
pretrained,336
pipeline,336
string,336
max_size,335
left,334
o,334
test_evaluator,334
center,333
image_path,333
colors,332
masked_lm_loss,332
save_dir,331
output_tensors,331
choice_labels,330
y_pred,329
K,328
vocab_files_names,328
lm_logits,328
auto_scale_lr,328
fname,327
buffer,327
class_name,326
sentence,325
random_slice_idx,325
betas,324
ratio,323
train_data,322
ccc,322
position_embeddings,321
log,320
module_class,320
answers,319
cls_score,318
num_channels,317
test_dataset,317
train,316
decoder_attentions,315
positions,314
VOCAB_FILES_NAMES,313
max_diff,313
relative_position_bias,312
gamma,312
frame,312
D,312
questions,312
test_resize_embeddings,312
val_evaluator,312
writer,311
depth,311
y2,311
graph,311
out_features,310
pretrained_vocab_files_map,310
output_from_no_past,309
num_layers,307
annotations,307
observation,306
freqs,305
prob,305
max_model_input_sizes,305
ckpt,304
qs,304
union,304
output_from_past,303
example,302
audio,302
L,301
offsets,301
output_from_no_past_slice,301
output_from_past_slice,301
t1,300
is_cross_attention,299
dt,298
end_logits,297
sequence_length,297
img_norm_cfg,296
text_encoder,295
beta,294
PRETRAINED_VOCAB_FILES_MAP,294
decoder,294
rng,293
next_input_ids,293
start_logits,292
instances,292
cur_len,291
tgt2,290
metainfo,288
sequences,288
stopping_criteria,287
ious,287
match,286
stats,286
anchors,286
start_positions,285
num_heads,284
flops,283
runner,283
data_list,282
PRETRAINED_POSITIONAL_EMBEDDINGS_SIZES,282
end_time,281
description,280
x_t,280
end_positions,279
encoded_images,279
max_train_samples,278
log_level,278
_keys_to_ignore_on_load_unexpected,278
proposals,278
gt_instances,278
raw_datasets,277
cmd,276
vae,276
image_inputs,276
evaluation,274
present_key_value,274
parts,273
lr_scheduler,273
repo_id,273
shift_logits,273
strategy,273
merges,272
error,271
test_loader,271
all_generative_model_classes,269
tokenizer_r,269
max_eval_samples,268
seg,268
distance,268
rois,268
num_frames,267
image_processing,267
channels,266
attr,266
input_tensors,266
self_outputs,266
sd,265
label_list,265
angle,264
column_names,264
axis,263
output_text,263
cnt,262
cls_tokens,262
config_dict,262
fx_compatible,262
sigmas,261
image_id,261
bbox_pred,261
intermediate_output,260
default_hooks,260
code,259
pbar,259
pad_token_id,259
extra_step_kwargs,259
scheduler_config,259
text_embeddings,258
id2label,258
arg_names,258
rngs,258
init_latents,258
data_stamp,258
expected_arg_names,258
data_dict,257
obs,257
decoder_outputs,257
shifted_input_ids,257
accuracy,257
new_context_layer_shape,256
recall,255
attn_weights_reshaped,255
rows,254
dims,254
_keys_to_ignore_on_load_missing,254
position_bias,254
pos_tokens,254
start_idx,253
expected,253
test_data,253
version,252
mixed_query_layer,251
global_step,250
num_labels,249
lengths,248
var,248
variance,248
text_inputs,247
encoder_attentions,247
cols,247
new_x_shape,246
segmentation,246
load_from,245
next_decoder_cache,245
bbb,245
done,244
test,243
e,243
valid,243
threshold,243
self_attention_outputs,243
f1,242
model_class,242
sequence_lengths,242
matches,240
mu,240
alphas,240
new_state_dict,239
rgb,238
input_text,238
learning_rate,238
model_id,238
decoder_hidden_states,238
cross_attn_present_key_value,238
x3,237
expected_logits,237
hidden_dim,236
idxs,236
gt_masks,236
group,235
batch_idx,235
pt_model,235
layer_keys,235
edge_index,234
messages,234
contexts,234
transforms,233
ap,233
sizes,232
new_item,231
hidden_features,230
cls_token,230
to_return,230
dropout_probability,230
model_name_or_path,229
layer_head_mask,229
src_len,228
top,228
reordered_past,228
suffix,226
vocab_file,226
x_,226
matrix,226
mlp_hidden_dim,225
steps,225
loss_fn,225
S,225
groups,225
cs,224
_no_split_modules,224
row,223
ckpt_path,222
output_size,222
optimizer_config,221
attn_probs,221
inner_dim,220
dim_head,220
lr_config,220
ts,220
anns,220
window,219
spec,219
evaluator,219
max_len,219
self_attn_past_key_value,219
y_hat,219
generated_ids,219
Y,218
mapping,218
logit_scale,218
bsz,217
filepath,216
keypoints,216
pe,216
transformer_outputs,216
img2,215
positional_embedding,215
total_time,213
doc,213
counts,213
tmp_dir,213
windows,212
scale_factor,212
strides,212
deprecation_message,212
dim_t,212
val_cfg,212
shifted_x,211
actions,211
output_path,211
V,210
ann,210
gt_boxes,210
img_np,210
modules,209
all_labels,209
last_checkpoint,208
y_true,208
eval_metrics,208
max_seq_length,207
checkpoint_config,207
trans,206
Z,206
hidden,206
image_tensor,206
resnets,206
G,205
reference_points,205
I,204
logs,204
epoch,204
lm_loss,204
decoder_position_ids,204
use_auth_token,203
dists,203
success,203
classifier_dropout,203
visualizer,203
vocab_tokens,203
temperature,202
prev_char,202
assign_result,202
stage,201
dilation,201
source,201
do_classifier_free_guidance,201
fn,201
_data_root,201
checkpoints,200
new_word,200
src2,200
phi,199
tag,199
enc_out,199
work_dir,199
loss_cls,199
output_tokens,198
seq,198
gradient_checkpointing,198
xc,198
base,197
t0,196
config_name,196
weight_type,196
configs_no_init,196
epsilon,195
dy,195
ref,194
dst,194
data_info,194
attn_bias,194
val_dataset,193
num_images,193
test_rust_tokenizer,193
num_choices,192
cond,192
decoded,191
text_config,191
order,190
task_name,190
input_size,190
num_warmup_steps,190
text_input_ids,190
states,190
reward,190
num_workers,190
output_shape,190
vals,189
ws,189
start_epoch,189
history,189
train_file,189
norm_cfg,189
duration,188
sim,188
epochs,187
h_,187
normalize,187
anno,187
is_encoder_decoder,187
inter,186
logits_processor,186
template,186
x_embed,186
all_self_attns,186
__version__,185
batch_y,185
pool,185
eval_results,185
right,185
progress,184
vision_config,184
num_update_steps_per_epoch,184
cur,183
mat,183
pos_inds,183
mask_windows,182
detector,182
ys,182
storage,182
temb,182
pred_masks,182
fp,181
resume_from,181
num_imgs,181
tokenizer_p,181
cost,180
perm,180
heatmap,180
uncond_input,179
model_args,179
new_shape,179
layer_id,179
cross_attn_past_key_value,179
model_config,178
classname,178
id,178
num_boxes,178
logits_per_image,178
pred_boxes,178
filenames,177
sources,177
logits_per_text,177
scheduler_class,177
title,176
start_index,176
input_tensor,176
df_data,176
input_speech,176
err,175
num_inference_steps,175
total_epochs,175
hs,175
cx,174
__slots__,174
t2,174
end_idx,174
pos_x,174
img1,174
past_length,174
mask_image,174
status,173
U,173
tree,173
speech_inputs,173
skip,172
grads,172
memory,172
all_data,172
val_loader,172
img_scale,172
attn_output_weights,172
_b,172
model_dict,172
ns,172
y_embed,172
padding_mask,172
spans,172
local_state,172
grad_input,171
cc,171
input_str,171
cls_scores,171
tasks,171
new_config,170
dataset_dir,170
cat,170
this_peer_finished,170
gts,170
dist_params,170
layer_name,170
first_token_tensor,170
arch,170
rust_tokenizer,170
chatbot,169
cross_attention_outputs,169
new_orientation,169
batch_outputs,169
attn_windows,168
position,168
p2,168
input_image,168
sentences,168
exp,168
tp,168
func,168
means,168
models_equal,168
reader,167
latent,167
test_torchscript,167
out_dir,166
img_shape,166
data_files,166
model_dir,166
log_config,166
output_states,166
denom,165
cos,165
out_2,165
train_loss,164
tgt_len,164
counter,164
class_names,163
max_epochs,163
test_file,162
ans,162
weight_decay,162
attributes,162
expected_image,162
iterator,161
split_tokens,161
next_token_scores,161
img_name,161
curr_res,161
new_model,161
out_dict,160
log_probs,160
train_transform,160
block_in,160
src_text,160
dirs,159
depths,159
test_onnx,159
img_gt,159
added_hidden_states,159
loc,158
distances,158
embed,158
workflow,158
custom_imports,158
img_metas,158
image_shape,158
new_pos_embed,157
chunk_size,157
attention,157
new_size,157
train_sampler,157
next_attention_mask,157
result_mean,157
conf,156
overwrite_cache,156
scales,156
encoded_inputs,156
w_,156
conv_mode,156
relative_position_index,155
command,155
num_nodes,155
rewards,155
data_root_val,155
output_dict,155
patches,155
wh,155
embeds,155
observations,154
intersection,154
ann_file_test,154
image_embeddings,154
options,153
scaler,153
posemb_grid,153
start_new_word,153
has_nsfw_concept,153
attribute_map,153
cy,152
indexes,152
valid_mask,152
decoder_config,152
intermediate,152
proj_shape,152
denominator,151
choices,151
encoded,151
bbox_targets,151
label_weights,151
vision_outputs,151
entities,151
random_params,151
input_parameters,151
formatter,150
zeros,150
start_loss,150
end_loss,150
y0,150
pos_y,150
common_inputs,150
enc_dec_model,150
similarity,149
segments,149
key_padding_mask,149
inv_freq,149
reshaped_logits,149
config_path,149
cp,148
output_channel,148
classifier,148
repo_name,148
client,148
role,148
dropout,148
adj,148
ann_file_train,148
image_input,148
base_model,148
out_string,148
negative_log_likelihood,148
snapshot,148
data_samples,148
model_state_dict,147
__author__,147
token_type_embeddings,147
node,147
text_input,146
tokenizer_name,146
retriever,146
ann_file_val,146
val_pipeline,146
position_ids_l,146
dataset_class,146
palette,146
dir_path,146
pil_image,145
vision_tower,145
aspect_ratio,145
img_id,145
pred_scores,145
_model_mapping,145
cmap,144
predict_dataset,144
eval_dataloader,144
magnitude,144
omega,144
entity,144
sin,144
act,144
hook,144
ignored_index,144
pad_size,144
block_size,144
new_features,144
lam,143
predict,143
P,143
accepts_eta,143
encoder_config,143
init_image,143
out_1,143
coords_h,142
fields,142
candidates,142
out_file,142
attn_out,142
reduction,142
remove_prefix_length,142
steps_per_epoch,142
coords_w,141
new_v,141
progress_bar,141
pred_instances,141
DATASET_NAME,140
s1,139
cache,139
uid,139
loss_bbox,139
method,139
coords_flatten,138
deltas,138
defaults,138
num_beams,138
query_tokens,138
instruction,138
resume,138
pred_original_sample,138
bbox_results,138
rle,138
attention_weights,138
spec_aug_mask_idxs,138
edges,137
removed_text,137
ops,137
image_atts,137
local_rank,136
input_data,136
expanded_mask,136
slow_tokenizer_class,136
buffered_token_type_ids,136
buffered_token_type_ids_expanded,136
rename_keys,136
final_embeddings,136
mutable,136
encoder_last_hidden_state,135
model_cls,135
shapes,135
t_start,135
O,135
FLAGS,135
mask_token,135
repo,135
loss_mask,134
c2,134
find_unused_parameters,134
dropout_rng,134
sols,134
DFG,134
rust_ids,134
fps,133
eta,133
accelerator,133
beam_indices,133
traced_model,133
new_height,133
target_size,133
out_ch,133
input_feature,133
norm_hidden_states,133
run_loss,133
grad_norm,132
next_token_logits,132
input_tokens,132
special_tokens_mask,132
custom_hooks,132
vis,132
agent,131
perplexity,131
weighting,131
input_,131
program,131
x_enc,131
F,130
gradients,130
subset,130
xy,130
token_ids,130
root_path,130
x4,130
rel_pos_resized,130
df_raw,130
y_test,129
p1,129
topk,129
roles,129
chunks,129
new_width,129
meta_path,129
METAINFO,129
bl,129
configs,128
folder_path,128
Q,128
pred_label,128
point_coords,128
encoded_sequence,128
dict_inputs,128
vec,127
pose,127
max_predict_samples,127
batch_x,127
categories,127
result_file,127
num_blocks,127
sim_matrix,127
img_lq,127
featmap_sizes,127
reference,127
tuple_inputs,127
random_tensor,126
video_path,126
dec,126
img_list,126
num_pos,126
bpe_tokens,126
_EXPECTED_OUTPUT_SHAPE,126
encoder_hidden_shape,126
out_len,126
vis_backends,126
extracted_content,126
img_mask,125
att,125
total_time_str,125
video_name,125
nodes,125
generated_text,125
embedding_size,125
img_bytes,125
next_cache,125
branch3x3dbl,125
channel_mult,125
waveform,125
num_epochs,124
crop,124
input_dict,124
ctx,124
basename,124
optimizer_grouped_parameters,124
arg,124
mask_pred,124
prompt_text,123
trainloader,123
expected_num_layers,123
wd,122
data_time,122
s2,122
new_state,122
axes,122
context_length,122
attention_outputs,122
speed,122
negative_prompt,122
self,122
position_embeds,122
rot,122
c_,122
rust_tokenizer_class,122
result_sum,122
tic,121
graphs,121
pos_emb,121
present,121
keys_to_ignore_at_inference,121
dev,121
xyz,121
data_sample,121
nW,120
preprocessing_num_workers,120
beam_scores,120
input_name,120
untruncated_ids,120
aaa,120
api_key,120
do_denormalize,120
body,120
up,120
total_length,120
_eq_name,120
sampling_objs,120
orig_key,120
uncond_embeddings,119
fmt,119
new,119
module_name,119
patch_pos_embed,119
xx,119
dataset_config_name,119
areas,119
text_outputs,119
total_results,119
keep_prob,118
radius,118
overrode_max_train_steps,118
backend,118
dummy_input,118
no_decay,118
presents,118
site,118
op,117
time,117
output_file,117
completion,117
new_labels,117
input_dtype,117
template_name,117
test_missing_keys,117
lm_labels,117
inp_dec_level2_max,117
energy,116
rule,116
captions,116
mask_preds,116
out_vocab_file,116
freq,116
overflowing_tokens,116
input_processor,116
out_img,115
image_file,115
decoder_start_token_id,115
kv_seq_len,115
t_emb,115
num_points,115
videos,115
text_output,115
timestep,115
multiple_choice_inputs_ids,115
border2,115
chars,114
choice,114
objects,114
checkpoint_name,114
shared_embedding,114
prev_timestep,114
target_masks,114
grad_weight,113
log_prob,113
error_msg,113
stop_str,113
bbox_preds,113
new_image,113
clamp_value,113
encoder_seq_length,113
new_name,113
train_set,113
intermediates,113
shift,113
gt_bboxes_ignore,113
gs,113
testargs,113
multiple_choice_input_mask,113
gain,112
log_msg,112
weight_dtype,112
root_dir,112
bn,112
vision_width,112
s_end,112
rate_dpis,112
self_attentions,112
new_w,111
accepts_generator,111
z_q,111
top_k,111
d_model,111
window_size,111
thresholds,111
category,111
fpath,111
mse,111
results_list,111
class_weight,111
pad_w,111
inp_dec_level1_max,111
folder,110
sp,110
use_fast_tokenizer,110
config_file,110
pad_token,110
pred_logits,110
seq_length_with_past,110
causal,110
cross_attn_weights,110
gt_classes,110
num_masked_span,110
image_name,109
qk,109
avg_loss,109
mod,109
encoder_output,109
alphas_cumprod,109
clip_model,109
pipeline_class,109
nebins,109
now,108
max_steps,108
_optional_components,108
filters,108
activation,108
arch_settings,108
gt_path,108
one_hot,108
scope_names,108
relative_position,108
min_val,108
total_steps,108
pad_h,108
event,108
x_windows,107
record,107
model_outputs,107
final,107
new_value,107
missing_keys,107
return_tensors,107
ann_ids,107
out_indices,107
encoder_inputs,107
x_shape,107
dataset_dicts,107
randomness,107
impath,107
tau,106
image_ids,106
end_index,106
generation_config,106
EXAMPLE_DOC_STRING,106
num_channels_latents,106
stop,106
testset,106
DATASET_CONFIG_DICT,106
model_names,106
num_examples,106
decoder_seq_length,106
seq_y,106
dynamic_axis,106
input_ids_dict,106
input_dim,105
model_file,105
it,105
ranks,105
pc,105
tensor_list,105
neck,105
encodings,105
normalization,105
matcher,105
sparse_embeddings,105
pt,104
r1,104
angles,104
total_batch_size,104
model_revision,104
num_gpus,104
class_labels,104
keywords,104
flow,104
step_size,104
l_dict,104
ll,104
channel,104
tokenized,104
adj_weighted_layer4,104
resample,104
encoded_sequences_1,104
encoded_sequences_2,104
in_features,103
dataset_path,103
feature_extractor_input,103
fan_out,103
pretrained_init_configuration,103
normalizer,103
toks,103
pooler_output,103
s_begin,103
r_begin,103
r_end,103
eta_seconds,102
validation_file,102
callbacks,102
bottom,102
cropped,102
PRETRAINED_INIT_CONFIGURATION,102
h1,102
img_info,102
lb,102
raw_image,102
trainset,102
tracker,102
multiple_choice_token_type_ids,102
backbone_config,102
unique_classes,102
found_buffer,102
ann_file,101
grid_size,101
file_list,101
new_path,101
qkv_bias,101
area2,101
relative_position_scores,101
neg,101
initial_epoch,101
poses,101
do_rescale,101
dec_inp,101
resolution,100
tmpdir,100
ndim,100
input_channel,100
train_metrics,100
unfinished_sequences,100
st,100
flip,100
lt,100
ow,100
img_ids,100
mask_cond,100
query_output,100
prev_sample,100
pt_outputs,100
attention_bias,100
outputs_encoder_decoder,100
hooks,99
dictionary,99
exp_name,99
gpus,99
extra_tokens,99
oh,99
bigram,99
logit,99
annos,99
mapper,99
h2,99
dw,99
inst,99
train_dataset_cls,99
image_std,99
text_column_name,99
timestamp,98
high,98
batch_indices,98
batch_shape,98
area1,98
never_split,98
position_ids_r,98
best_epoch,98
e_t,98
overlaps,98
cell,98
attn_outputs,98
image_mean,98
sample_weight,98
batch_params,98
is_batched,98
revision,98
border1s,98
border2s,98
final_answer_element,98
result_dict,97
num_batches,97
phase,97
indx,97
handles,97
num_tokens,97
numerator,97
tags,97
new_data,97
batch_time,97
ground_truth,97
relative_position_scores_query,97
relative_position_scores_key,97
decoder_head_mask,97
time_embed_dim,97
priors,97
json_file,97
target_dtype,97
loss_ce,97
soft_labels,97
embed_pos,97
accuracy_list,97
additional_features,97
border1,97
seq_x_mark,97
pad_b,96
pad_r,96
new_h,96
widths,96
optim,96
centers,96
instance,96
documents,96
batches,96
txt,96
inv_idx,96
block_type,96
branch_pool,96
expected_results,96
transcription,96
sampling_locations,96
pols,96
kl,95
drop_last,95
ks,95
out_dim,95
output_scores,95
safety_checker_input,95
image_batch_size,95
base_lr,95
text_mask,95
max_val,95
out2,95
down,95
rb,95
dir,95
line_all,95
expected_keys,95
seq_y_mark,95
freqs_cis,95
expected_height,95
expected_width,95
zs,94
db,94
half,94
all_results,94
E,94
run,94
select,94
out1,94
denoise_grid,94
dataset_builder,94
output2,94
pcd,94
tokenized_prompts,94
completed_steps,94
raw_speech,94
is_used,94
metric_logger,93
image_encoder,93
low,93
cls_feat,93
mask_results,93
starting_epoch,93
attrs,93
image_processing_class,93
line_political,93
rho,92
tok,92
mask_value,92
down_block_res_samples,92
col,92
momentum,92
annotation,92
policy,92
_w,92
sym_patch,92
sym_patch_inv,92
devices,92
block_id,92
unk_token,92
engine,92
errors,92
