Variable Name,Frequency
x,21285
out,8777
model,8334
loss,5471
outputs,4417
output,4370
args,4127
data,3411
parser,3406
mask,3142
img,2932
result,2909
y,2906
ret,2787
logger,2674
dataset,2559
labels,2206
res,2080
logits,2045
h,2025
results,2006
device,1924
optimizer,1760
image,1755
batch_size,1711
inputs,1690
hidden_states,1615
config,1611
scores,1610
label,1595
s,1588
n,1506
target,1404
r,1345
features,1344
v,1329
k,1321
__all__,1304
idx,1292
w,1292
input_ids,1275
a,1265
p,1264
m,1240
indices,1238
net,1226
text,1193
f,1179
name,1173
d,1154
weight,1139
_base_,1130
pred,1102
path,1098
batch,1071
i,1066
filename,1065
residual,1065
tokens,1060
start,977
line,955
c,945
index,942
t,940
images,934
end,931
lr,924
tokenizer,913
x1,905
layers,901
input,900
b,897
cfg,886
losses,884
boxes,874
preds,872
score,864
q,849
shape,838
z,819
state,818
weights,815
x2,801
X,798
attention_mask,792
size,790
lines,789
action,786
value,767
attn,766
params,733
checkpoint,717
dtype,712
transform,696
scale,684
bboxes,683
values,669
feat,668
state_dict,665
input_shape,662
env,661
count,660
offset,654
imgs,649
predictions,633
padding,612
tensor,607
downsample,606
N,602
loss_fct,598
kwargs,594
msg,577
bbox,571
scheduler,569
config_and_inputs,565
points,554
key,554
_,553
alpha,549
acc,547
sample,545
prefix,545
pooled_output,544
expansion,542
embeddings,540
masks,538
targets,536
g,529
examples,529
token_type_ids,528
tmp,521
obs,519
pos,517
im,509
l,506
gt_bboxes,500
in_channels,496
temp,492
task,491
width,490
dist,489
head_mask,485
mean,480
config_class,480
probs,474
diff,473
opt,472
bias,471
correct,470
train_pipeline,469
kernel,466
df,465
y1,464
train_dataset,460
sequence_output,458
num_classes,457
axis,456
img_norm_cfg,455
inds,452
train_loader,451
test_pipeline,449
outs,442
std,438
stride,437
grid,436
gt_labels,433
criterion,432
trainer,432
module,432
cls,427
position_ids,421
grad,419
R,418
val,417
rois,417
start_time,416
dim,416
layer,415
dataset_type,409
identity,405
A,404
u,403
word,401
ids,400
block,395
input_mask,395
sampler,395
bbox_pred,394
query,391
done,391
lr_config,391
__author__,390
physics,390
norm,387
source,386
color,384
vocab,379
num,377
item,374
M,372
fig,372
sigma,372
length,371
y2,371
runner,371
pointer,370
paths,370
proposals,368
ax,366
keep,366
data_path,362
gamma,360
samples,360
height,359
layer_keys,353
attn_weights,352
root,349
delta,348
lengths,347
rank,344
names,344
output_dir,343
src,341
step,340
data_root,340
B,338
noise,338
total_loss,337
keys,337
global_step,335
stats,333
prob,332
files,332
dataset_name,332
network,332
total,331
src_tokens,331
metrics,330
T,329
seed,328
norm_layer,324
obj,324
token,323
cls_score,322
save_path,321
iou,318
D,316
j,315
beta,314
anchors,313
sample_size,312
segment_ids,311
bsz,310
gt,307
K,303
emb,303
eps,299
reward,299
inputs_embeds,299
actions,298
colors,296
xs,296
data_loader,295
node,295
encoder,294
adj,291
encoder_out,290
err_code,289
all_hidden_states,288
optimizer_config,288
feature,286
file_name,285
flow,284
max_len,282
extended_attention_mask,282
words,282
ind,281
scale_factor,281
attn_mask,279
array,279
decoder,278
precision,276
strides,275
hidden,274
dataset_path,271
start_epoch,270
itr,267
theta,266
context,265
base_model_prefix,263
W,262
tgt,261
assign_result,259
frame,257
buffer,256
writer,255
group,255
kwargs_lens,255
classes,254
info,253
feats,251
C,250
ds,250
raw_masks,249
train_data,248
epoch,247
pos_inds,247
dataset_plotter,247
accuracy,246
mode,246
datasets,246
inp,245
output_shape,245
order,244
processor,243
cache_dir,243
sentences,243
train_sampler,242
evaluation,241
loader,241
derivative_data,241
bs,240
file_path,240
G,239
rng,236
num_imgs,236
prediction,235
factor,233
f1,232
box,232
img_path,231
mask_pred,230
Y,229
model_name,228
lprobs,227
recall,226
pad,225
work_dir,225
grads,224
target_labels,224
feed_dict,223
positions,223
center,223
test_loader,222
pairs,222
world_size,222
fields,221
dataloader,221
model_path,220
attentions,219
best_score,219
img_shape,219
angle,218
H,218
generator,217
checkpoints,217
label_list,216
dx,215
left,215
prev_output_tokens,214
data_dir,214
conv,214
frames,214
return_dict,213
ratio,213
modules,213
file,213
bbox_results,213
t_total,212
input_size,212
ious,212
tree,211
fname,210
batches,209
sentence,209
gt_bboxes_ignore,209
lens,207
ys,205
input_buffer,204
transformed,204
all_attentions,203
offsets,203
out_channels,203
valid,203
fp,203
x_,203
dirname,203
test_dataset,202
start_idx,202
channels,202
states,202
best_acc,201
flag,201
mu,200
L,200
ntokens,199
y_pred,198
header,198
log_file_path,198
e,197
graph,197
seq,197
overlaps,197
cmd,196
x0,196
meta,196
defaults,196
self,196
text_a,195
arr,195
mat,194
ps,194
num_channels,193
right,193
logging_output,193
split,192
cx,192
t0,192
BASE_DIR,191
Z,191
guid,191
ap,191
learning_rate,190
attention_probs,190
t1,190
proposal_list,190
classname,189
blocks,189
pbar,188
new_key,188
model_to_save,188
gt_boxes,188
model_type,187
counter,187
url,187
encoder_outputs,186
bbox_targets,186
roidb,186
loss_sum,185
var,185
encoder_padding_mask,185
pool,185
test_data,185
P,184
seq_length,184
max_size,184
sizes,184
h2,183
graph_attention_weights,183
S,182
success,182
kernel_size,182
o,182
observation,182
cat,181
save_dir,181
loss_cls,181
repr_str,181
message,180
max_length,179
normalize,178
tp,178
output_tokens,177
reader,176
pretrained_vocab_files_map,176
max_model_input_sizes,176
head,176
nll_loss,176
epsilon,175
depth,175
FLAGS,175
idxs,175
gt_masks,174
content,172
val_loader,172
total_epochs,172
threshold,172
parts,171
vocab_files_names,171
hypos,171
attention_scores,170
sent,170
lr_scheduler,169
fn,168
sz,168
expected,168
id,168
checkpoint_config,168
logit,167
x_shape,167
classifier,166
end_logits,166
adv,166
src_dataset,166
val_pipeline,166
tracer_plotter,166
train_dataloader,165
string,165
featmap_sizes,165
analysis,165
ann_file_train,165
ann_file_val,165
img2,164
xx,164
matrix,164
filters,164
cnt,163
area,163
src_lengths,163
img1,161
tracer,161
attention_output,160
encoder_extended_attention_mask,160
batch_time,160
counts,159
branch3x3dbl,159
img_id,159
y_,157
gradient,156
func,156
param_names,156
optimizer_grouped_parameters,155
first,155
text_b,155
x_out,155
tic,154
dy,154
x3,154
sequence,154
response,154
models,154
summary,154
perm,153
reduction,153
formatter,152
cost,152
img_metas,152
attack,152
saver,151
title,151
no_decay,151
dims,151
log,150
start_logits,150
num_labels,150
num_pos,150
mat_plot,150
shortcut,149
p2,149
context_layer,149
progress,149
image_path,149
attr_type,149
data_root_val,149
ann_file_test,149
end_idx,148
prediction_scores,148
filepath,148
decoded,147
metadata,147
padding_idx,147
step_size,146
objs,146
is_training,145
phi,145
vals,145
anno,145
decoder_out,145
bar,144
radius,144
sep,144
gpu_ids,144
__slots__,144
environment_kwargs,144
label_weights,143
err,142
transformer_outputs,142
ckpt,142
param,142
table,142
embed,141
yy,141
hx,141
ref,141
test_model_list_path,141
adv_images,141
train,140
steps,140
h1,140
exp_name,140
ops,139
union,139
version,139
data_time,139
model_urls,138
dt,138
lens_model,138
__version__,137
items,137
dictionary,137
ans,136
new_features,135
p1,135
top1,135
loss_bbox,135
sequence_labels,135
top,134
layer_output,133
answers,133
coords,133
vec,133
num_embeddings,133
distance,132
test,132
pattern,132
label_ids,132
inputs_dict,132
mujoco,132
not_done,132
heatmap,131
extension,131
shuffle,131
num_images,131
token_labels,131
splits,130
rec,130
position,130
suffix,130
out_label_ids,130
signal,130
mapping,129
fc,129
keypoints,129
tok,129
high,129
sp,129
weight_expanded,129
grad_norm,128
best_epoch,127
past,127
search,127
nprocesses,127
arena,127
lensModel,127
row,126
s1,126
vocab_size,126
flip,126
attention,126
has_megatron_submodule,126
mlvl_scores,126
bitmap_masks,126
num_points,125
sess,125
num_batches,125
archive_file,125
body,125
mass,125
target_str,125
BATCH_SIZE,124
tgt_dict,124
mask_feats,124
evaluator,123
denom,123
ones,123
solver,123
scenes,123
output_scores,123
c1,122
initializer,122
VOCAB_FILES_NAMES,122
edges,122
options,122
timestep,122
axes,121
PRETRAINED_POSITIONAL_EMBEDDINGS_SIZES,121
is_best,121
wh,121
output_attentions,121
pretrained_model_archive_map,121
fit_plotter,121
archs,121
weight_decay,120
saved_state,120
match,120
bn,120
branch_pool,120
arch,120
x_unfold,120
cls_feat,120
f_,120
choice,119
layer_outputs,119
decoder_input_ids,119
eval_dataset,119
eval_dataloader,119
answer,119
question,119
clf,119
eval_loss,119
rewards,119
kappa,119
backbone,119
neg_inds,119
segm_result,119
Rs,119
train_set,118
training,118
anns,118
corr,118
array_plotter,118
lower_limit_default,118
upper_limit_default,118
num_workers,117
Q,117
PRETRAINED_VOCAB_FILES_MAP,117
nlp,117
handle,117
embedding,117
eos,117
c2,116
attr,116
parameters,116
pos_emb,116
V,116
num_levels,116
boxlist,116
walker,116
error_msg,115
img_list,115
pts,115
net2,115
example,115
new_word,115
parent,115
model_dict,115
times,115
tasks,115
cmap,114
tb_writer,114
num_samples,114
zeros,114
channel,114
response_json,114
next_state,114
val_dataset,114
_fields_,114
pc,113
cy,113
thresh,113
eval_results,113
new_shape,113
conf,113
gradients,112
train_loss,112
src_len,112
epochs_trained,112
label_map,112
dilation,112
y_true,112
crop_size,112
input_sememe,112
container,112
output_hidden_states,112
src_dict,112
choice_labels,112
inter,111
new_key_padding_mask,111
parsed,111
mask_results,111
save_result_path,111
start_positions,110
image_size,109
update,109
assigned_labels,109
buf,108
op,108
child_h,108
h_telta,108
next_hx,108
invalid_target_index,108
areas,107
embed_tokens,107
tok_text,107
groups,107
testset,107
eval_sampler,107
img_size,107
video,107
log_probs,107
alignment,107
sampling_result,107
reg_feat,107
load_from,107
all_model_classes,107
kwargs_model,107
n_gpu,106
error,106
eta,106
idx_unsort,106
output_size,106
train_cfg,106
policy,105
grad_input,105
rgb,105
scorer,105
log_config,105
polygon_masks,105
new_val,105
storage,104
data_list,104
E,104
top5,104
thresholds,104
length_tgt,104
det_bboxes,104
rho0,104
lens_model_list,104
trans,103
shift,103
class_names,103
num_boxes,103
incremental_state,103
biases,102
batch_index,102
matches,102
layer_name,102
ch,102
ob,102
train_transform,102
selected,102
dist_params,102
seg,101
I,101
code,101
epochs,101
sources,101
col,101
num_features,101
cols,100
s2,100
p_data_fp32,100
nodes,100
instances,100
direction,100
loss1,100
quat,100
test_model_path,100
train_iterator,99
epoch_iterator,99
args_dict,99
amp,99
U,98
data_dict,98
all_input_ids,98
found,98
branch3x3,98
expr,98
random_state,98
rep,98
bulge,98
scales,97
out2,97
cs,97
seq_len,97
etag,97
template,97
mod,97
overlap,97
use_cuda,97
a1,97
trainset,97
entropy,97
agent,97
nsentences,97
gt_classes,97
num_objs,96
qs,96
num_choices,96
cached_features_file,96
epoch_loss,96
visuals,96
base,96
cell,96
emb_s_sum,96
gts,96
resume_from,96
log_level,96
img_ids,96
pos_scores,96
mask_rois,96
lm_logits,95
record,95
ext,95
distances,95
y_train,95
confidence,95
mesh,95
cls_scores,95
lens_galaxy,95
numPix,95
metric,94
attn_output,94
arg,94
folder,94
pred_label,93
model_kwargs,93
logs,93
model_class,93
all_output,93
fit,93
workflow,93
position_embeddings,92
end_positions,92
cache_path,92
output_path,92
time,92
img_name,92
out_dir,92
bounds,92
search_strategy,92
bbox_weights,92
tokenizers,92
f_y,92
steps_trained_in_current_epoch,91
checkpoint_path,91
candidates,91
t2,91
dilations,91
expected_shape,91
rho,91
n_samples,91
num_steps,91
batch_sampler,91
cur,91
over_sample_size,91
gt_roidb,91
test_set,90
ROOT_DIR,90
dists,90
rotation,90
prev_char,90
all_labels,90
rows,90
window,90
correct_k,90
resolution,90
valid_mask,90
h_tm1,90
SNRr,90
rotated_data,89
log_dir,89
xyz,89
doc,89
key_padding_mask,89
end_loss,89
use_cache,89
chars,89
task_name,89
result_list,89
toks,89
x_new,89
spec,89
num_gts,89
test_cfg,89
angles,88
decay,88
st,88
config_file,88
start_loss,88
label_id,88
indexes,88
loss_dict,88
unk,88
cache_file,88
loss_fn,87
masked_lm_loss,87
cp,87
embs,87
r2,87
maxk,87
save_file,87
optim,87
duration,87
dummy,87
time_step,87
raw,87
coeffs,87
tgt_dataset,87
langs,86
entries,86
rs,86
mult,86
num_gpus,86
output_eval_file,86
loss2,86
source_galaxy,86
arg_vars,86
transforms,85
sampling,85
x4,85
start_position,85
pose,85
use_bias,85
loss_list,85
total_norm,85
txt,85
root_dir,85
dw,85
valid_inds,85
_TOKENIZER_FOR_DOC,85
second_max_logit,85
test_args,85
test_dataloader,84
TEST_DATA,84
mse,84
this_dir,84
app,84
skip,84
support,84
rot,84
sememe_h,84
tokens_a,84
contents,84
bottom,84
split_path,84
second_max_index,84
theta_E,84
deltaPix,84
pooled_feat,84
choices,83
types,83
model_inputs,83
fea,83
objects,83
mid,83
stdv,83
rle,83
sample_idx,83
trace_args,83
new_points,82
entry,82
fmt,82
encoded,82
next_token_logits,82
logging_loss,82
model_dir,82
flux,82
fps,82
rv,82
dets,82
f_x,82
input_dim,82
mlvl_bboxes,82
flow_est,82
trace_kwargs,82
out1,81
new_x_shape,81
value_layer,81
embedding_output,81
core_out,81
stop,81
image_numpy,81
total_length,81
full_path,81
mask_targets,81
attn_scores,81
net_output,81
test_kwargs,81
subjective_model,81
end_position,80
margin,80
new_state,80
hs,80
module_name,80
camera,80
total_time,80
fh,80
prev,80
bb,80
low,80
bins,80
video_name,80
attrs,80
proj,80
basename,80
vis,80
num_frames,80
sampling_results,80
norm_cfg,80
Downstream_Node,80
kwargs_light,80
total_correct,79
c0,79
y0,79
cur_len,79
new_state_dict,79
reshaped_logits,79
pad_token_id,79
out_string,79
attn_prob,79
devices,79
rand,79
benchmark,79
distributed,79
bleu,79
dh,79
hidden_size,79
srcs,79
logL,79
f_xx,79
f_yy,79
f_xy,79
current_label,78
part,78
embed_dim,78
split_tokens,78
dropout,78
level,78
phase,78
att,78
edge_index,78
model_state_dict,78
y_test,78
timer,78
inner_states,78
sim,78
bbox_head,78
hm,78
ls,77
scaler,77
data_format,77
cat_ids,77
padding_length,77
gx,77
ground_truth,77
x_s,77
r1,77
status,77
similarity,77
pred_boxes,77
CLASSES,77
prod,77
tgt_len,77
cls_reg_targets,77
bbox_feats,77
x_offset,77
kwargs_psf,77
log_file,76
normals,76
it,76
px,76
key_layer,76
pieces,76
vocab_file,76
cls_index,76
iterator,76
max_score,76
start_index,76
cam,76
xmax,76
recalls,76
new_w,76
instance,76
hist,76
prec,76
img_np,76
extensions,76
poly,76
ann_ids,76
detections,76
annotations,76
pos_bbox_targets,76
plugins,76
num_data,75
pretrained_init_configuration,75
best,75
intersection,75
xmin,75
ks,75
flags,75
word_dict,75
field,75
branch7x7dbl,75
_bboxes,75
centerness,75
image1,75
KL_loss,75
point,74
locations,74
mems,74
mae,74
inplanes,74
neg,74
edge,74
cats,74
kl,74
beam,74
stage,74
refs,74
attns,74
image2,74
N_train,74
log_prob,74
term,74
smooth_loss,74
deltas,74
file_list,74
one_hot,73
dset,73
now,73
concat,73
test_loss,73
act,73
d1,73
patches,73
ss,73
project,73
sampler_devices,73
sampled_inds,73
loss_mask,73
xdks,73
obs_data,73
prefix_tokens,73
indices_buf,73
stat,73
decoder_embed_tokens,73
history,73
pred_val,72
shifts,72
tag,72
cos,72
arrays,72
log_str,72
ann,72
ws,72
energy,72
pack_length,72
time_point,72
last_point,72
hx_forward,72
hx_backward,72
tokens_b,72
max_iter,72
sort_idx,72
find_unused_parameters,72
value_all,72
total_seen,71
avg_loss,71
decoder_outputs,71
heads,71
attn_outputs,71
new_h,71
vertices,71
pe,71
image_id,71
kw,71
rets,71
chn,71
nms_pre,71
ngram,71
tee,71
replace_stride_with_dilation,70
means,70
cond,70
normalizer,70
attn_score,70
memory,70
tmp_dir,70
ndim,70
variables,70
A2,70
ymax,70
F,70
new_x,70
rpn_cls_score,70
segm_results,70
detector,70
qpos,70
kwargs_data,70
_keys_to_ignore_on_load_missing,70
rotation_matrix,69
numel,69
output_folder,69
end_time,69
padding_mask,69
filler,69
banned_tokens,69
model_file,69
start_states,69
out_dict,69
num_layers,69
a2,69
center_y,69
center_x,69
crop,69
A1,69
p_gen,69
src_str,69
assigner,69
value_from_space,69
num_dims,68
test_acc,68
ex,68
load_tf_weights,68
actual,68
encoder_attention_mask,68
input_data,68
w1,68
errors,68
pretrained_dict,68
b1,68
ymin,68
v1,68
img_info,68
num_groups,68
pos_embed,68
src_lens,68
include,68
NUM_CLASSES,67
num_class,67
DATA_DIR,67
batch_idx,67
attn_out,67
MODEL_CLASSES,67
gpus,67
new_size,67
momentum,67
word_vec,67
word_idx,67
tags,67
outdir,67
pt,67
segments,67
last,67
widths,67
N_test,67
target_tokens,67
res_layer,67
perturbed,67
tokenizer_class,67
box_list,67
target_layer,67
pid,66
seq_relationship_score,66
active_loss,66
scope_names,66
ffn_output,66
shapes,66
output_mode,66
gpu,66
method,66
load,66
up,66
scale_factors,66
response_data,66
info_dict,66
sampling_ratio,66
input_args,66
segms,66
poses,66
x_hat,66
memory_bank,66
a_tm1_embed,66
phi_G,66
A3,66
in_features,65
loc,65
queries,65
qid,65
texts,65
model_input_names,65
merges,65
cache,65
cls_logits,65
orig,65
out_dim,65
final_output,65
input_x,65
label_file,65
difficult,65
gap,65
ckpt_path,65
encoder_embed_tokens,65
sampler_cfg,65
special_tokens_count,65
cosmo,65
b2,64
real,64
kernel_shape,64
query_tokens,64
next_tokens,64
sequence_length,64
iterations,64
x_list,64
val_loss,64
nd,64
encoder_outs,64
test_transform,64
best_acc1,64
GPU_INDEX,63
LOG_FOUT,63
py,63
extra,63
lm_labels,63
model_name_or_path,63
prior,63
reg_map,63
categories,63
postfix,63
resnet,63
default,63
flops,63
device_ids,63
rpn_bbox_pred,63
bbox_preds,63
trainloader,63
best_eval_metric,63
kwargs_numerics,63
all_label,62
batch_loss,62
xy,62
input_tensor,62
model_config,62
wd,62
pred_fake,62
h0,62
select,62
json_file,62
label_path,62
iteration,62
testloader,62
y_offset,62
psf,62
previous_dilation,61
init,61
num_in_channels,61
query_layer,61
ignored_index,61
