Function Name,Frequency
__init__,27888
forward,12259
__call__,2372
main,1909
__len__,1853
__getitem__,1733
__repr__,999
call,913
train,903
add_args,770
reset,714
step,713
setUp,650
from_pretrained,577
__iter__,562
evaluate,473
update,465
init_weights,462
run,457
backward,419
build_model,383
decode,348
encode,337
parse_args,336
test,335
loss,325
max_positions,323
save,314
reset_parameters,310
_make_layer,308
size,287
__str__,277
load_state_dict,266
load,261
setup_method,254
load_dataset,253
BasicBlock,250
Bottleneck,233
collater,227
get_labels,226
predict,225
sample,225
get_output_embeddings,218
num_tokens,217
state_dict,209
get_input_embeddings,208
build,191
conv3x3,187
close,185
ResNet,182
supports_prefetch,182
setup_task,181
save_checkpoint,179
extra_repr,179
__exit__,178
target_dictionary,176
name,175
transform,172
get_dev_examples,172
fit,172
ordered_indices,172
log,171
__enter__,169
extract_features,169
tokenize,168
_create_examples,168
get_train_examples,167
get,167
__getattr__,166
prefetch,165
set_input_embeddings,164
score,163
__setstate__,159
initialize_episode,159
from_config,158
add,153
_init_weights,151
source_dictionary,150
get_lr,146
load_data,145
reduce_metrics,145
upgrade_state_dict_named,144
validate,142
eval,139
initialize,138
render,137
AverageMeter,136
_prune_heads,136
set_epoch,132
_forward,132
function,132
sizes,132
get_config,131
normalize,130
_build,130
setup,128
get_reward,125
train_step,124
setUpClass,123
__getstate__,122
act,121
reorder_encoder_out,121
_init_layers,121
set_seed,120
prune_heads,119
accuracy,118
get_args,118
get_targets,118
to,115
forward_decoder,115
Trainer,114
__del__,114
reorder_incremental_state,114
logging_outputs_can_be_summed,114
func,113
forward_train,113
base_architecture,112
optimizer_config,111
load_model,109
compute_loss,107
generate,107
conv1x1,106
device,105
forward_single,105
__eq__,104
get_test_examples,104
get_normalized_probs,104
get_model,101
create_model,101
hessian,100
get_observation,99
tearDown,99
cli_main,99
write,95
save_vocabulary,95
Linear,95
derivatives,95
_tokenize,94
test_config,94
value,94
supports_flat_params,94
__setitem__,93
process,92
prepare_config_and_inputs,92
prepare_config_and_inputs_for_common,92
test_function,91
shape,90
wrapper,90
build_decoder,90
inference,89
get_parser,89
get_bboxes,89
vocab_size,87
tag,86
build_inputs_with_special_tokens,85
prepare_inputs_for_generation,84
_convert_id_to_token,84
adjust_learning_rate,84
step_update,84
hub_models,84
output_layer,84
load_checkpoint,83
convert_tokens_to_string,83
get_example_from_tensor_dict,83
parse,83
convert,82
print_args,82
resnet50,81
aug_test,81
apply,80
simple_test,80
_convert_token_to_id,79
resnet18,78
build_embedding,77
node_forward,77
zero_grad,77
InputFeatures,76
make_dataset,76
get_params,76
__next__,75
dummy_inputs,75
collate_fn,75
resnet34,74
resnet101,74
prepare_for_onnx_export_,74
build_dataset_for_inference,74
test_model_from_pretrained,74
get_vocab,73
build_encoder,73
print,73
test_hessian,73
model,72
resize,72
copy,72
__new__,72
after_step,72
save_model,71
set_log_file,71
test_derivatives,71
resnet152,70
get_special_tokens_mask,70
create_token_type_ids_from_sequences,70
pad,70
make_generation_fast_,68
Model,67
Logger,67
load_dictionary,67
mjcf_model,67
dtype,66
InputExample,66
supports_memory_efficient_fp16,66
Physics,66
get_transform,65
get_loss,64
log_string,63
start,63
convert_examples_to_features,63
_get_input_buffer,63
_set_input_buffer,63
to_dict,62
clear,62
Embedding,62
forward_dummy,62
initialize_episode_mjcf,62
gelu,61
merge,61
training_pipeline,61
env,61
preprocess,60
crop,60
aggregate_logging_outputs,60
MLP,59
get_dataset,59
softmax,59
optimizer,59
valid_step,59
load_and_cache_examples,58
clip_grad_norm,58
_step,57
build_criterion,57
download,56
_resize_token_embeddings,56
test_step,56
sememe_sum,56
init,56
assertAlmostEqual,56
from_opt,56
update_params,55
__hash__,55
update_dropout,55
eval_one_epoch,54
Identity,54
build_loss,54
modify_commandline_options,54
f,54
plot,54
_build_env,54
get_batch,53
proj,53
collate,52
to_json_string,52
avg,52
assign,52
before_step,52
norm,51
info,51
load_annotations,51
Net,50
flatten,50
optimize_parameters,50
extract,50
calculate,50
train_one_epoch,49
weights_init,49
get_exp_dir_name,49
read,48
visualize,48
mean,48
machine_params,48
_callable,48
_extra_repr,48
conv2d,47
get_encoder,47
hidden_size,47
Attention,47
compute_metrics,47
split,47
set_lr,47
read_data,47
set_num_updates,47
max_decoder_positions,47
get_model_and_assets,47
_resnet,46
transpose_for_scores,46
Dataset,46
save_pretrained,46
build_vocab,46
DataProcessor,46
test_forward,46
Compose,46
train_epoch,46
Encoder,46
data,46
__setattr__,46
build_self_attention,46
assertTensorEqual,46
loss_single,46
TestRaise,46
test_raise,46
num_attention_heads,45
Block,45
binarize,45
get_rank,45
get_world_size,45
make_sampler_fn,45
valid_task_sampler_args,45
__ne__,45
build_optimizer,45
upgrade_state_dict,45
xent_loss,45
attack_all_images,45
train_task_sampler_args,44
test_task_sampler_args,44
Normalize,44
reshape,44
cross_entropy,44
build_fc1,44
build_fc2,44
test_full_tokenizer,44
set_state,44
cw_loss,44
visit_FunctionDef,44
get_pairs,43
evaluation,43
training_step,43
solve,43
is_beginning_of_word,43
_get_bboxes_single,43
build_network,43
ModelArguments,42
to_tensor,42
area,42
reward,42
entropy,42
to_device,42
create,42
str2bool,42
build_generator,42
__contains__,41
_initialize_weights,41
Discriminator,41
ToTensor,41
action_spec,41
unshape,40
num_hidden_layers,40
VGG,40
get_data,40
mkdir,40
aggregate,40
project,40
exists,40
block,40
initialize_output_tokens,40
finalize,40
_sample_pos,40
_sample_neg,40
get_weights,40
fdynamics,40
show_result,39
can_reuse_epoch_itr_across_epochs,39
extract_feat,39
get_input_output_texts,39
_build_observables,39
fn,38
inverse,38
compute_score,38
params,38
seed,38
mode,38
_partition_inds,38
_get_sampler_args_for_scene_split,38
multiply_grads,38
inference_step,38
_get_target_single,38
_set_groundtruth_api,38
reward_derivative,38
get_decoder,37
tie_weights,37
_read_tsv,37
make_res_layer,37
Decoder,37
update_learning_rate,37
train_model,37
node_backward,37
learn,37
translate,37
buffered_future_mask,37
register_classification_head,37
test_for_masked_lm,37
test_for_question_answering,37
test_for_token_classification,37
parameters,36
_reorder_cache,36
RobertaClassificationHead,36
roll,36
Generator,36
_make_stage,36
get_img_info,36
TransformerDecoder,36
_truncate_seq_pair,36
max,36
to_list,36
get_name,36
_set_dynamics_api,36
_set_reward_api,36
get_optimizer,35
decoder,35
__post_init__,35
shortcut,35
worker,35
num_classes,35
_apply,35
gradient,35
mass_3d_lens,35
_assign,34
load_vocab,34
PositionalEmbedding,34
register_subcommand,34
Timer,34
get_current_visuals,34
Network,34
apply_mask,34
to_numpy,34
_make_layers,34
transpose,34
next,34
build_dataset,34
_compute_loss,34
add_arguments,34
build_dictionary,34
_inner_forward,34
main_worker,34
test_for_sequence_classification,34
root_entity,34
set_output_embeddings,34
flip,33
bpe,33
log_prob,33
gen,33
_check_input_dim,33
set_input,33
print_network,33
get_logger,33
density,33
height,33
smoothed_value,33
scale,33
losses,33
resnext50_32x4d,32
MultiHeadAttention,32
all_gather,32
RandomCrop,32
configure_optimizers,32
expand,32
postprocess,32
register,32
gather,32
construct,32
DataTrainingArguments,32
min,32
monkey_patch_datasets,32
monkey_patch_sensor,32
median,32
norm1,32
ExampleModule,32
get_tokenizer,32
test_for_multiple_choice,32
_load_image_set_index,32
image_path_from_index,32
preprocessor,32
_get_default_path,32
foo,32
image_path_at,32
image_id_at,32
evaluate_detections,32
competition_mode,32
_forward_impl,31
TransformerEncoder,31
_init_weight,31
lr_lambda,31
split_heads,31
Transformer,31
lower,31
conv,31
validation_step,31
ResBlock,31
_mp_fn,31
metric,31
one_hot,31
Classifier,31
stop,31
_do_python_eval,31
lr_scheduler,31
encoder,31
mask,31
remove,31
gt_roidb,31
resnext101_32x8d,30
dropout,30
RobertaForSequenceClassification,30
docstring_decorator,30
is_image_file,30
default_loader,30
save_image,30
