Variable Name,Projects Count
x,481
model,460
parser,456
loss,439
args,434
data,380
out,363
mask,358
output,352
y,351
device,347
optimizer,329
batch_size,300
img,287
labels,282
idx,282
dataset,281
n,277
k,270
outputs,266
result,265
p,263
i,260
res,257
v,255
label,246
w,245
s,241
d,236
m,236
pred,234
t,234
target,233
logger,229
name,226
h,224
path,220
f,219
results,218
checkpoint,218
r,213
x1,212
index,212
image,210
indices,209
a,207
inputs,204
x2,203
filename,203
layers,200
b,200
q,195
config,194
scale,192
c,191
N,191
end,188
alpha,186
features,185
scores,180
state_dict,179
start,179
mean,179
z,177
lines,177
__all__,176
value,175
size,171
std,171
count,170
weights,167
logits,166
images,164
start_time,163
width,162
shape,161
weight,161
lr,157
score,157
losses,154
targets,154
input,154
scheduler,152
acc,150
params,150
train_loader,149
norm,149
key,147
values,146
u,145
tmp,144
padding,143
train_dataset,143
criterion,142
line,142
B,142
l,142
batch,141
pos,140
ret,139
g,136
save_path,135
j,135
eps,134
transform,132
seed,130
cfg,130
attn,130
metrics,129
state,125
trainer,125
height,124
val,124
df,124
tensor,123
offset,123
keys,123
files,123
sample,123
preds,120
dist,120
model_path,119
X,119
ax,119
msg,118
imgs,118
y1,118
names,118
feat,117
writer,117
num_classes,116
diff,116
root,115
samples,114
dim,113
text,113
grid,113
fig,112
correct,111
num,111
stride,110
rank,110
gt,110
expansion,109
M,109
residual,109
mode,108
T,108
temp,107
total,107
dtype,106
opt,106
output_dir,106
epoch,105
color,105
predictions,105
im,104
sampler,104
noise,104
R,103
A,103
info,102
layer,102
points,102
masks,102
K,102
img_path,101
C,101
net,101
file_name,100
step,100
bs,100
world_size,100
x0,99
sigma,98
header,98
x3,98
test_dataset,98
model_name,98
downsample,97
ratio,97
in_channels,97
kwargs,97
ids,97
_,96
cnt,95
length,95
file,94
colors,94
y2,94
dataloader,94
feature,93
center,93
tokens,93
classes,92
iou,92
url,92
loader,92
prefix,92
bias,92
test_loader,91
data_loader,91
left,91
D,91
total_loss,91
gamma,91
delta,90
out_features,90
qkv,90
L,89
item,89
probs,89
query,89
feats,89
precision,88
block,88
H,88
coords,88
img_size,88
identity,87
module,86
theta,86
prob,86
norm_layer,85
data_path,85
head_dim,85
__version__,85
mu,84
angle,84
distance,84
factor,84
val_loader,83
recall,83
pad,83
val_dataset,82
area,82
union,81
prediction,81
xs,81
tokenizer,81
parameters,80
