Function Name,Projects Count
__init__,557
forward,463
__len__,394
__getitem__,391
main,332
__call__,292
train,260
update,208
reset,170
__repr__,156
evaluate,154
__iter__,146
__str__,128
backward,124
test,120
_make_layer,108
parse_args,105
step,104
BasicBlock,102
init_weights,98
_init_weights,98
AverageMeter,94
Bottleneck,94
load,93
save_checkpoint,93
run,90
get,89
ResNet,86
predict,84
save,83
Attention,80
__getattr__,79
accuracy,77
setup,75
decode,75
Mlp,73
load_model,72
reset_parameters,71
extra_repr,71
conv3x3,70
MLP,70
encode,69
get_lr,67
sample,64
preprocess,62
wrapper,61
Trainer,60
normalize,59
transform,58
build_model,58
PatchEmbed,57
Block,57
load_checkpoint,57
save_model,57
__exit__,56
validate,56
fit,56
Encoder,56
collate_fn,56
load_state_dict,55
loss,55
initialize,55
get_rank,55
get_world_size,55
process,55
get_model,54
build_dataset,54
__enter__,53
Transformer,53
inference,52
parse,50
add,49
ToTensor,49
Compose,49
is_main_process,49
load_data,49
Logger,48
to,48
eval,48
set_epoch,47
Normalize,47
window_partition,47
close,47
write,46
forward_features,46
generate,46
print,45
__setstate__,44
worker_init_fn,44
__del__,44
window_reverse,44
LayerNorm,44
get_params,43
training_step,43
conv1x1,42
get_dataset,42
avg,42
is_dist_avail_and_initialized,42
set_random_seed,42
build,42
FocalLoss,41
Model,41
value,41
__next__,41
Decoder,41
log,41
Config,41
train_step,40
PatchMerging,40
adjust_learning_rate,40
configure_optimizers,40
tokenize,40
RandomCrop,39
median,39
to_tensor,39
resize,39
validation_step,39
state_dict,38
resnet18,38
get_loss,38
crop,38
convert,38
resnet50,37
get_logger,37
ResBlock,37
VisionTransformer,37
init,37
train_one_epoch,37
get_args,36
build_dataloader,36
Resize,36
global_avg,36
init_distributed_mode,36
build_backbone,36
_reset_parameters,36
TransformerEncoder,35
max,35
set_seed,35
MetricLogger,34
no_weight_decay,34
setup_for_distributed,34
SmoothedValue,34
train_dataloader,33
info,33
_get_clones,33
_freeze_stages,33
BaseDataset,32
add_meter,32
BasicLayer,32
__setattr__,32
get_root_logger,32
create_model,32
resnet101,31
forward_train,31
val_dataloader,31
mkdir,31
WindowAttention,31
rotate,31
get_config,31
resnet34,30
get_data,30
log_every,30
synchronize_between_processes,30
save_on_master,30
_load_from_state_dict,30
download,30
device,30
resnet152,29
DistributedSampler,29
train_model,29
FeedForward,29
Dataset,29
flush,29
postprocess,29
compute_metrics,29
get_optimizer,28
render,28
name,28
trunc_normal_,28
SwinTransformer,28
SwinTransformerBlock,28
__post_init__,28
build_loss,28
build_optimizer,28
get_version,28
GaussianBlur,27
plot,27
load_annotations,27
register,27
ssim,27
DropPath,27
attention,27
InvertedResidual,27
extract_feat,27
forward_test,27
Upsample,27
reduce_dict,27
load_config,27
sigmoid_focal_loss,26
load_image,26
visualize,26
norm_cdf,26
pad,26
mean,26
__contains__,26
__eq__,26
readme,26
apply,26
save_image,26
prepare_data,26
__getstate__,25
start,25
MultiHeadAttention,25
CenterCrop,25
compute,25
compute_loss,25
setup_logger,25
CrossEntropyLoss,25
TransformerEncoderLayer,25
get_dataloader,25
all_gather,25
transpose_for_scores,25
clear,24
_no_grad_trunc_normal_,24
val,24
resize_pos_embed,24
Conv2d,24
build_head,24
dice_loss,24
f,24
test_step,24
__setitem__,24
load_dataset,24
_run,24
zero_grad,23
str2bool,23
get_transform,23
_forward,23
TransformerDecoder,23
copy,23
cross_entropy,23
single_gpu_test,23
reduce_loss,23
simple_test,23
after_train_iter,23
build_neck,23
_make_stage,23
_make_stem_layer,23
ConcatDataset,23
BaseModel,23
gaussian,23
get_image,23
to_dict,23
_initialize_weights,23
remove,23
ConvBlock,23
PositionalEncoding,22
display,22
MobileNetV2,22
FPN,22
DiceLoss,22
collect_env,22
after_train_epoch,22
get_labels,22
_get_activation_fn,22
before_train_epoch,21
SELayer,21
ResidualBlock,21
drop_path,21
average_precision,21
parse_line,21
Transpose,21
val_step,21
RandomFlip,21
with_pos_embed,21
SSIM,21
merge,21
Identity,21
QuickGELU,21
synchronize,21
test_dataloader,21
get_args_parser,21
_ssim,20
parse_version_info,20
before_run,20
L1Loss,20
aug_test,20
_inner_forward,20
parse_requirements,20
get_device,20
weight_reduce_loss,20
set_input_embeddings,20
get_input_embeddings,20
get_output_embeddings,20
TransformerDecoderLayer,20
forward_post,20
get_classifier,20
reset_classifier,20
area,20
AttentionPool2d,20
get_pairs,20
setUp,20
train_epoch,20
get_size,20
_resnet,19
RandomHorizontalFlip,19
Evaluator,19
hook,19
flops,19
_ntuple,19
cuda,19
get_label,19
format_results,19
_make_fuse_layers,19
make_res_layer,19
weighted_loss,19
parse_require_file,19
plot_curve,19
with_neck,19
CustomDataset,19
make_divisible,19
forward_dummy,19
gen_packages_items,19
custom_forward,19
create_custom_forward,19
forward_pre,19
Timer,19
create_window,19
append,19
Visualizer,19
Downsample,19
extract_features,19
pil_loader,19
read_json,19
pre_pipeline,18
collect_results_gpu,18
collect_results_cpu,18
show,18
flatten,18
VGG,18
Flatten,18
weights_init,18
scale,18
decorator,18
norm2,18
get_ann_info,18
Accuracy,18
Rotate,18
show_result,18
flip,18
_check_branches,18
_make_transition_layer,18
_random_scale,18
get_classes,18
_make_branches,18
translate,18
process_checkpoint,18
set_output_embeddings,18
prepare_inputs_for_generation,18
call,18
encode_text,18
bpe,18
NestedTensor,18
evaluation,18
_parse_losses,17
_do_evaluate,17
ASPP,17
entropy,17
before_train_iter,17
interpolate,17
get_2d_sincos_pos_embed,17
get_2d_sincos_pos_embed_from_grid,17
get_1d_sincos_pos_embed_from_grid,17
ProgressMeter,17
_get_batch_fmtstr,17
get_parser,17
cal_train_time,17
make_layer,17
Collect,17
prepare_test_img,17
random_sample,17
add_plot_parser,17
binary_cross_entropy,17
rescale,17
get_targets,17
_init_layers,17
multi_gpu_test,17
add_time_parser,17
prepare_train_img,17
build_detector,17
stem,17
TransformerBlock,17
RandomErasing,17
one_hot,17
init_model,17
put,17
get_sha,17
CLIP,17
bytes_to_unicode,17
ResidualAttentionBlock,17
is_image_file,17
load_pretrained_weights,17
validation_epoch_end,17
decompose,17
read_image,17
seed_everything,17
size,16
make_cuda_ext,16
UNet,16
resume,16
_init_weight,16
Discriminator,16
concat_all_gather,16
imread,16
wrapped,16
identity,16
forward_single,16
norm3,16
norm1,16
get_activation,16
get_accuracy,16
extract_feats,16
ResLayer,16
digit_version,16
load_json_logs,16
cat,16
EvalHook,16
_make_one_branch,16
DistEvalHook,16
DefaultFormatBundle,16
_make_layers,16
build_transformer,16
_reorder_cache,16
gather,16
_cfg,16
draw,16
iou,16
swish,16
sigmoid,16
setup_seed,16
dtype,16
SimpleTokenizer,16
box_iou,16
Residual,16
to_tuple,16
Cutout,16
from_pretrained,16
Generator,16
resnext101_32x8d,15
_rand_another,15
checkpoint,15
_transform,15
prepare,15
update_learning_rate,15
ColorJitter,15
initialize_weights,15
cosine_scheduler,15
_forward_impl,15
make_dataset,15
Linear,15
__add__,15
assign,15
_resize_img,15
save_result,15
add_mim_extension,15
parse_config,15
inverse_sigmoid,15
ImageToTensor,15
get_reference_points,15
init_random_seed,15
MultiScaleFlipAug,15
RepeatDataset,15
random_select,15
get_cat_ids,15
get_results,15
add_params,15
keys,15
train_detector,15
mse_loss,15
create_dataset,15
main_worker,15
softmax,15
MultiheadAttention,15
load_pretrained,15
init_weight,15
RandomRotate,15
read,15
default,15
post_process,15
Metric,15
ModifiedResNet,15
_download,15
_load_checkpoint,15
basic_clean,15
whitespace_clean,15
encode_image,15
build_attention_mask,15
get_dist_info,15
extract,15
get_encoder,15
read_data,15
get_extensions,15
nested_tensor_from_tensor_list,15
reparameterize,15
Backbone,15
resnext50_32x4d,14
distance,14
save_results,14
infer,14
upsample,14
Net,14
shape,14
loss_single,14
gaussian_radius,14
l1_loss,14
ResNeXt,14
_pad_img,14
fuse,14
pop,14
get_value,14
convert_head,14
make_block_plugins,14
_parse_ann_info,14
MSELoss,14
forward_plugin,14
PhotoMetricDistortion,14
sync_random_seed,14
xyxy2xywh,14
RegNet,14
_set_group_flag,14
ToDataContainer,14
_get_target_single,14
set_requires_grad,14
nms,14
PositionEmbeddingSine,14
update_config,14
register_model,14
losses,14
shuffle,14
to_numpy,14
query,14
get_state_dict,14
default_loader,14
inverse,14
builder_inited_handler,14
validation,14
convert_weights,14
Swish,14
_convert_weights_to_fp16,14
default_bpe,14
initialize_parameters,14
gelu,14
match,14
BaseTrainer,14
_max_by_axis,14
search,14
load_file,14
ModelArguments,14
next,13
build_sampler,13
DistributedGroupSampler,13
print_network,13
augment,13
quantize,13
on_epoch_end,13
no_weight_decay_keywords,13
load_weights,13
norm,13
dump,13
expand,13
__new__,13
with_mask,13
get_valid_ratio,13
items,13
_concat_dataset,13
setup_multi_processes,13
HRNet,13
_get_global_gloo_group,13
_filter_imgs,13
random,13
random_sample_ratio,13
createIndex,13
build_roi_extractor,13
values,13
Pad,13
make_stage_plugins,13
find_latest_checkpoint,13
mask_cross_entropy,13
_expand_onehot_labels,13
plot_confusion_matrix,13
ResNetV1d,13
CityscapesDataset,13
gaussian2D,13
_resize_seg,13
voc_classes,13
Expand,13
contrast,13
get_loader,13
lr_lambda,13
box_xyxy_to_cxcywh,13
box_cxcywh_to_xyxy,13
__lt__,13
_check_input_dim,13
clone,13
wrap,13
CrossAttention,13
ResnetBlock,13
freeze,13
DoubleConv,13
random_crop,13
score,13
make_layers,13
filter,13
interpolate_pos_embed,13
BertSelfAttention,13
message,13
Predictor,13
from_config,13
HungarianMatcher,13
get_scheduler,13
get_decoder,13
LARS,12
clean,12
log_prob,12
SEModule,12
tensor2im,12
Loss,12
load_network,12
vgg16,12
ResNet18,12
RandomResizedCrop,12
linear,12
denormalize,12
build_transform,12
mask,12
cpu,12
SwinBlock,12
Translate,12
smooth_l1_loss,12
get_palette,12
_bbox_forward,12
get_bboxes,12
inference_detector,12
_sample_neg,12
get_points,12
LoadImageFromFile,12
py_sigmoid_focal_loss,12
ColorTransform,12
_bbox_forward_train,12
HRModule,12
pytorch2onnx,12
symbolic,12
with_bbox,12
get_loading_pipeline,12
_demo_mm_inputs,12
get_momentum,12
LoadImage,12
_sample_pos,12
bbox_overlaps,12
_get_bboxes_single,12
cityscapes_classes,12
AutoAugment,12
grid_anchors,12
DistOptimizerHook,12
build_shared_head,12
exists,12
check,12
brightness,12
summary,12
accumulate,12
fn,12
Tree,12
create,12
compute_ap,12
process_data,12
_step,12
EncoderLayer,12
get_position_angle_vec,12
PreNorm,12
get_transforms,12
count_parameters,12
create_optimizer,12
conv_bn,12
wide_resnet50_2,12
mkdirs,12
list_models,12
wide_resnet101_2,12
set,12
__delitem__,12
_save_to_state_dict,12
_set_gradient_checkpointing,12
DataProcessor,12
DWConv,12
read_file,12
accimage_loader,12
ImageNet,12
__hash__,12
get_mask,12
ImageDataset,12
_init,11
calculate_psnr,11
tic,11
get_image_paths,11
Data,11
__delattr__,11
is_url,11
_init_cls_convs,11
simple_test_rpn,11
WindowMSA,11
double_step_seq,11
_get_points_single,11
reduce_mean,11
SplitAttentionConv2d,11
_preprocess,11
_evaluate_cityscapes,11
correct_unfold_reduction_order,11
_poly2mask,11
SwinBlockSequence,11
ResNeSt,11
scale_boxes,11
norm0,11
SegRescale,11
attention_pool,11
convert_stem,11
_print,11
before_val_epoch,11
_init_reg_convs,11
_pad_seg,11
ShiftWindowMSA,11
quantize_float,11
generate_regnet,11
ciou_loss,11
GroupSampler,11
num_levels,11
show_result_pyplot,11
num_base_anchors,11
mapper,11
LoadAnnotations,11
after_run,11
_init_predictor,11
convert_reslayer,11
single_level_grid_anchors,11
RSoftmax,11
correct_unfold_norm_order,11
get_iou,11
SetCriterion,11
Embedder,11
restore,11
ExampleModel,11
conv,11
_pad,11
EvalDataset,11
FFN,11
is_norm,11
test_normalize,11
callback,11
DenseNet,11
_save,11
debug,11
imwrite,11
preload,11
Classifier,11
BertAttention,11
BertIntermediate,11
_shape,11
BertSelfOutput,11
test_epoch_end,11
BertOutput,11
BertEmbeddings,11
BertLayer,11
BertPooler,11
create_logger,11
build_evaluator,11
summarize,11
_prune_heads,11
_set_aux_loss,11
_get_src_permutation_idx,11
_onnx_nested_tensor_from_tensor_list,11
inner,11
download_url,11
rand_bbox,11
generalized_box_iou,11
get_local_rank,11
FrozenBatchNorm2d,11
encoder,11
print_results,11
print_args,11
write_json,11
_decide_interval,10
_calc_dynamic_intervals,10
mode,10
entropy_loss,10
intersection,10
_augment,10
voc_ap,10
save_network,10
optimize_parameters,10
calculate_ssim,10
get_path,10
cls_seg,10
RandomResize,10
conv2d,10
center_crop,10
Res2Net,10
optimize,10
crop_and_resize,10
Bottle2neck,10
bbox2result,10
_add_conv_branch,10
EfficientNet,10
_get_config_module,10
init_mask_head,10
init_bbox_head,10
get_proposal_pos_embed,10
init_assigner_sampler,10
LoadProposals,10
process_polygons,10
RandomSampler,10
positive_bag_loss,10
random_negative,10
_infinite_indices,10
eval_map,10
_get_config_directory,10
DETR,10
Transition,10
CocoDataset,10
_crop_data,10
allreduce_grads,10
with_shared_head,10
with_semantic,10
RandomAffine,10
_get_detector_cfg,10
albu_builder,10
GaussianMixture,10
Shear,10
_allreduce_coalesced,10
build_roi_layers,10
negative_bag_loss,10
get_anchors,10
results2json,10
MixFFN,10
TransformerLayer,10
GANLoss,10
tensor2img,10
FC,10
Conv1d,10
Tokenizer,10
Mish,10
_is_power_of_2,10
_gather_feat,10
build_segmentor,10
calculate,10
transpose,10
valid,10
reduce_tensor,10
GCN,10
to_device,10
ExampleDataset,10
check_norm_state,10
is_block,10
on_validation_epoch_end,10
PositionwiseFeedForward,10
save_config,10
DataLoader,10
project,10
PreActBottleneck,10
ResNet50,10
get_parameters,10
downsample,10
InceptionV3,10
available_models,10
patch_device,10
get_output,10
patch_float,10
error,10
solve,10
save_response_content,10
init_dist,10
Registry,10
_init_dist_pytorch,10
weights_to_cpu,10
get_torchvision_models,10
load_pavimodel_dist,10
split,10
get_deprecated_model_names,10
_process_mmcls_checkpoint,10
load_fileclient_dist,10
get_external_models,10
load_url_dist,10
get_mmcls_models,10
_get_mmcv_home,10
InputFeatures,10
convert_examples_to_features,10
get_extended_attention_mask,10
_expand_mask,10
_create_examples,10
get_data_loader,10
from_dict,10
get_cfg,10
build_train_loader,10
BertModel,10
prune_heads,10
RandAugment,10
embed,10
CNN,10
build_lr_scheduler,10
_get_tgt_permutation_idx,10
Sampler,10
has,10
_dequeue_and_enqueue,10
convert_tokens_to_ids,10
launch,10
dataset,10
build_position_encoding,10
recall,10
on_train_start,10
apply_transform,10
init_offset,10
load_json,9
forward_head,9
toc,9
get_current_visuals,9
psnr,9
bgr2ycbcr,9
resnet,9
VOCDataset,9
forward_encoder,9
RandomRotation,9
random_masking,9
interpolate_pos_encoding,9
unpatchify,9
next_batch,9
test_init,9
names,9
end,9
shift,9
PolygonMasks,9
L2Norm,9
adjust_width_group,9
MinIoURandomCrop,9
get_GiB,9
construct_toy_data,9
parse_result,9
is_center_of_bboxes_in_patch,9
test_setup_multi_processes,9
distribution_focal_loss,9
gen_encoder_output_proposals,9
imagenet_vid_classes,9
retrieve_data_cfg,9
AnchorGenerator,9
SingleStageDetector,9
init_layers,9
giou_loss,9
print_map_summary,9
imagenet_det_classes,9
build_anchor_generator,9
build_model_from_cfg,9
DistributionFocalLoss,9
diou_loss,9
BaseSampler,9
_det2json,9
_check_head,9
_proposal2json,9
LearnedPositionalEncoding,9
fast_eval_recall,9
_segm2json,9
onnx2tensorrt,9
SmoothL1Loss,9
assign_wrt_overlaps,9
TransformerEncoderPixelDecoder,9
simple_test_bboxes,9
LearningRateDecayOptimizerConstructor,9
_get_fine_grained_point_feats,9
init_detector,9
random_boxes,9
wider_face_classes,9
coco_classes,9
decode_heatmap,9
get_warmup_lr,9
get_stages_from_blocks,9
update_skip_type_keys,9
select,9
preprocess_image,9
LayerScale,9
Params,9
imshow,9
ThreeInterpolate,9
BatchNorm2d,9
BallQuery,9
QueryAndGroup,9
GroupAll,9
GroupingOperation,9
ThreeNN,9
sim,9
get_text,9
DecoderLayer,9
trim,9
clip,9
serialize,9
_topk,9
create_folder,9
color,9
seed,9
LambdaLayer,9
ScaledDotProductAttention,9
format,9
SeparableConv2d,9
get_norm_layer,9
Runner,9
replicate,9
SiLU,9
GELU,9
Unet,9
AlexNet,9
on_train_end,9
get_trainer,9
num_classes,9
test_resize,9
before_epoch,9
setup_class,9
draw_text,9
ResNet101,9
ResNet34,9
HybridEmbed,9
BottleneckBlock,9
out_channels,9
get_confirm_token,9
_init_dist_slurm,9
download_file_from_google_drive,9
imresize,9
_tokenize,9
clip_gradients,9
SelfAttention,9
get_sample,9
