Word,Frequency
the,1013661
to,501450
of,484464
a,295330
for,263144
is,227591
in,222650
and,217087
optional,149726
or,144330
be,134551
if,125080
with,118744
model,117030
from,107068
this,106064
tensor,102749
list,102016
torch,95112
image,93789
int,93035
not,90108
shape,81823
args,81537
defaults,81374
that,79739
as,79048
license,78662
are,72717
used,68955
str,66677
by,64558
input,63617
on,63555
each,63384
returns,62272
all,60974
will,59979
true,59155
x,59086
number,56243
default,55283
dict,53989
use,52889
it,52744
tuple,49974
attention,49811
an,49391
when,48153
float,46756
can,46382
we,46057
https,46029
s,45367
output,45077
class,44860
bool,44504
none,44497
n,44063
data,42942
self,42494
function,41449
config,41383
at,40493
layer,39872
obj,39713
c,38847
size,36864
you,36421
return,36342
file,35776
whether,35599
set,35266
under,35069
mask,34840
loss,33043
b,32893
batch,32406
see,32221
one,32095
token,31941
text,31775
t,31681
only,31506
which,31024
sequence,30857
e,30457
value,29879
should,29762
w,29586
false,29547
org,29179
h,28012
using,27864
parameters,27706
models,27503
floattensor,27291
prompt,26938
param,26663
images,26445
dataset,26014
np,25888
i,25461
type,25403
array,25402
tokens,25401
values,25180
embeddings,24919
generated,24838
weights,23679
may,23635
training,23239
has,22914
ndarray,22509
sample,22385
labels,22282
layers,21987
configuration,21921
inputs,21896
method,21810
module,21691
g,21628
any,21532
distributed,21434
get,21375
encoder,21320
transformers,20286
name,19849
first,19434
y,19380
test,19355
have,19319
copyright,19305
more,19300
import,19095
same,19095
huggingface,19085
scale,19047
apache,18605
path,18541
given,18017
k,17815
points,17760
returned,17715
into,17706
features,17501
device,17287
outputs,17178
format,17149
indices,17096
length,17039
key,17002
diffusion,16935
version,16933
compute,16923
d,16908
generation,16862
results,16756
m,16720
print,16672
index,16589
step,16293
check,16164
forward,16099
com,15922
where,15879
head,15876
specific,15867
object,15737
language,15670
passed,15601
arxiv,15589
classification,15424
numpy,15413
add,15379
boxes,15311
load,15214
provided,15096
feature,15077
no,15055
decoder,15053
width,14959
arguments,14878
pytorch,14864
tokenizer,14814
ids,14781
github,14664
generate,14641
hidden,14571
pipeline,14532
without,14456
required,14391
states,14335
time,14218
height,14084
single,14058
steps,13961
last,13829
either,13808
channels,13720
f,13687
between,13589
dimension,13567
nn,13518
tf,13518
base,13499
embedding,13421
guidance,13327
generator,13320
box,13313
copy,13166
instead,13161
so,13111
original,13086
tensors,13017
dictionary,12947
after,12938
example,12918
different,12854
code,12848
string,12845
information,12836
block,12759
specified,12727
position,12703
python,12685
padding,12663
l,12565
its,12522
but,12483
process,12378
note,12275
need,12227
make,12224
random,12191
masked,12127
z,12089
save,11937
point,11787
rights,11748
py,11712
p,11708
then,11684
r,11624
weight,11616
than,11601
per,11598
http,11592
defined,11553
reserved,11535
based,11512
parameter,11509
pre,11508
licensed,11506
create,11388
convert,11316
instance,11288
level,11275
diffusers,11157
scores,11131
state,11054
two,11016
must,11006
noise,10963
pil,10961
current,10908
abs,10888
software,10777
also,10703
argument,10680
scheduler,10662
following,10661
heads,10634
transformer,10551
prediction,10520
pipelines,10507
pass,10493
range,10492
before,10490
j,10457
mode,10345
keys,10320
source,10318
except,10302
contains,10260
latents,10226
obtain,10193
conditions,10181
ignored,10164
target,10145
www,10127
out,10126
examples,10098
v,10074
new,9977
linear,9901
paper,9874
q,9836
other,9800
copied,9765
matrix,9762
directory,9749
label,9744
do,9602
basis,9592
co,9579
unless,9559
corresponding,9551
end,9535
inference,9506
order,9492
dim,9489
express,9460
writing,9450
here,9419
containing,9404
map,9402
samples,9377
memory,9335
applicable,9319
dtype,9315
kind,9313
up,9305
implied,9298
mean,9283
pdf,9267
warranties,9251
licenses,9209
stable,9159
apply,9140
id,9108
run,9092
law,9090
timestep,8991
cross,8986
permissions,8950
governing,8936
files,8934
compliance,8928
agreed,8925
limitations,8910
case,8785
called,8734
result,8633
during,8632
dropout,8575
attentions,8572
initialize,8570
maximum,8507
clip,8503
element,8473
otherwise,8465
multiple,8428
train,8374
query,8337
some,8309
masks,8296
loading,8282
update,8233
main,8185
u,8154
todo,8092
like,8053
ground,8037
unet,8026
computing,8018
sampling,7954
math,7910
denoising,7890
truth,7864
classes,7849
second,7824
split,7745
factor,7738
such,7700
paddle,7648
non,7647
channel,7616
kwargs,7595
predictions,7594
added,7593
final,7502
over,7439
special,7397
bbox,7396
predicted,7359
inc,7323
logits,7286
optimizer,7284
decoding,7272
multi,7253
selected,7243
rate,7218
does,7153
evaluation,7119
bias,7102
log,7081
there,7069
o,7051
blocks,7051
top,7050
methods,6956
large,6938
every,6917
timesteps,6889
task,6856
bboxes,6836
team,6796
coordinates,6693
calculate,6679
usually,6674
prompts,6668
avoid,6666
initial,6656
details,6652
call,6610
classifier,6599
score,6586
error,6583
checkpoint,6578
they,6523
average,6509
learning,6498
vae,6495
vector,6476
ivy,6476
blob,6455
axis,6453
computed,6410
standard,6390
root,6323
max,6295
longtensor,6279
html,6254
bs,6249
datasets,6222
negative,6215
normalization,6207
center,6190
pixels,6123
cpu,6118
just,6116
documentation,6104
objects,6098
implementation,6090
segmentation,6075
sequences,6070
according,6069
refer,6066
info,6062
transform,6000
frame,5995
start,5994
depth,5967
pretrained,5932
distribution,5913
bert,5898
docs,5894
previous,5893
prepare,5885
bounding,5882
these,5877
stage,5869
softmax,5803
gpu,5776
was,5745
vocabulary,5708
both,5705
filter,5702
network,5701
ratio,5687
noqa,5621
regression,5618
support,5600
what,5596
free,5582
remove,5578
them,5576
pixel,5522
don,5504
names,5503
applied,5497
global,5469
means,5467
positions,5446
want,5429
processor,5410
zero,5399
len,5384
schedulers,5370
their,5351
space,5338
relative,5304
encoded,5261
uses,5245
indicates,5235
lora,5231
line,5199
latent,5197
your,5194
user,5191
build,5190
params,5176
positive,5157
json,5153
callback,5150
local,5124
targets,5112
activation,5087
gt,5082
video,5056
utf,5052
facebook,5052
probability,5048
valid,5041
pad,5021
tweak,5018
encode,5003
left,4963
how,4959
modules,4950
etc,4941
reference,4917
testing,4913
higher,4899
right,4892
conv,4876
lower,4868
found,4867
sure,4866
sum,4863
match,4849
along,4846
next,4833
quality,4824
corresponds,4797
raw,4793
please,4787
predict,4783
attributes,4768
vit,4768
saving,4751
detection,4750
norm,4743
instances,4734
seed,4710
cache,4708
callable,4680
additional,4658
scaling,4645
integer,4641
loaded,4638
choose,4635
gradient,4635
coding,4629
because,4628
cuda,4622
beta,4602
processing,4588
total,4511
metrics,4510
group,4509
since,4494
img,4470
residual,4463
enabled,4463
threshold,4433
disable,4431
ignore,4431
trained,4425
work,4425
question,4421
pair,4417
utils,4411
word,4411
directly,4400
elements,4396
been,4391
part,4391
tests,4390
options,4387
perform,4385
graph,4366
dimensions,4356
convolution,4351
empty,4348
keep,4337
initialization,4337
setting,4314
initializing,4311
needed,4308
back,4305
stride,4296
prefix,4293
else,4288
useful,4288
tree,4254
while,4248
library,4245
find,4221
now,4208
kernel,4202
api,4184
en,4177
gaussian,4164
sampled,4162
settings,4157
available,4151
init,4141
encoding,4140
define,4139
patch,4139
meta,4134
include,4123
frames,4120
always,4108
control,4103
contain,4086
search,4079
alpha,4060
guide,4048
read,4040
context,4025
style,4018
backbone,3993
created,3988
architecture,3974
change,3971
os,3967
running,3960
jnp,3950
converted,3945
google,3939
full,3937
computation,3930
our,3924
jax,3920
usage,3916
correct,3909
modified,3900
weighting,3895
supported,3886
coordinate,3883
resolution,3882
pt,3880
modeling,3876
table,3862
color,3860
already,3856
calling,3854
store,3845
window,3839
functions,3835
custom,3817
expected,3802
easily,3798
take,3791
saved,3790
takes,3786
affiliates,3774
openmmlab,3765
option,3760
iou,3747
downloading,3746
node,3730
being,3708
url,3708
epoch,3706
sentence,3702
inf,3702
those,3701
decode,3695
speed,3686
func,3679
annotation,3675
tip,3673
logger,3662
handle,3628
download,3625
rotation,3625
re,3608
schedule,3604
eta,3593
semantic,3589
distance,3582
precision,3555
filename,3549
vectors,3548
inherits,3547
plain,3526
glossary,3519
extra,3513
most,3512
positional,3494
environment,3492
skip,3468
losses,3466
io,3454
tasks,3446
audio,3439
done,3429
expense,3427
would,3423
enable,3418
extract,3417
construct,3416
above,3407
attribute,3404
algorithm,3395
env,3379
resnet,3377
auto,3369
small,3360
requires,3355
angle,3338
projection,3333
equal,3331
associated,3329
authors,3323
pairs,3322
maps,3321
simple,3316
direction,3311
superclass,3311
item,3278
cfg,3278
weighted,3278
tensorflow,3273
pretrainedtokenizer,3273
metric,3270
dataloader,3268
fit,3267
action,3245
cliptokenizer,3241
normalize,3234
bsz,3226
variable,3221
lr,3216
through,3205
mapping,3203
resize,3194
below,3189
offset,3182
src,3179
pipe,3170
def,3166
cls,3158
anchors,3156
union,3145
rank,3143
related,3141
keyword,3126
plot,3109
camera,3105
normalized,3104
open,3092
master,3087
variables,3087
computes,3085
doing,3083
includes,3073
internal,3073
inside,3062
transformation,3052
needs,3048
answer,3044
annotations,3043
binary,3042
content,3041
loop,3032
grid,3026
logging,3019
proposals,3019
noisy,3018
optionally,3015
currently,3010
column,3000
instantiate,2998
automatically,2989
less,2982
area,2979
spatial,2969
ensure,2964
necessary,2947
span,2947
way,2946
best,2943
operation,2934
representing,2933
via,2922
detail,2911
could,2904
backward,2899
might,2898
applies,2884
shift,2880
specify,2863
evaluate,2863
minimum,2862
parallel,2861
implements,2859
append,2855
types,2848
groups,2843
replace,2827
about,2823
epsilon,2822
show,2817
generic,2812
representation,2809
well,2808
including,2807
arrays,2801
within,2795
setup,2792
system,2791
several,2786
strings,2783
possible,2781
cannot,2777
row,2776
sets,2773
updated,2770
denoise,2759
transforms,2758
starting,2747
ddimscheduler,2734
place,2724
frequency,2715
obtained,2711
similar,2706
larger,2697
deviation,2693
deterministic,2692
dynamic,2685
override,2678
matching,2670
converts,2668
initialized,2657
defines,2656
policy,2656
sizes,2633
components,2631
net,2626
provide,2617
configdict,2601
crop,2600
behavior,2596
better,2586
pypeit,2578
indicating,2573
rgb,2571
warning,2570
script,2570
select,2557
beam,2552
variance,2552
betas,2547
performing,2540
down,2533
post,2532
rescale,2529
augmentation,2524
metadata,2524
boolean,2523
min,2511
mlp,2508
edge,2506
openai,2504
probabilities,2500
cloud,2496
fixed,2492
product,2491
layernorm,2487
coco,2485
across,2478
particular,2473
very,2465
represents,2463
performance,2463
fine,2462
assert,2461
wrapper,2460
docstring,2460
velocity,2454
equation,2441
words,2441
allow,2439
gpus,2433
validation,2430
many,2430
flag,2427
detector,2418
message,2417
issues,2415
folder,2412
absolute,2412
relu,2412
std,2404
present,2403
matrices,2391
buffer,2390
branch,2383
times,2383
calls,2375
prior,2375
nvidia,2366
passing,2365
intermediate,2360
returning,2359
form,2357
lidar,2357
adding,2354
general,2352
implemented,2346
slower,2344
stablediffusionpipeline,2343
convolutional,2342
sigma,2337
bin,2335
combination,2330
pretrainedconfig,2315
flax,2299
long,2298
too,2295
levels,2295
doesn,2294
preprocess,2294
hub,2288
optimization,2282
real,2277
common,2276
normal,2270
flip,2263
try,2263
schedulermixin,2262
gradients,2261
paths,2258
category,2256
creates,2256
zeros,2251
exist,2247
num,2245
stablediffusionpipelineoutput,2241
discrete,2241
field,2240
low,2230
gelu,2226
operator,2223
taken,2217
adapter,2216
entropy,2215
autotokenizer,2214
past,2213
eval,2209
ddim,2207
reduction,2198
attn,2193
dimensionality,2191
representations,2190
anchor,2184
lead,2169
chain,2160
retrieve,2156
trainer,2152
sparse,2146
controlnet,2145
imagen,2136
interface,2126
diffusionpipeline,2125
solver,2122
write,2119
bar,2112
cached,2109
indicate,2109
stored,2109
