Variable Name,Frequency
x,34768
hidden_states,19377
model,15698
image,13307
out,11102
output,9985
loss,8840
outputs,8449
batch_size,6593
mask,6367
data,5985
logger,5686
args,5553
result,5553
inputs,5463
y,5127
device,5056
attention_mask,4808
latents,4739
img,4695
_backends,4686
config,4348
parser,4292
sample,4155
labels,3709
prompt_embeds,3656
logits,3445
images,3220
tokenizer,3186
dataset,3153
input_ids,2990
res,2955
results,2906
dtype,2857
h,2776
timesteps,2756
name,2676
file_path,2666
text,2584
pipe,2511
scores,2487
optimizer,2468
generator,2439
value,2408
negative_prompt_embeds,2322
prompt,2316
key,2314
s,2300
k,2275
return_dict,2225
scheduler,2183
v,2177
indices,2170
ret,2143
_base_,2089
residual,2071
t,2034
uncond_tokens,1993
__all__,1986
target,1962
attn_weights,1910
attn_output,1861
expected_slice,1855
shape,1851
attn,1839
caption,1819
points,1784
noise_pred,1764
q,1722
a,1720
label,1712
input_shape,1705
w,1667
idx,1662
z,1656
p,1612
features,1585
query,1575
params,1570
sd_pipe,1554
path,1552
index,1548
config_and_inputs,1538
pred,1530
loss_fct,1528
r,1526
components,1524
noise,1498
cfg,1453
m,1442
embeddings,1428
losses,1413
b,1405
position_ids,1384
all_hidden_states,1383
emb,1379
state_dict,1378
df,1348
batch,1342
c,1342
pooled_output,1342
i,1332
state,1327
filename,1321
n,1317
latent_model_input,1317
start,1316
scale,1312
encoder_hidden_states,1309
attentions,1303
sequence_output,1293
input,1291
key_states,1263
size,1252
weight,1243
config_class,1240
value_states,1239
masks,1227
_,1211
tokens,1175
checkpoint,1172
boxes,1164
processor,1157
output_hidden_states,1154
image_slice,1148
d,1145
layer_outputs,1105
tensor,1095
f,1088
unet,1088
weights,1086
train_pipeline,1050
width,1049
x1,1046
height,1023
output_attentions,1023
data_root,1014
token_type_ids,1009
test_pipeline,986
kwargs,984
metrics,974
max_length,972
train_dataset,967
X,959
offset,952
in_channels,951
dataset_type,949
lines,947
net,939
pipeline,936
image_embeds,933
attention_scores,932
metadata,929
end,921
