Variable Name,Frequency
x,39014
model,14155
image,13410
out,10043
hidden_states,8941
output,8368
args,7140
loss,6748
batch_size,6442
latents,5731
mask,5526
data,5412
device,5341
prompt_embeds,5038
inputs,4787
h,4540
sample,4537
parser,4238
y,3927
img,3800
logger,3719
_base_,3386
outputs,3333
images,3302
timesteps,3253
result,3116
pipe,3068
results,3007
optimizer,2986
labels,2969
negative_prompt_embeds,2962
dataset,2829
attention_mask,2811
prompt,2789
generator,2783
t,2603
config,2552
scheduler,2550
v,2379
k,2343
text,2330
tokenizer,2308
caption,2265
uncond_tokens,2221
attn,2074
res,2035
name,2012
noise_pred,2011
ret,2007
logits,2005
emb,1998
state_dict,1972
scores,1970
components,1956
target,1953
z,1925
dtype,1912
q,1877
value,1855
residual,1848
__all__,1789
s,1771
noise,1760
path,1721
w,1701
key,1674
pred,1672
sd_pipe,1669
params,1667
expected_slice,1553
indices,1536
idx,1481
latent_model_input,1479
index,1462
label,1443
query,1439
train_dataloader,1427
shape,1364
response,1356
cfg,1354
weight,1320
input_ids,1320
checkpoint,1308
train_pipeline,1295
test_pipeline,1294
scale,1258
unet,1251
image_slice,1249
p,1245
width,1236
_backends,1230
points,1225
n,1223
c,1221
d,1212
losses,1206
i,1199
features,1192
image_embeds,1192
df,1141
height,1123
start_time,1097
b,1094
start,1090
encoder_hidden_states,1084
pipeline,1083
input,1080
state,1077
filename,1075
m,1051
tensor,1039
a,1033
batch,1031
weights,1028
deprecation_message,1018
x1,1013
_,1010
optim_wrapper,1002
init_latents,997
transform,986
extra_step_kwargs,978
imgs,976
sigmas,972
dataset_type,964
offset,958
embeddings,958
r,951
sigma,947
url,946
world_size,946
data_root,924
test_dataloader,920
new_item,919
size,911
end,906
masks,906
num_inference_steps,897
max_length,893
preds,890
bboxes,889
tokens,888
attn_output,877
layers,866
text_input_ids,863
f,860
B,858
val_dataloader,857
vae,855
keys,848
text_inputs,845
text_encoder,843
score,840
train_dataset,838
mean,837
seq_len,835
alpha,834
train_cfg,833
feat,822
model_args,816
in_channels,805
std,802
kwargs,799
values,796
line,795
targets,792
msg,782
boxes,763
x2,744
seed,739
parameters,736
add_time_ids,725
betas,720
metrics,718
outs,713
num_classes,710
rank,708
tmp,705
lines,703
resnets,703
data_preprocessor,698
X,685
layer,683
scheduler_config,681
frames,675
net,674
paths,673
max_diff,670
acc,668
info,666
param_scheduler,656
uncond_input,653
attn_mask,650
qkv,647
g,644
A,644
x_t,640
save_path,639
criterion,636
evaluation,633
buffer,632
count,622
feats,622
padding,622
attn_weights,620
crop_size,618
lr,614
mask_image,611
val,607
eps,606
test_cfg,606
pred_original_sample,606
video,605
pixel_values,605
dirs,604
prompt_embeds_dtype,603
content,601
pos,597
src,592
removed_text,590
dataloader,576
weight_dtype,575
N,574
samples,571
has_nsfw_concept,571
dim,568
stride,566
mode,563
model_output,559
state_dict_,559
test_evaluator,558
block,555
num_layers,553
context,553
head_dim,546
position_ids,545
do_classifier_free_guidance,545
negative_prompt,544
identity,543
untruncated_ids,542
grid,541
global_step,540
bias,539
string,539
prev_sample,539
files,537
meta_path,532
image_latents,531
C,528
pipeline_class,528
accepts_eta,527
variance,525
summary,524
group,521
bbox,520
model_cpu_offload_seq,517
num_warmup_steps,515
context_layer,514
runner,513
l,513
model_name,511
prefix,511
img_norm_cfg,511
t1,509
gt_bboxes,508
predictions,507
repr_str,503
xs,501
token,496
attentions,494
val_evaluator,493
model_kwargs,493
order,492
file_path,492
answer,492
names,491
output_dir,488
timestep,486
f0,484
module,484
image_batch_size,479
EXAMPLE_DOC_STRING,477
controlnet,477
bbox_pred,474
u,472
out_channels,472
T,465
root,463
returns,463
input_shape,459
prompts,458
message,457
correct,455
step_idx,452
conv,450
accepts_generator,450
num_channels_latents,449
coords,448
j,448
total_loss,448
text_embeddings,447
cond,446
downsample,443
default_hooks,442
y1,441
alphas,441
_optional_components,440
norm,439
pos_embed,437
lr_config,437
model_path,435
temp,434
do_denormalize,434
trainer,432
sampler,431
inp,430
processor,428
delta,424
headers,424
t2,422
checkpoints,422
key_states,422
tgt,422
result_mean,422
new_k,420
question,420
exceptions,420
diff,417
R,416
param,415
num_frames,414
value_states,412
kernel,411
probs,411
dist,409
data_loader,408
ids,407
norm_layer,407
start_idx,406
scheduler_class,405
train_loader,404
dt,402
length,401
gt_labels,401
attention_probs,400
num_update_steps_per_epoch,400
expected_image,400
prediction,399
feature_extractor_input,399
total,398
cls_score,398
optimizer_config,398
key_layer,397
alphas_cumprod,397
prev_timestep,396
example,394
num_samples,392
batch_params,391
lr_scheduler,390
item,389
new_config,388
checkpoint_config,386
embedding,385
inds,383
im,382
classes,380
image_features,378
output_states,378
patch_size,377
arr,377
class_names,377
color,376
num_patches,375
models,374
bs,371
output_channel,371
init_image,371
expansion,370
image_embeddings,370
new_key,369
y_pred,368
error,368
first_epoch,368
pattern,367
value_layer,366
grad,366
masked_image_latents,365
K,363
add_text_embeds,363
file_name,362
data_path,362
hidden_dim,361
kernel_size,359
depth,359
load_from,358
input_tensor,355
auto_scale_lr,354
center,353
norm_cfg,353
pos_tokens,352
dpr,351
img_size,351
gt,351
M,349
blocks,349
pooled_prompt_embeds,349
train_loss,345
val_pipeline,343
initial_global_step,343
norm_hidden_states,343
audio,341
diffusers_name,340
mel2ph,339
prob,338
accuracy,338
class_name,338
overrode_max_train_steps,338
ch,337
ax,335
train_data,335
x0,335
val_cfg,335
block_id,334
num,333
stats,333
query_layer,331
safety_checker_input,330
inner_dim,329
model_type,329
H,328
out_features,328
return_dict,328
new_path,326
gamma,326
end_time,326
y2,325
L,321
match,321
scale_factor,320
fig,317
parts,317
left,317
num_channels,316
sqrt_alpha_prod,315
sqrt_one_minus_alpha_prod,315
uv,313
flag,313
texts,313
word,313
down_block_res_samples,313
text_encoder_config,313
opt,312
dx,311
logs,311
ckpt,311
attention_scores,309
t_start,309
query_states,307
repo_id,307
writer,306
img_path,305
splits,304
metric,303
save_dir,301
hidden_size,301
test_dataset,300
split,299
frame,299
dims,298
flops,298
negative_pooled_prompt_embeds,298
freqs,296
ratio,296
action,294
config_dict,294
output_tensor,294
metadata,293
num_workers,292
queries,292
result_sum,292
step_index,292
head,290
test_loader,289
mu,289
distance,287
src2,287
added_cond_kwargs,287
datasets,286
rois,285
bsz,284
row,283
data_list,283
accelerator,282
temb,282
sigma_min,282
sigma_max,282
step,280
mapping,280
gt_instances,280
seq,279
Q,278
data_root_val,277
messages,276
image_enc_hidden_states,276
uncond_image_enc_hidden_states,276
W,275
pos_inds,274
train,271
ann_file_val,271
log,270
image_size,269
sizes,269
tgt2,269
num_imgs,268
img_metas,266
header,266
version,266
x_,265
progress_bar,265
pbar,265
beta,265
ann_file_train,265
D,264
o,264
style_embed,264
channels,263
anchors,263
words,263
P,262
data_dir,261
steps,261
matches,261
loader,261
observation,260
h_,260
fn,260
code,260
model_input,260
masked_image,259
layer_name,258
xyz,257
pretrained,257
ann_file_test,257
file_client_args,257
pairs,256
cnt,256
pad,256
sd,256
file,255
loss_cls,255
source,254
y_true,253
ts,252
qs,252
model_class,252
obj,251
log_level,251
init_timestep,251
feature,250
box,250
theta,249
half_dim,249
model_pred,249
text_mask,249
spk_embed,249
test_data,247
embed_dim,247
cls_scores,247
step_ratio,247
label_weights,246
proposals,246
hidden_features,245
_import_structure,245
cmd,244
skip,244
gt_bboxes_3d,244
block_type,244
rng,243
meta,243
expected_tensor,242
end_idx,241
modules,241
self,241
text_embeds,241
position,240
visualizer,240
level,240
precision,240
alpha_prod_t,240
prompt_batch_size,240
grads,239
right,239
mel,239
ys,238
data_dict,238
loss_dict,238
bbox_targets,238
uncond_embeddings,238
S,237
assign_result,237
epsilon,236
start_epoch,236
env,235
