Variable Name,Frequency
x,294
data,181
out,138
args,126
net,124
label,109
parser,92
output,80
y,65
name,59
img,58
model,54
batch_size,53
ctx,49
pred,46
shape,46
i,43
loss,41
m,40
outputs,40
manipulated_images,40
batch,39
mod,37
s,37
token,36
source,35
val,34
p,34
residual,33
__author__,33
kv,32
activations,32
success_flag,32
result,30
indices,29
res,29
data_shape,28
z,28
__all__,27
b,27
tic,26
end,26
a,26
idx,26
prefix,26
h,26
tokens,26
w,26
ret,25
cell,25
return_type,25
start,23
labels,23
v,22
test,22
X,22
sym,21
type_string,21
weight,20
path,20
count,20
trainer,20
msg,20
k,19
contexts,19
param_string,19
im,18
dataset,18
A,18
line,18
expected,18
L2_distance,18
data_src,18
head,17
train_data,17
metric,17
filename,17
train,17
dataset_test,17
reason,17
cp_target,17
logger,16
weights,16
index,16
params,16
model_name,16
module,16
func_name,16
use_args,16
image_diff,16
L0_distance,16
L1_distance,16
sorted_feature_map,16
total_idx,16
idx_range,16
go_deeper,16
refined_label,16
pixel_row,16
pixel_col,16
idx_first,16
n,15
inputs,15
num_epoch,15
target,15
conv,15
Y,15
d,15
size,15
N,15
f,15
type_name,15
cp_source,15
diagnosis,15
rhs_nd,14
var,14
image,14
state,14
optimizer,14
vocab,14
act,14
tmp,14
input,14
seed,14
expected_result_type,14
is_ref,14
attn,14
key,13
opt,13
devs,13
data_dir,13
results,13
content,13
score,13
r,13
act1,13
data_batch,13
counter,13
class_name,13
rhs,13
seqs,13
pointerness,13
keys,12
softmax,12
train_iter,12
lhs_nd,12
nbatch,12
mean,12
R,12
preds,12
fc1,12
body,12
buckets,12
c,12
init,12
lines,12
metrics,12
n_overloads,12
is_operator,12
return_type_dict,12
tags_done,12
gcc_regex,12
test_output,12
curr_path,11
arr,11
L,11
initializer,11
act2,11
fc2,11
B,11
nrepeat,11
width,11
height,11
lhs,11
current_access,11
args_bracket,11
token_type,11
pos,11
data_tgt_son1,11
data_tgt_son2,11
data_train,10
cost,10
grad,10
dx,10
arg_names,10
test_data,10
symbol,10
flag,10
rois,10
im_info,10
data_names,10
bias,10
ids,10
ds,10
strides,10
in_channels,10
stypes,10
location,10
length,10
n_indents,10
reference,10
pointer,10
array,10
clang_regex,10
positions,10
dim,9
embed,9
fname,9
_,9
env,9
beta,9
names,9
learning_rate,9
root,9
units,9
executor,9
l,9
data_shapes,9
cls_loss,9
itr,9
action,9
sample,9
audio_paths,9
accuracy,9
imgs,9
exp,9
out_grad,9
elapsed,9
thread,9
suffix,9
namespaces,9
return_kw_str,9
call_func_name,9
modifiers,9
environ,9
hypos,9
encoder_out,9
num_embeddings,9
attn_weights,9
inpt_shape,9
diff,8
density,8
fmt,8
output_row_dim,8
hidden,8
rewards,8
scores,8
lr,8
arg_params,8
fc3,8
anchors,8
x2,8
unit,8
cls_prob,8
data_val,8
ntokens,8
momentum,8
item,8
anns,8
class_names,8
value,8
W,8
param,8
sess,8
someInt,8
someDouble,8
isInitialized,8
class_decl,8
inheritance_line,8
w_func_name,8
w_return_type,8
source_file_name,8
target_file_name,8
encoder_padding_mask,8
attn_scores,8
var_LR,8
fi,8
logs_path,8
logWriter,8
sp,8
sorted_features,8
adv_image_first,8
adv_label_first,8
new_pixel_list,8
image_batch,8
features_list,8
feature_change,8
min_indices,8
min_values,8
min_idx_values,8
target_feature_list,8
mani_image,8
manipulated_labels,8
adversary_images,8
adversary_labels,8
refined_adversary,8
pixel_value,8
changed_image_batch,8
context,7
images,7
cam,7
pad,7
predictions,7
mask,7
num_epochs,7
batches,7
network,7
conv1,7
conv2,7
bn1,7
err,7
cats,7
group,7
texts,7
v1,7
layer,7
diffD,7
seq1,7
seq2,7
num_nodes,7
vals,7
zero,7
out_np,7
query,7
include_statements,7
abstr_class_name,7
out_tag,7
command,7
prev_output_tokens,7
decoder,7
tgt_dict,7
generator,7
u,7
dist,7
l1_loss,7
ndim,6
