Function Name,Frequency
__init__,340
forward,85
main,41
__len__,37
__getitem__,27
hybrid_forward,24
reset,22
__call__,22
__iter__,21
update,19
add_args,19
max_positions,19
train,17
backward,17
next,14
__str__,14
step,14
initialize,13
build_model,12
parse_args,11
setUp,10
sym_gen,9
test,8
evaluate,8
f,8
__del__,7
infer_shape,7
create_operator,7
__repr__,7
get_symbol,7
name,7
Requires,7
reorder_encoder_out,7
upgrade_state_dict,7
assertAlmostEqual,7
transform,6
get,6
list_arguments,6
list_outputs,6
iter_next,6
getdata,6
IsDefinition,6
IsExportable,6
load_state_dict,6
print,6
make_generation_fast_,6
optimizer_config,6
score,5
_callback,5
get_data,5
fit,5
size,5
add,5
provide_data,5
provide_label,5
__next__,5
read_data,5
infer_type,5
getlabel,5
num_tokens,5
load_data,5
__enter__,5
__exit__,5
_get_data,5
run,5
SetEnvVar,5
modify_commandline_options,5
state_dict,5
Linear,5
step_update,5
log,5
setup_task,5
get_net,4
getindex,4
getpad,4
visual,4
load,4
get_parser,4
write,4
create_network,4
current,4
update_metric,4
_make_layer,4
save,4
init_kv,4
tearDown,4
someFunction,4
returnResult,4
IsDeclaration,4
RunAndVerify,4
testDefaultBehavior,4
aggregate_logging_outputs,4
collater,4
get_dummy_batch,4
ordered_indices,4
reorder_incremental_state,4
Embedding,4
base_architecture,4
target_dictionary,4
assertTensorEqual,4
influential_pixel_manipulation,4
accumulated_pixel_manipulation,4
refine_adversary_image,4
influential_pixel_manipulation_dense,4
accumulated_pixel_manipulation_dense,4
refine_adversary_image_dense,4
reshape,3
DummyIter,3
get_lr,3
get_model,3
optimize,3
Bottleneck,3
_load_gt_roidb,3
_evaluate_detections,3
signal_handler,3
index,3
data,3
start,3
finalize,3
Perplexity,3
batch_row_ids,3
all_row_ids,3
install_monitor,3
set_params,3
_read_batch,3
eval_cb,3
setup_chart,3
update_chart_data,3
test_gluon_trainer_type,3
check_diff_to_scalar,3
test_sync_push_pull,3
check_default_keys,3
check_init,3
g,3
read,3
someOtherFunction,3
Run,3
get_normalized_probs,3
prepare_for_onnx_export_,3
PositionalEmbedding,3
ConvTBC,3
load_dataset,3
source_dictionary,3
assertHypoTokens,3
assertHypoScore,3
boolean_string,3
measure_cost,2
test_dot_real,2
test_dot_synthetic,2
run_benchmark,2
row_sparse_pull,2
print_summary,2
set_guided_backprop,2
encoder,2
Scale,2
transform_first,2
predict,2
get_cifar10_iterator,2
resize,2
get_image,2
update_learning_rate,2
transformer,2
save_image,2
Net,2
set_target,2
get_token,2
load_embedding,2
ConvFactory,2
MobileNetV2,2
residual_unit,2
get_iterator,2
build_iters,2
build_vocab,2
Softmax,2
SoftmaxProp,2
test_dot,2
generate,2
im_detect,2
_load_annotation,2
_do_python_eval,2
make_env,2
get_action,2
data_shapes,2
save_params,2
copy,2
tokenize_text,2
Dataset,2
unk,2
file_stream,2
Model,2
eval,2
SimpleBatch,2
BucketSentenceIter,2
load_model,2
normalize,2
download,2
read_image,2
generator,2
init_optimizer,2
bind,2
prepare,2
_load_general,2
_load_data,2
_load_label,2
DataParallelExecutorGroup,2
load_data_batch,2
create,2
set_optimizer,2
get_params,2
get_outputs,2
get_input_grads,2
elapsed,2
_process_batch,2
callback_args,2
_do_update,2
batch_cb,2
check_trainer_kv_update,2
test_sync_init,2
check_compr_random,2
accuracy,2
setUpClass,2
test_fine_tuning,2
test_autograd,2
eprint,2
download_data,2
test_training,2
get_iters,2
setup,2
test_download_retries,2
test_download_successful,2
test_lstm,2
check_broadcast_add,2
check_sparse_embedding,2
preprocessData,2
getMetrics,2
getEmbeddingMatrix,2
get_lane_change_action,2
get_ids,2
get_file_paths,2
align_images,2
hiddenFunction,2
ToUnixLineEnding,2
RemoveLocations,2
GetShellCommandOutput,2
testOutput,2
GetSourceDir,2
GetTestExecutablePath,2
GetExitStatus,2
Main,2
GetCommandOutput,2
ProcessFile,2
testFlag,2
testFlagOverridesEnvVar,2
AssertEq,2
GetFlag,2
RunAndReturnOutput,2
get_option_setter,2
make_dataset,2
build_criterion,2
exists,2
collate,2
merge,2
avg,2
set_beam_size,2
upgrade_state_dict_named,2
FConvEncoder,2
AttentionLayer,2
FConvDecoder,2
LinearizedConv1d,2
base_lm_architecture,2
_split_encoder_out,2
expand_bool_array,2
maybe_layer_norm,2
reset_parameters,2
build_optimizer,2
optimizer,2
set_lr,2
multiply_grads,2
clip_grad_norm,2
zero_grad,2
_format_stats,2
binarize,2
merge_result,2
define_model,2
evaluate_losses,2
boundary_cover,2
negate,2
load_training,2
load_testing,2
guassian_kernel,2
mmd,2
conv3x3,2
BasicBlock,2
ADDneck,2
ResNet,2
MFSAN,2
resnet50,2
c_str,1
c_array,1
_find_lib_path,1
_load_lib,1
_check_call,1
Predictor,1
load_ndarray_file,1
get_output,1
quantize_int8_helper,1
benchmark_convolution,1
_get_iter,1
_line_count,1
_compare_sparse_dense,1
create_mini_path,1
print_result,1
bench_dot,1
print_benchmark_info,1
get_sym,1
row_sparse_push,1
get_iter,1
measure_cost_forward_baseline,1
measure_cost_backward_baseline,1
bench_dot_forward,1
bench_dot_backward,1
estimate_density,1
convert_to_csv,1
LintHelper,1
get_header_guard_dmlc,1
process,1
_print_summary_map,1
process_cpp,1
process_python,1
ReluOp,1
ReluProp,1
Activation,1
Conv2D,1
set_capture_layer_name,1
_get_grad,1
