Variable Name,Frequency
x,24012
model,9617
out,9583
loss,6051
output,5119
outputs,4340
img,4133
args,3732
data,3696
hidden_states,3433
parser,3226
result,2997
mask,2973
logger,2896
y,2879
batch_size,2581
labels,2556
config,2181
logits,2105
optimizer,2099
inputs,2027
scores,1955
dataset,1918
target,1898
device,1834
image,1774
results,1763
h,1639
v,1619
input_ids,1604
res,1539
p,1503
name,1500
features,1489
label,1487
k,1404
s,1354
idx,1320
net,1312
w,1300
text,1299
attention_mask,1291
checkpoint,1209
__all__,1200
n,1188
a,1174
t,1155
i,1125
ret,1102
_base_,1087
r,1041
tokenizer,1032
indices,1031
m,1030
pred,1030
d,1003
x1,1000
residual,996
path,994
images,993
f,982
filename,973
index,969
tmp,968
cfg,966
batch,960
config_and_inputs,942
q,939
input_shape,936
return_dict,927
end,925
boxes,925
state,917
z,901
losses,880
c,873
layers,865
b,859
attn,853
weights,827
points,825
state_dict,809
token_type_ids,783
input,765
weight,759
start,752
params,750
X,746
alpha,741
score,728
hidden_features,719
tokens,716
df,715
num_classes,700
x2,695
preds,686
line,682
scale,680
imgs,674
loss_fct,650
lr,648
lines,647
new_filepath,633
value,630
x_sp_amp,629
targets,627
msg,626
tensor,617
img_norm_cfg,613
feat,607
pooled_output,602
sequence_output,594
position_ids,586
size,585
downsample,585
config_class,584
g,580
offset,579
expansion,577
pos,572
trainer,564
predictions,563
out_s,561
shape,554
N,553
head_mask,553
in_m,546
in_s,546
out_m,546
mean,541
padding,540
key,538
sample,535
bbox,533
stride,522
__author__,520
criterion,514
block,514
ids,508
width,505
bboxes,499
j,498
feature_vec,494
inputs_embeds,493
metrics,492
scheduler,488
target_vec,487
u,484
dataset_type,483
color,483
im,483
all_hidden_states,480
transform,477
pointer,477
start_time,476
data_root,474
train_dataset,473
attentions,473
temp,471
y1,470
embeddings,469
feature,465
optimizer_config,461
identity,461
keep,460
datasets,459
_,455
order,451
dist,445
std,442
count,441
total_loss,439
files,438
attn_weights,438
diff,437
ax,437
anchors,436
inds,434
__email__,432
prob,431
in_channels,426
lr_config,425
__copyright__,423
samples,422
train_loader,421
env,420
B,415
grad,413
filenames,411
rois,410
norm,407
norm_layer,406
model_kwargs,402
noise,401
A,400
l,397
opt,395
layer,395
fig,392
model_args,388
gt,386
values,385
masks,383
output_hidden_states,382
query,379
prefix,378
output_attentions,377
test_pipeline,373
attn_mask,373
train_pipeline,370
outs,367
acc,364
height,356
val,355
done,355
extended_attention_mask,354
info,352
examples,351
names,349
cls,349
checkpoint_config,347
evaluation,347
input_mask,347
save_path,346
root,344
num,344
kernel,344
work_dir,343
attention_probs,339
dtype,336
obs,335
base_model_prefix,335
all_attentions,334
correct,332
data_loader,330
total,330
datalength,330
x0,329
probs,329
proposals,328
reward,327
length,326
bbox_pred,326
y2,322
kwargs,317
M,316
classes,316
delta,315
attention_scores,315
encoder_outputs,313
dim,312
item,311
module,310
test_cfg,310
output_dir,309
x_,308
R,308
feats,303
sampler,299
grid,298
context_layer,298
train,297
array,296
encoder,295
xs,295
action,294
keys,288
task,288
test,288
iou,288
model_name,287
gt_boxes,287
shortcut,286
vocab,284
C,284
seed,283
pretrained_vocab_files_map,281
max_model_input_sizes,280
total_epochs,277
obj,276
attn_output,276
center,275
blocks,275
cls_score,274
file_name,273
loader,273
vocab_files_names,273
backbone,271
test_loader,271
attention_output,268
token,267
layer_outputs,267
seq_length,267
step,266
bias,265
pc,265
K,262
mu,262
url,261
ind,261
load_from,260
prediction,260
context,259
pts,258
mode,256
log_level,255
message,255
inputs_dict,255
writer,254
data_path,254
new_features,253
word,252
beta,252
model_type,250
colors,250
src,249
bs,248
models,248
x_out,247
log_config,245
train_cfg,245
factor,244
dx,244
stats,241
pad,241
test_dataset,241
theta,241
data_buffer,241
angle,240
x3,239
lr_scheduler,239
T,238
coords,237
repr_str,236
dataloader,235
pairs,235
rank,234
dist_params,234
flag,234
prediction_scores,234
conv,232
paths,232
content,232
sigma,232
keypoints,232
past_key_values,232
VOCAB_FILES_NAMES,232
workflow,231
emb,230
fft_n_bins,230
gamma,229
depth,227
train_data,227
PRETRAINED_POSITIONAL_EMBEDDINGS_SIZES,227
resume_from,225
PRETRAINED_VOCAB_FILES_MAP,225
D,224
runner,224
max_length,224
e,223
temp_buffer,223
decoder_input_ids,222
fname,221
protocol_file,221
ckpt,220
tmp_score,220
xyz,220
metadata,219
img_path,219
output_emb,218
cmd,217
cache_dir,216
lengths,214
words,213
ratio,212
decoder,212
eps,212
use_cache,212
extension,212
pos_inds,212
class_names,211
last_tensor,211
ds,210
seq,210
gt_bboxes,210
rng,209
fn,209
positions,208
ious,208
meta,207
G,207
sequence_labels,207
arr,206
hs,206
header,205
items,205
threshold,205
file_path,203
world_size,202
test_data,201
loc,200
head,200
kernel_size,200
cnt,200
train_sampler,200
layer_keys,199
_CONFIG_FOR_DOC,199
gt_labels,198
inp,197
save_dir,197
graph,197
string,196
processor,196
scale_factor,195
Y,195
token_labels,195
end_logits,195
sep,195
cols,194
area,194
all_model_classes,194
ap,193
tgt,193
num_channels,193
table,193
overlaps,193
group,192
o,191
row,191
pool,190
code,190
start_epoch,190
channels,190
valid,188
source,187
box,187
inter,187
new_key,187
layer_output,187
epoch,186
example,186
tmp_emb,186
steps,185
sequence,185
_TOKENIZER_FOR_DOC,185
fp,184
start_logits,184
left,183
generator,182
masked_lm_loss,182
union,182
tp,182
H,181
num_imgs,181
img_shape,181
id,180
img2,180
test_datasets,180
y_pred,179
patch_size,178
normalize,178
t1,178
offsets,177
out_channels,177
train_datasets,177
seg,176
grad_input,176
source_domain,176
target_domain,176
W,175
ys,175
sample_size,174
choice_labels,174
double_dataset_type,174
triple_dataset_type,174
single_dataset_type,174
rand_range_aug,174
train_pipelines,174
weak_pipelines,174
train_pipelines2,174
test_pipelines,174
source_datasets,174
target_unlabeled_datasets,174
target_test_datasets,174
bsz,173
distance,173
it,173
eval_dataset,173
var,172
buffer,172
src_tokens,172
ps,172
L,172
parameters,172
frame_num,171
data_dir,170
mat,170
dataset_name,169
precision,169
idxs,169
img_name,169
expected,169
actions,168
pred_boxes,168
proposal_list,168
bbox_targets,168
frames,167
control,167
x4,166
flow,166
S,165
param,165
data_dict,164
response,163
num_samples,163
pbar,163
cat,163
expected_shape,163
transformer_outputs,163
val_pipeline,163
