Word,Frequency
the,415248
of,226276
to,183865
a,133998
for,124881
in,103176
and,98172
is,94541
obj,67424
model,55268
this,51867
or,51422
if,50970
with,50879
be,50432
list,44855
tensor,43052
from,42779
optional,39202
args,37152
x,36763
shape,34634
int,33773
not,32984
each,32059
returns,31200
torch,30974
that,30837
are,30525
as,30486
input,30410
n,29531
by,29430
class,29422
on,28616
license,27532
data,27448
output,27196
number,26886
default,26745
self,26185
used,26001
true,25681
image,25321
all,25248
param,24885
layer,22445
will,22091
use,21972
size,21570
it,21446
an,21208
str,21143
c,21013
dict,20919
file,20608
return,20460
batch,19712
s,19684
we,19549
loss,19495
config,19250
b,18782
when,18420
set,18153
none,17947
tuple,17739
float,17686
y,17371
attention,17075
function,16793
training,16522
sequence,16288
can,16274
i,16186
token,16178
t,15998
at,15897
one,15669
parameters,15098
w,15037
bool,15004
dataset,14833
defaults,14771
e,14718
which,14600
h,14555
https,14386
only,13844
transformers,13332
see,13175
k,12834
under,12753
should,12676
mask,12612
g,12480
m,12418
tokens,12366
length,12309
you,12280
labels,12069
false,12040
type,11862
tf,11481
whether,11433
array,11421
path,11375
value,11208
np,11049
weights,10984
values,10945
compute,10861
d,10710
using,10602
print,10601
test,10597
name,10591
get,10539
given,10324
features,10048
org,9977
configuration,9963
module,9920
models,9902
first,9719
pytorch,9479
string,9430
feature,9411
outputs,9371
index,9339
object,9256
same,9083
copyright,9007
load,8897
indices,8799
images,8705
layers,8609
may,8442
any,8356
have,8333
boxes,8309
add,8272
method,8224
target,8206
into,8153
end,8094
classification,8073
has,8072
no,8021
z,8008
numpy,7986
inputs,7943
tokenizer,7933
returned,7910
where,7907
single,7896
head,7850
nn,7793
arguments,7785
floattensor,7777
code,7717
forward,7715
distributed,7629
r,7591
f,7541
time,7373
j,7371
after,7339
com,7326
but,7278
ndarray,7247
base,7224
dictionary,7188
matrix,7178
format,7163
source,7122
scores,7106
box,7069
ids,7067
p,7020
label,6963
points,6963
hidden,6960
last,6840
network,6837
train,6751
its,6731
language,6692
directory,6607
results,6523
create,6478
note,6458
save,6456
github,6422
sample,6402
import,6314
required,6304
encoder,6292
dim,6255
check,6200
l,6146
level,6137
without,6098
mean,6098
padding,6086
scale,6057
v,6037
more,5976
specific,5955
version,5946
original,5851
channels,5847
random,5825
passed,5824
py,5815
states,5789
key,5694
q,5672
different,5664
block,5655
so,5625
contains,5623
dimension,5622
per,5608
weight,5589
apache,5561
example,5560
embedding,5552
state,5493
range,5479
arxiv,5472
licensed,5372
position,5360
either,5327
embeddings,5324
then,5309
current,5295
copy,5270
two,5259
tensors,5257
rate,5241
provided,5224
between,5213
based,5170
before,5136
software,5065
decoder,5057
convert,4992
prediction,4990
heads,4955
over,4932
classes,4920
instance,4913
u,4904
samples,4901
containing,4882
o,4870
linear,4843
new,4812
map,4809
learning,4808
math,4774
do,4773
files,4765
mode,4744
root,4711
update,4698
other,4664
masked,4663
inc,4658
order,4653
also,4639
make,4628
log,4613
step,4602
average,4592
need,4592
examples,4496
up,4490
information,4484
optimizer,4465
specified,4460
than,4445
text,4421
width,4399
generate,4393
logits,4379
softmax,4373
top,4342
keys,4334
vocabulary,4320
case,4314
run,4298
id,4272
python,4246
multiple,4234
conv,4230
parameter,4206
abs,4196
http,4189
maximum,4185
checkpoint,4173
here,4172
attentions,4172
special,4168
max,4150
point,4108
pre,4084
must,4070
instead,4068
some,3990
out,3989
transformer,3986
like,3965
len,3961
result,3959
corresponding,3940
pretrained,3907
following,3899
start,3893
split,3884
initialize,3823
facebook,3814
process,3797
bert,3788
pass,3764
evaluation,3758
during,3751
device,3736
vector,3733
height,3686
frame,3657
truth,3633
predictions,3631
ground,3615
resnet,3611
dropout,3606
rights,3593
epoch,3542
score,3521
second,3508
computing,3503
non,3498
except,3495
html,3480
conditions,3480
transform,3479
sampling,3452
channel,3449
convolution,3433
reserved,3423
sum,3415
calculate,3397
computed,3396
basis,3375
line,3355
www,3355
task,3353
initial,3348
there,3318
obtain,3316
pdf,3315
found,3302
huggingface,3301
elements,3283
memory,3280
tensorflow,3270
bbox,3262
apply,3252
selected,3249
build,3229
filter,3201
paper,3191
kernel,3178
implementation,3169
stride,3166
generated,3164
sequences,3158
names,3141
longtensor,3135
factor,3124
implied,3120
bs,3100
kind,3097
they,3071
normalization,3058
segmentation,3058
added,3057
todo,3051
argument,3051
does,3048
masks,3047
loading,3046
warranties,3040
trained,3039
space,3015
right,3009
affiliates,2997
settings,2979
regression,2976
express,2976
otherwise,2975
unless,2974
tree,2970
activation,2957
licenses,2954
law,2924
pair,2923
env,2907
writing,2884
sentence,2882
applicable,2879
axis,2876
filename,2868
bounding,2868
error,2865
gt,2864
anchors,2861
datasets,2858
want,2852
multi,2851
standard,2836
remove,2827
gpu,2826
ratio,2823
center,2818
bboxes,2817
just,2813
options,2811
project,2807
graph,2805
cross,2803
objects,2791
utf,2791
node,2789
coordinates,2787
json,2779
element,2768
these,2765
was,2743
blocks,2741
predicted,2735
limitations,2729
left,2728
func,2715
norm,2707
agreed,2675
governing,2673
compliance,2671
permissions,2671
bias,2668
every,2658
how,2655
kwargs,2644
coding,2641
zero,2611
part,2607
depth,2606
stage,2603
pad,2599
them,2598
next,2598
both,2594
sub,2591
info,2563
don,2559
proposals,2551
front,2548
keep,2545
probability,2544
targets,2540
positive,2536
query,2532
prepare,2529
defined,2528
saved,2527
call,2517
batchsize,2511
positions,2505
idx,2502
details,2497
total,2493
frames,2490
master,2485
residual,2484
instances,2478
noise,2473
bin,2470
else,2470
valid,2467
img,2460
threshold,2457
mit,2444
color,2434
dimensions,2433
meth,2432
word,2430
integer,2424
local,2420
validation,2413
global,2412
cache,2411
according,2404
means,2394
iou,2387
plot,2382
functions,2372
avoid,2363
modeling,2348
params,2345
associated,2344
download,2344
search,2337
change,2334
large,2334
called,2327
architecture,2318
methods,2317
wrapper,2308
seed,2292
window,2288
such,2283
final,2283
alpha,2268
metrics,2262
through,2260
generator,2257
extract,2252
loaded,2245
pairs,2240
team,2230
store,2228
gradient,2227
cfg,2211
initialization,2208
maps,2203
documentation,2202
variable,2202
indicates,2201
blob,2199
action,2197
computes,2194
their,2192
inference,2187
std,2183
testing,2176
vectors,2166
read,2153
ignored,2147
relative,2146
since,2142
simple,2136
main,2125
define,2117
already,2117
full,2117
been,2108
crop,2100
take,2099
weighted,2097
logging,2089
pipeline,2083
context,2083
user,2080
protocol,2079
backbone,2075
append,2074
support,2070
re,2066
done,2056
uses,2055
reference,2042
normalize,2039
what,2038
classifier,2037
logger,2035
contain,2028
eval,2025
modules,2016
lr,2003
usage,1998
encode,1993
steps,1991
find,1987
relevant,1985
detection,1983
group,1976
decoding,1965
pooling,1952
cpu,1947
distance,1944
losses,1931
span,1926
control,1916
attributes,1915
sage,1911
representation,1910
sure,1892
your,1887
available,1885
needed,1881
construct,1879
fixed,1877
field,1867
negative,1866
grid,1858
video,1858
above,1857
back,1856
perform,1855
dtype,1849
ignore,1847
definition,1845
now,1843
because,1840
binary,1839
bsz,1836
environment,1835
match,1833
empty,1830
including,1823
cls,1823
distribution,1820
applied,1819
additional,1813
patch,1810
augmentation,1803
tasks,1799
item,1789
google,1785
usr,1780
created,1780
handle,1778
dataloader,1777
question,1776
gaussian,1772
os,1768
supported,1759
small,1751
evaluate,1742
modified,1741
progress,1734
flag,1733
networks,1727
transforms,1727
rotation,1725
takes,1724
directly,1720
style,1708
while,1707
cuda,1706
predict,1700
init,1697
edge,1697
imagenet,1695
randomly,1686
correct,1680
speed,1678
sampled,1674
variables,1673
work,1666
best,1660
our,1659
write,1654
assert,1652
table,1649
anchor,1647
form,1644
beam,1641
along,1639
view,1635
shift,1634
decay,1633
constant,1633
library,1629
normal,1623
callable,1621
row,1617
script,1615
keras,1604
processing,1599
useful,1596
net,1595
noqa,1592
buffer,1590
loop,1583
expected,1577
necessary,1572
mapping,1570
gradients,1568
parse,1560
refer,1559
encoding,1552
corresponds,1547
transformation,1546
column,1544
annotations,1542
relu,1538
bar,1528
rank,1527
val,1514
metric,1513
area,1513
setup,1509
policy,1499
select,1496
minimum,1495
unsqueeze,1495
prefix,1493
plus,1492
most,1490
min,1487
utils,1484
generation,1478
nodes,1472
assume,1471
parser,1470
vocab,1467
equal,1466
uncased,1466
custom,1464
possible,1464
normalized,1463
system,1462
etc,1457
algorithm,1456
meta,1453
choose,1453
flip,1452
inside,1451
converts,1448
fairseq,1447
words,1440
boolean,1440
within,1439
running,1436
always,1435
co,1435
dataframe,1432
resolution,1427
my,1426
setting,1426
way,1423
constructs,1421
extra,1413
computation,1411
authors,1411
glossary,1410
folder,1409
please,1408
times,1407
plt,1405
needs,1403
def,1402
mini,1402
beta,1399
those,1398
replace,1394
projection,1394
currently,1392
columns,1391
being,1390
many,1389
clip,1382
show,1380
location,1376
creates,1374
waveform,1373
precision,1373
long,1372
convolutional,1371
iteration,1360
converted,1359
semantic,1358
previous,1354
coco,1353
raw,1351
initializing,1349
representing,1345
region,1340
behavior,1340
bn,1337
pixel,1337
pretrainedtokenizer,1336
tests,1335
batches,1333
probabilities,1332
operation,1332
command,1330
lower,1329
specify,1321
rgb,1317
keyword,1316
event,1316
disable,1312
statistics,1306
might,1305
fast,1297
sets,1297
automatically,1293
deep,1293
background,1290
branch,1287
present,1284
across,1284
nms,1284
override,1281
option,1279
about,1279
include,1271
fields,1269
strings,1268
sequential,1264
outside,1262
shuffle,1257
attribute,1253
volume,1243
optionally,1242
normalizing,1241
open,1237
structure,1236
spatial,1234
positional,1228
pt,1227
agent,1223
instantiate,1221
similar,1220
paths,1217
roberta,1216
levels,1216
reduction,1214
scalar,1212
sizes,1212
zeros,1211
choice,1208
direction,1205
count,1202
annotation,1201
backward,1198
angle,1192
frequency,1190
dims,1186
pi,1183
pretrainedmodel,1180
could,1179
too,1178
beginning,1178
sampler,1176
below,1173
skip,1170
stored,1169
txt,1169
cannot,1164
bottleneck,1164
scaling,1162
accuracy,1159
three,1158
would,1158
parallel,1158
put,1156
signal,1156
square,1155
cnn,1154
taken,1150
events,1149
summary,1146
epochs,1142
performs,1142
past,1141
well,1135
pil,1134
processes,1132
pulse,1131
groups,1130
num,1128
neural,1127
category,1126
defines,1126
pretrainedconfig,1126
assign,1125
named,1124
offset,1118
initialized,1116
author,1116
merge,1115
join,1115
pixels,1107
internal,1107
off,1106
gpus,1105
matrices,1105
exists,1104
adding,1104
entropy,1104
trial,1104
gpt,1101
resize,1100
whole,1098
nvidia,1097
scales,1096
depending,1095
interface,1094
checkpoints,1086
reduce,1086
related,1086
real,1083
absolute,1083
helper,1083
requires,1082
th,1081
fine,1079
calculated,1079
al,1079
implements,1078
lists,1078
optimization,1077
tokenization,1076
low,1075
loader,1071
deviation,1070
dx,1069
overlap,1068
ref,1067
several,1066
shared,1063
lengths,1058
metadata,1056
coordinate,1055
superclass,1054
momentum,1053
edges,1053
general,1052
basic,1051
around,1051
en,1047
matching,1047
prior,1047
intermediate,1047
url,1046
dog,1046
reset,1043
reshape,1041
iterations,1041
calling,1037
via,1036
usually,1035
phase,1030
eps,1030
camera,1028
whose,1028
configs,1026
segment,1025
down,1024
arrays,1024
indicate,1023
et,1021
having,1017
unique,1016
bonafide,1014
operations,1013
dir,1011
copied,1010
observation,1008
raises,1007
trainer,1006
subclass,1005
side,1003
var,1002
building,1001
larger,999
union,999
filters,990
fully,989
runs,989
answer,988
downsample,987
hello,985
xlm,984
kept,983
translation,983
dense,982
dimensionality,980
encoded,979
recognition,977
implemented,975
gate,973
squeeze,973
rois,969
wise,968
common,967
lambda,966
processor,966
fit,965
connected,961
appropriate,960
various,960
performance,959
decode,959
figure,958
sigma,957
unit,956
interpolation,956
cell,954
png,951
eos,944
template,942
try,941
stores,939
sep,939
very,938
radius,938
types,936
spoof,936
indicating,934
proposal,932
affine,931
obtained,928
retrieve,927
learnable,924
recall,923
ax,922
actor,920
cached,919
epsilon,918
rescale,917
saving,917
truncation,917
dy,917
updated,916
provide,913
iterable,912
implement,910
supports,908
performing,908
sentences,907
doing,906
product,902
verbose,900
roi,900
xyz,898
bottom,896
xlnet,896
old,894
gamma,890
enable,888
categories,886
scheduler,885
tuples,885
calculation,884
observations,884
discriminator,883
stats,881
once,880
fpn,879
built,878
pred,878
passing,875
high,874
tokenizers,874
inner,872
adds,871
masking,870
rows,869
particular,868
place,866
free,866
cases,863
src,862
dev,861
even,860
activations,860
operator,858
temporal,856
research,855
schedule,854
sparse,852
components,852
reward,850
cropped,849
mathbf,849
exist,848
axes,847
adapted,847
doesn,846
corporation,843
pooler,843
actual,842
valueerror,841
matplotlib,838
pool,837
transpose,837
ones,835
domain,834
identifier,833
feed,830
padded,830
sort,830
least,829
attn,829
opt,828
warning,826
another,826
mlp,826
fs,824
drop,823
scope,821
convolutions,820
faster,820
patches,820
modify,820
items,819
efficientnet,819
content,817
upper,816
draw,814
smaller,813
invalid,813
move,812
res,812
world,810
better,810
account,807
docstring,807
sentencepiece,806
stages,806
applies,805
represents,804
were,803
band,803
loads,802
lines,801
integers,801
processed,801
omega,800
display,800
allow,800
extension,798
detail,797
slice,797
ops,796
debugging,794
propagation,794
compatible,793
causal,792
api,791
deltas,790
sorted,789
docs,786
cat,786
tokenize,785
together,784
efficient,784
typically,784
subset,782
io,781
post,781
openai,781
corner,780
auto,780
batchnorm,780
let,778
record,775
sqrt,774
flags,773
entry,772
scenario,772
dummy,770
starting,770
access,769
light,769
works,767
included,766
fmt,766
official,766
assigned,765
layernorm,762
zz,762
intersection,762
