Function Name,Projects Count
__init__,545
forward,438
__getitem__,361
__len__,356
main,337
train,277
__call__,236
update,196
reset,187
__repr__,155
evaluate,142
__iter__,141
test,132
_make_layer,125
__str__,119
Bottleneck,117
BasicBlock,116
load,111
ResNet,111
AverageMeter,109
save,105
run,105
step,105
conv3x3,99
backward,98
save_checkpoint,96
accuracy,84
init_weights,83
validate,80
encode,76
predict,75
parse_args,74
reset_parameters,74
get,71
decode,70
resnet50,69
get_lr,68
__exit__,67
load_data,66
__enter__,65
add,64
load_model,64
resnet18,64
__getattr__,63
close,60
write,60
conv1x1,59
eval,59
resnet101,58
sample,57
initialize,57
extra_repr,55
adjust_learning_rate,54
load_state_dict,53
Trainer,53
normalize,52
resnet152,52
resnet34,52
build_model,52
__del__,51
transform,51
start,51
Logger,50
__next__,50
load_checkpoint,50
save_model,49
setup,49
__setstate__,49
wrapper,49
log,48
get_model,47
tokenize,46
Model,44
Encoder,44
parse,44
Identity,43
process,42
preprocess,42
state_dict,41
name,41
compute_loss,41
ToTensor,41
set_seed,40
Normalize,40
copy,39
to,39
get_world_size,38
build,38
size,37
get_rank,37
get_data,37
Dataset,37
pad,37
_init_weights,37
Timer,37
get_dataset,36
generate,36
crop,36
loss,35
print,35
set_epoch,35
fit,35
__eq__,35
mkdir,35
make_dataset,34
clear,33
Attention,33
Compose,33
create_model,33
flush,33
__setitem__,33
avg,32
__getstate__,32
extract_features,32
register,32
build_optimizer,31
collate_fn,31
get_params,31
load_dataset,31
__setattr__,30
inference,30
Decoder,30
init,30
Transformer,30
get_args,29
plot,29
call,29
str2bool,28
Generator,28
get_logger,28
RandomHorizontalFlip,28
get_loss,28
from_pretrained,28
Resize,28
weights_init,27
ResBlock,27
setup_logger,27
swish,27
_forward,27
MLP,27
softmax,27
gelu,27
transpose_for_scores,27
train_model,27
set_random_seed,26
Block,26
setUp,26
merge,26
zero_grad,26
FocalLoss,26
convert,26
to_dict,26
_initialize_weights,26
build_dataset,26
main_worker,26
load_image,25
download,25
LayerNorm,25
score,25
stop,25
f,25
append,24
BaseDataset,24
Discriminator,24
__contains__,24
TransformerEncoder,24
ConcatDataset,24
get_config,24
InvertedResidual,23
get_parser,23
Config,23
read_data,23
all_gather,23
train_step,23
split,23
Flatten,23
load_config,22
ResNet50,22
_resnet,22
BaseModel,22
postprocess,22
next,22
sigmoid,22
display,22
device,22
resize,22
get_optimizer,22
value,21
count_parameters,21
apply,21
Scale,21
create_dataset,21
mkdirs,21
gather,21
read,21
ResidualBlock,20
resnext101_32x8d,20
resnext50_32x4d,20
visualize,20
synchronize,20
collate,20
prepare,20
_compute_loss,20
hook,20
put,20
median,20
is_main_process,20
get_labels,20
render,20
MobileNetV2,19
cross_entropy,19
__add__,19
BaseTrainer,19
forward_train,19
Upsample,19
ResNet18,19
info,19
compute_metrics,19
finalize,19
TransformerEncoderLayer,19
RandomCrop,19
read_image,19
shape,19
to_tensor,19
get_transform,18
wide_resnet50_2,18
_forward_impl,18
wide_resnet101_2,18
DistributedSampler,18
accumulate,18
Downsample,18
conv,18
load_vocab,18
ResNet101,18
index,18
clean,18
Linear,18
TransformerDecoder,18
get_pairs,18
create,18
replicate,18
draw,18
is_image_file,18
act,18
build_backbone,18
Conv2d,18
query,17
from_dict,17
preprocess_image,17
save_image,17
compute_accuracy,17
get_label,17
reduce_tensor,17
freeze_bn,17
show,17
encoder,17
TransformerDecoderLayer,17
cuda,17
dataset,17
rotate,17
build_dataloader,17
FPN,17
prepare_data,17
ssim,17
get_image,17
get_target,16
train_epoch,16
extract,16
conv2d,16
model,16
beam_search,16
__post_init__,16
get_tokens,16
bytes_to_unicode,16
open,16
dtype,16
BeamSearch,16
http_get,16
keys,16
_save,16
bpe,16
quantize,16
val,16
ProgressMeter,16
attention,16
conv_bn,16
Swish,16
Evaluator,16
_make_stage,16
reduce_dict,16
global_avg,16
func,15
train_one_epoch,15
UNet,15
mean,15
MultiHeadAttention,15
interpolate,15
get_batch,15
progress_bar,15
summary,15
assign,15
decoder,15
add_args,15
get_embedding,15
get_from_cache,15
cached_path,15
mask,15
url_to_filename,15
compute_score,15
filename_to_url,15
scale,15
Embedding,15
scatter,15
BertAttention,15
toc,15
load_pretrained,15
initialize_weights,15
_get_batch_fmtstr,15
nms,15
SmoothedValue,15
smooth_l1_loss,15
Registry,15
iou,14
__rmul__,14
load_network,14
Blur,14
test_forward,14
__mul__,14
vgg16,14
voc_ap,14
print_network,14
Stack,14
update_learning_rate,14
LSTM,14
_normalize,14
VGG,14
ResNet34,14
configure_optimizers,14
training_step,14
stack,14
clip_grad_norm,14
add_meter,14
all_reduce,14
get_targets,14
RobertaClassificationHead,14
RobertaLMHead,14
register_hook,14
InputExample,14
translate,14
cumsum,14
flip,14
decorator,14
compute,14
flatten,14
lower,14
save_images,14
tic,14
__new__,14
PositionalEncoding,14
_load_image,14
one_hot,14
Mlp,14
infer,13
ConvLayer,13
save_config,13
get_device,13
SEModule,13
get_parameters,13
get_loader,13
update_config,13
Meter,13
get_mask,13
init_weight,13
parameters,13
load_weights,13
build_vocab,13
finish,13
get_image_paths,13
iter,13
resnet,13
set_lr,13
_progress,13
build_encoder,13
precision,13
__hash__,13
is_master,13
build_decoder,13
s3_etag,13
skip,13
split_s3_path,13
max_positions,13
inference_step,13
s3_request,13
s3_get,13
all_gather_list,13
TransformerModel,13
Agent,13
get_info,13
_get_lr,13
get_result,13
step_update,13
apply_mask,13
get_results,13
BertIntermediate,13
to_json_string,13
BertOutput,13
BertSelfAttention,13
BertLayer,13
contrast,13
_check_input_dim,13
check,13
load_json,13
_print,13
