Word,Frequency
the,396195
of,208215
to,162578
a,132466
for,109832
in,97880
and,94214
is,91876
model,48943
with,47401
if,47173
or,46783
be,45840
this,45760
tensor,43270
list,41709
from,37090
license,33766
x,33718
each,33654
shape,33445
param,33239
args,32576
as,32317
that,31362
int,30547
returns,30365
are,28940
obj,28749
n,28429
on,28157
by,27530
not,27159
class,26799
image,26609
number,25014
optional,24953
data,24710
input,24239
default,23550
an,23084
return,22773
all,22561
self,22199
torch,22198
it,21928
used,21357
true,21045
output,20527
will,20306
dict,19987
we,19975
none,19936
s,19774
c,19763
use,19623
file,18840
loss,18273
size,17989
set,17433
function,16996
i,16758
str,16690
layer,16486
e,16086
float,16085
parameters,15475
b,15436
training,15045
which,14946
h,14824
w,14614
at,14525
tuple,14457
config,14410
dataset,14330
can,14092
under,13995
you,13929
when,13658
one,13653
array,13574
t,13545
batch,13435
k,13287
y,12742
see,12723
only,12706
g,12696
bool,12534
print,12455
value,12044
test,11592
should,11451
name,11404
type,11257
false,10804
d,10535
sequence,10500
https,10439
may,10339
feature,10104
values,10061
tf,10012
given,9895
compute,9857
using,9834
np,9784
mask,9705
labels,9649
m,9631
r,9591
org,9579
boxes,9568
object,9488
same,9443
path,9418
get,9271
whether,9247
any,9212
distributed,9174
defaults,9082
weights,9061
configuration,9013
first,8964
images,8822
level,8733
have,8725
token,8564
no,8538
module,8508
index,8423
p,8381
string,8310
into,8220
numpy,8147
box,8139
attention,8019
has,7978
f,7964
results,7930
copyright,7898
scale,7893
z,7841
where,7830
time,7716
outputs,7682
single,7517
apache,7516
load,7513
format,7460
target,7454
transformers,7399
inputs,7381
specific,7324
method,7279
version,7269
layers,7209
ndarray,7205
l,7173
j,7064
arguments,7055
code,6911
base,6904
add,6779
head,6771
label,6769
without,6692
tokens,6666
length,6620
dictionary,6611
indices,6603
v,6579
train,6570
directory,6486
random,6473
import,6443
copy,6370
features,6365
matrix,6324
required,6269
either,6268
language,6251
instance,6181
create,6165
q,6117
contains,6111
forward,6111
after,6103
map,6077
samples,6046
bbox,6046
sample,6031
check,6030
state,6025
points,6016
between,5982
nn,5959
its,5952
channels,5924
point,5920
then,5875
weight,5868
bboxes,5858
models,5856
but,5822
source,5814
pytorch,5803
original,5740
classification,5736
save,5697
u,5690
example,5622
so,5621
note,5621
node,5526
mean,5475
based,5454
com,5382
width,5368
network,5353
o,5297
returned,5250
licensed,5240
more,5233
two,5213
learning,5209
software,5201
current,5168
floattensor,5162
scores,5146
step,5127
different,5108
dimension,5083
http,5075
parameter,5072
gt,5063
range,5030
run,5028
block,4971
order,4932
new,4926
truth,4906
last,4856
per,4849
py,4839
end,4825
specified,4808
graph,4773
convert,4723
mode,4675
padding,4661
also,4651
than,4639
hidden,4632
out,4617
do,4616
corresponding,4613
arxiv,4604
except,4550
examples,4545
ids,4519
key,4505
height,4477
case,4449
prediction,4429
log,4426
www,4425
containing,4424
obtain,4398
optimizer,4392
average,4380
must,4378
top,4370
basis,4355
ground,4349
classes,4347
masks,4339
update,4338
error,4337
tokenizer,4326
conditions,4312
over,4281
information,4270
len,4255
files,4247
provided,4246
python,4246
result,4228
conv,4213
make,4211
need,4162
some,4158
non,4156
github,4150
like,4112
applicable,4108
multiple,4080
unless,4069
before,4065
kind,4061
anchors,4019
implied,4016
other,3993
tensors,3992
up,3930
gpu,3928
writing,3911
warranties,3908
settings,3906
licenses,3892
linear,3874
keys,3874
express,3867
start,3857
max,3853
there,3814
here,3796
law,3779
maximum,3777
embedding,3776
transform,3771
embeddings,3763
channel,3734
limitations,3729
factor,3725
epoch,3712
checkpoint,3708
positive,3707
agreed,3693
id,3691
governing,3689
compliance,3687
permissions,3685
device,3670
pre,3666
during,3628
math,3625
iou,3619
axis,3613
sum,3604
position,3604
calculate,3591
abs,3588
todo,3558
text,3534
following,3514
split,3503
center,3494
activation,3492
initialize,3484
func,3479
otherwise,3472
vector,3462
dim,3445
stride,3442
score,3436
states,3431
apply,3429
instances,3412
evaluation,3400
these,3398
rate,3377
generate,3365
build,3359
line,3336
elements,3335
task,3317
passed,3316
coordinates,3266
space,3254
instead,3247
process,3243
json,3234
root,3229
they,3203
plot,3173
encoder,3172
distance,3172
fit,3168
memory,3152
norm,3099
multi,3090
tensorflow,3090
vocabulary,3083
proposals,3080
names,3079
bounding,3070
bert,3068
does,3025
trained,3007
testing,3007
normalization,2988
targets,2976
inc,2976
variable,2973
them,2973
initial,2953
threshold,2953
anchor,2944
softmax,2915
computed,2912
predictions,2910
regression,2901
second,2888
means,2863
left,2859
heads,2848
call,2845
every,2843
total,2838
just,2830
convolution,2829
pretrained,2824
element,2819
cpu,2810
options,2804
policy,2779
implementation,2777
params,2761
datasets,2758
empty,2756
right,2731
found,2728
predicted,2728
info,2711
was,2707
search,2701
ignored,2696
bias,2694
read,2693
valid,2674
want,2674
utf,2665
plt,2630
how,2621
env,2609
objects,2571
integer,2568
remove,2565
negative,2549
zero,2542
transformer,2540
nodes,2539
rights,2530
resnet,2528
paper,2506
attributes,2499
action,2497
details,2496
img,2490
maps,2486
computing,2475
pass,2454
assign,2449
loading,2448
reserved,2448
frame,2447
logits,2447
functions,2435
longtensor,2430
both,2428
group,2427
masked,2418
levels,2414
filter,2407
pdf,2396
such,2372
computes,2372
added,2345
operation,2337
ratio,2324
sentence,2315
attentions,2315
called,2313
probability,2302
special,2299
download,2292
kwargs,2284
next,2282
decoder,2280
saved,2277
contain,2276
validation,2256
environment,2251
selected,2249
reference,2242
depth,2241
according,2238
find,2230
argument,2227
mapping,2227
coding,2227
stage,2224
standard,2221
pipeline,2219
dropout,2214
alpha,2212
their,2211
kernel,2208
dataframe,2198
take,2185
corporation,2182
facebook,2167
color,2166
bs,2160
boolean,2157
cfg,2156
html,2155
else,2146
sampling,2144
algorithm,2143
gradient,2136
lr,2131
word,2129
cache,2119
been,2118
item,2111
already,2097
available,2096
since,2089
column,2089
columns,2078
filename,2073
defined,2073
now,2056
match,2047
detection,2047
binary,2045
assert,2043
statistics,2041
distribution,2033
field,2033
needed,2024
keep,2024
steps,2022
crop,2019
bin,2018
grid,1999
perform,1995
metrics,1989
logger,1988
evaluate,1987
backbone,1973
don,1962
uses,1962
applied,1960
tree,1958
assigned,1957
because,1956
loaded,1952
part,1945
pad,1942
query,1942
pair,1933
full,1931
support,1924
representing,1920
affiliates,1917
construct,1913
seed,1907
your,1899
above,1895
user,1895
metric,1894
back,1892
segmentation,1888
takes,1886
cuda,1886
master,1872
generated,1871
methods,1865
our,1860
write,1859
transformation,1859
define,1851
ignore,1851
local,1851
context,1848
best,1845
metadata,1843
associated,1837
re,1833
disable,1833
gaussian,1833
accuracy,1829
modules,1827
scalar,1817
indicating,1815
final,1814
meth,1806
sequences,1804
inference,1804
bn,1804
relu,1801
normalize,1798
tests,1796
precision,1785
area,1785
blob,1770
while,1770
pixel,1768
additional,1767
append,1754
def,1753
variables,1753
dimensions,1740
sampled,1740
init,1738
along,1735
avoid,1733
sets,1712
video,1710
main,1709
api,1704
noise,1704
initialization,1702
row,1691
across,1684
change,1684
noqa,1683
large,1682
cls,1682
through,1681
store,1680
constant,1678
logging,1674
flip,1673
would,1673
meta,1673
what,1665
loop,1659
