File Name,Frequency
__init__,3227
utils,503
setup,217
train,215
config,166
main,152
test,118
model,110
resnet,92
base,85
util,74
builder,72
dataset,70
logger,66
models,66
loss,64
transforms,62
eval,54
conf,53
misc,49
net,49
layers,48
common,45
trainer,44
data,42
build,41
metrics,38
losses,38
registry,37
datasets,37
coco,36
evaluate,36
inference,36
fcos,34
functions,32
run,32
test_utils,30
demo,30
resnext,29
plot,28
vgg,26
cityscapes,26
dataloader,25
ops,24
preprocess,24
conftest,24
optimizer,23
benchmark,23
deform_conv,23
visualize,22
lr_scheduler,22
res_layer,22
core,21
timer,21
gradcheck,21
Environments,21
Function_Library,21
network,20
helpers,20
io,20
densenet,20
metric,20
fast_rcnn,20
rpn,20
distributed,19
fpn,19
loader,19
wider_face,19
voc,19
anchor_generator,19
predict,19
transformer,19
algorithm,18
base_model,18
train_net,18
collect_env,18
hooks,18
networks,18
data_utils,18
accuracy,17
defaults,17
model_utils,17
evaluator,17
retinanet,17
focal_loss,17
dist_utils,17
test_config,17
data_loader,17
modules,17
roi_align,17
sampler,17
version,16
statistics,16
visualizer,16
decoder,16
evaluation,16
custom,16
distributed_sampler,16
iou_loss,16
smooth_l1_loss,16
pascal_voc,16
transform,16
Single_Point_Continue_Training_Script,16
scheduler,15
ssd_vgg,15
nms,15
run_tests,15
test_mixins,15
cascade_rcnn,15
eval_hooks,15
settings,15
env,15
optimization,14
decorators,14
solver,14
cifar,14
options,14
dataset_wrappers,14
lvis,14
deepfashion,14
loading,14
rpn_head,14
anchor_head,14
convfc_bbox_head,14
bbox_head,14
fcn_mask_head,14
hrnet,14
combined_sampler,14
base_sampler,14
pseudo_sampler,14
ohem_sampler,14
instance_balanced_pos_sampler,14
iou_balanced_neg_sampler,14
sampling_result,14
random_sampler,14
base_assigner,14
assign_result,14
max_iou_assigner,14
mean_ap,14
recall,14
bbox_overlaps,14
class_names,14
mask_target,14
bbox_nms,14
merge_augs,14
discriminator,14
comm,13
preprocessing,13
imagenet,13
structures,13
graph,13
alexnet,13
checkpoint,13
ssd_head,13
xml_style,13
compose,13
fused_semantic_head,13
balanced_l1_loss,13
cross_entropy_loss,13
ghm_loss,13
mse_loss,13
two_stage,13
approx_max_iou_assigner,13
pytorch2onnx,13
publish_model,13
download,13
linear,13
deform_pool,13
roi_pool,13
validate,13
generator,13
score,13
roi_heads,13
pipeline,12
backend,12
callbacks,12
mobilenet,12
retina_head,12
grid_head,12
maskiou_head,12
htc_mask_head,12
regnet,12
single_stage,12
mask_rcnn,12
faster_rcnn,12
profiling,12
test_sampler,12
test_robustness,12
get_flops,12
detectron2pytorch,12
robustness_eval,12
upgrade_model_version,12
analyze_logs,12
mlp,12
nms_wrapper,12
sigmoid_focal_loss,12
inception,12
image,12
genotypes,12
geometry,12
modeling,11
factory,11
operations,11
runner,11
search,11
wrappers,11
attention,11
formating,11
instaboost,11
ga_retina_head,11
ga_rpn_head,11
guided_anchor_head,11
fcos_head,11
double_bbox_head,11
res2net,11
htc,11
atss,11
contextmanagers,11
point_generator,11
point_assigner,11
backbone,11
configs,11
hrfpn,11
bfp,11
helper,11
parser,11
constants,11
file_utils,11
generate,11
train_search,11
test_dataset,10
engine,10
visualization,10
unet,10
training,10
free_anchor_retina_head,10
retina_sepbn_head,10
reppoints_head,10
fovea_head,10
mask_scoring_rcnn,10
reppoints_detector,10
fovea,10
grid_rcnn,10
util_mixins,10
demodata,10
atss_assigner,10
test_async,10
test_masks,10
async_benchmark,10
test_assigner,10
test_forward,10
coco_error_analysis,10
browse_dataset,10
batchnorm,10
visual,10
vot,10
blocks,10
nas_fpn,10
non_local,10
masked_conv,10
faster_rcnn_r50_fpn_1x_voc0712,10
ssd300_coco,10
ssd512_coco,10
flops_counter,10
mnist,10
load_data,10
_init_paths,10
model_search,10
bert,9
plotting,9
encoder,9
voc0712,9
ramps,9
group_sampler,9
atss_head,9
standard_roi_head,9
base_roi_head,9
hourglass,9
tblr_bbox_coder,9
delta_xywh_bbox_coder,9
pseudo_bbox_coder,9
base_bbox_coder,9
legacy_delta_xywh_bbox_coder,9
iou2d_calculator,9
center_region_assigner,9
test_fp16,9
test_heads,9
print_config,9
baseline,9
fpn_carafe,9
context_block,9
conv_ws,9
tokenizer,9
train_utils,9
__main__,9
weight_init,9
conv_module,9
architect,9
detector,9
params,9
resources,9
myModel,9
interactive,9
generate_problem,9
tokenization,8
definitions,8
collectors,8
model_transformer,8
commands,8
algo,8
openvino_backend,8
matcher,8
cifar10,8
augmentation,8
auto_augment,8
fsaf_head,8
mask_scoring_roi_head,8
grid_roi_head,8
double_roi_head,8
htc_roi_head,8
cascade_roi_head,8
coarse_mask_head,8
fsaf,8
test_anchor,8
test_loading,8
default_runtime,8
coco_instance,8
cityscapes_instance,8
coco_detection,8
coco_instance_semantic,8
cityscapes_detection,8
cascade_mask_rcnn_r50_fpn,8
cascade_rcnn_r50_fpn,8
fast_rcnn_r50_fpn,8
faster_rcnn_r50_caffe_c4,8
faster_rcnn_r50_fpn,8
mask_rcnn_r50_fpn,8
mask_rcnn_r50_caffe_c4,8
ssd300,8
rpn_r50_fpn,8
rpn_r50_caffe_c4,8
retinanet_r50_fpn,8
schedule_1x,8
schedule_20e,8
schedule_2x,8
webcam_demo,8
image_demo,8
predictor,8
mask,8
base_dataset,8
pafpn,8
generalized_attention,8
test_nms,8
ssd300_wider_face,8
mask_rcnn_r50_fpn_1x_cityscapes,8
faster_rcnn_r50_fpn_1x_cityscapes,8
scale,8
data_parallel,8
augment,8
policies,8
sampling,8
option,8
app,8
predict_val,8
train_imagenet,8
hubconf,8
wide_resnet,8
analyze,8
loaders,7
quantize_model,7
initialization,7
schedulers,7
tensorboard,7
extractor,7
memory,7
test_ptq_params,7
logging,7
test_strip,7
test_common,7
senet,7
nn,7
example,7
viz,7
test_time_aug,7
base_dense_head,7
rpn_test_mixin,7
single_level_roi_extractor,7
generic_roi_extractor,7
base_roi_extractor,7
mask_point_head,7
ae_loss,7
gaussian_focal_loss,7
pisa_loss,7
score_hlr_sampler,7
test_losses,7
regnet2mmdet,7
preresnet,7
wrn,7
features,7
anchor_target,7
bbox,7
video,7
train_options,7
faster_rcnn_r50_fpn_1x_coco,7
ga_retinanet_r101_caffe_fpn_mstrain_2x,7
plot_results,7
norm,7
single_level,7
args,7
tools,7
mask_rcnn_r50_fpn_1x,7
coco_eval,7
fid_score,7
convert,7
run_atari,7
svhn,7
meters,7
api,7
fid,6
run_glue,6
modeling_auto,6
wrapper,6
aggregator,6
model_builder,6
exporter,6
tensor,6
structs,6
test_statistics_caching,6
test_fast_bias_correction,6
test_min_max,6
test_quantizer_config,6
pipelines,6
test_algo,6
darknet,6
augmentations,6
html,6
pisa_ssd_head,6
nasfcos_head,6
pisa_retinanet_head,6
dynamic_roi_head,6
pisa_roi_head,6
point_rend_roi_head,6
point_rend,6
nasfcos,6
test_version,6
test_transform,6
test_roi_extractor,6
test_necks,6
dla,6
torch_utils,6
sample,6
bleu,6
functional,6
got10k,6
lasot,6
image_folder,6
base_options,6
test_options,6
nasfcos_fpn,6
fsaf_x101_64x4d_fpn_1x_coco,6
