Variable Name,Frequency
x,17333
model,9938
out,8880
loss,4510
data,4102
output,3555
outputs,3478
args,3358
y,3304
img,3171
parser,2887
mask,2611
result,2517
labels,2344
optimizer,2295
_base_,2227
results,2072
logger,1943
X,1903
batch_size,1898
dataset,1859
device,1822
config,1706
name,1629
image,1580
h,1570
label,1472
scores,1461
msg,1431
s,1430
inputs,1420
__all__,1392
res,1362
net,1356
n,1344
p,1327
logits,1292
text,1282
lr_config,1234
w,1198
bboxes,1179
f,1152
images,1149
v,1148
total_epochs,1127
target,1126
features,1124
hidden_states,1118
idx,1061
pred,1021
t,1008
index,1001
optimizer_config,996
k,991
losses,981
img_norm_cfg,979
m,960
train_pipeline,959
cfg,953
i,948
d,948
test_pipeline,944
start,942
a,938
ret,930
end,927
c,922
x1,918
indices,894
gt_bboxes,877
data_root,871
df,864
train_cfg,855
path,832
filename,830
b,815
layers,815
scale,809
residual,803
z,797
input_ids,792
x2,786
line,766
params,762
weight,754
r,734
test_cfg,733
feat,728
load_from,726
input_shape,725
transform,719
weights,713
_,709
checkpoint,707
log_config,707
boxes,704
log_level,702
checkpoint_config,701
dist_params,699
resume_from,695
workflow,691
bbox,666
value,663
lr,658
dataset_type,657
gt_labels,639
imgs,635
input,634
tmp,627
batch,626
alpha,622
preds,610
rois,603
offset,595
width,592
tokenizer,584
y2,584
tokens,584
N,583
points,583
bbox_pred,583
shape,577
hidden,576
score,574
tensor,572
downsample,570
key,568
block,567
inds,562
g,559
y1,557
attention_mask,546
count,545
targets,544
state,539
outs,537
fig,533
size,532
lines,531
in_channels,529
num_classes,529
criterion,519
q,518
expansion,509
ax,502
anchors,500
work_dir,498
mean,496
assign_result,494
proposals,492
dist,487
pos_inds,484
config_and_inputs,480
state_dict,478
scheduler,472
scale_factor,472
padding,470
height,467
temp,459
raw_masks,452
evaluation,447
dat,446
embeddings,436
im,434
start_time,429
predictions,425
graph,423
pos,421
step,421
layer,421
acc,418
env,416
diff,414
train_loader,412
cls_score,412
metrics,411
token_type_ids,410
keep,409
kwargs,404
stride,403
correct,400
bn,395
loss_fct,394
gt_bboxes_ignore,393
head_mask,389
y_pred,383
ious,380
val,379
trainer,378
std,369
l,369
files,367
module,366
samples,361
sample,358
A,354
masks,352
mask_pred,351
num_imgs,348
feature,347
xs,347
row,347
img_shape,347
position_ids,344
M,343
sampler,342
j,342
context,342
delta,342
Y,336
color,335
bbox_results,335
writer,333
bbox_targets,332
eps,331
feats,330
gt,329
pooled_output,329
return_dict,327
opt,327
u,325
R,323
examples,317
pointer,315
depth,314
probs,313
identity,311
data_loader,309
mode,309
ids,308
prefix,308
B,308
config_class,307
sequence_output,306
values,306
proposal_list,306
train_dataset,305
node,305
root,304
self,300
col,300
attn,297
classes,296
center,295
conv1,295
output_dir,294
flag,293
total_loss,292
noise,291
error,289
conv,289
num,288
norm,287
ap,287
K,287
ratio,282
kernel,277
matrix,277
counter,276
prob,275
t1,275
bias,274
body,274
save_path,273
file,272
inputs_embeds,271
names,270
sigma,269
dim,269
beta,269
top1,267
order,267
y_train,265
norm_cfg,264
dtype,263
iou,263
featmap_sizes,261
op_names,260
stats,259
runner,258
D,257
length,257
total,257
dx,257
precision,255
e,255
action,255
neg_inds,254
dt,253
grad,249
train_data,249
ind,248
bitmap_masks,247
vocab,246
info,244
point,244
input_mask,243
num_channels,242
data_dir,241
colors,241
response,241
mlvl_scores,241
val_loader,239
dataloader,237
token,237
loss_cls,237
cls,236
x_out,236
shortcut,234
group,232
loss_bbox,232
model_name,231
hw_config_names,230
top5,229
radius,229
img_metas,229
pad,228
label_weights,227
__author__,227
layer_keys,226
obs,221
dataset_name,220
f1,220
fn,220
tp,220
rng,219
test_data,219
mu,218
nodes,217
all_hidden_states,217
item,217
metadata,217
threshold,217
fp,216
cls_feat,215
conc,215
url,214
repr_str,214
cost,213
ys,213
test_loader,212
x_train,212
semantic_types,212
C,211
segm_result,211
file_name,210
grad_input,210
o,210
out_channels,208
out_dir,208
train,206
op,206
normalize,205
mask_feats,205
sess,204
data_cfg,204
start_epoch,203
W,203
img_path,203
T,203
new_val,203
query,202
left,202
cmd,202
epoch,202
S,202
y_test,202
edges,201
file_path,200
recall,200
test,200
polygon_masks,200
box,200
backbone,199
dy,199
ref,198
angle,198
word,198
mask_results,198
tic,198
area,196
Xt,196
title,195
obj,195
inp,195
img_id,194
reduction,192
P,192
valid,192
sampling_result,192
reward,191
G,189
input_size,189
saver,189
CT_image,189
batch_time,188
seed,187
keys,187
x_test,187
flip,187
num_pos,187
output2,187
header,186
assigned_labels,186
channel_cfg,186
meta,185
match,185
pattern,184
learning_rate,183
rows,183
reg_feat,183
accuracy,182
branch3x3dbl,181
array,181
conv2,181
cp,180
base_model_prefix,180
paths,180
overlaps,180
bbox_weights,180
H,179
attentions,179
train_sampler,179
gt_boxes,179
model_path,178
feed_dict,178
encoder,178
grid,178
lengths,177
union,176
fname,176
t0,176
extended_attention_mask,175
task,175
channels,175
output_shape,174
parts,174
gamma,173
num_levels,173
x0,172
GTV_image,172
global_step,171
arr,171
progress,171
split,171
loc,171
frames,170
mask_rois,170
attn_mask,169
models,168
frame,168
new_key,168
y_true,168
save_dir,167
cat,167
datasets,167
pairs,167
ds,167
pc,167
Z,166
elapsed,165
img_name,165
val_pipeline,165
ckpt,164
maxk,164
cy,164
tree,164
s1,163
modules,163
t3,163
cell,162
attention_probs,162
done,162
factor,162
t2,162
annotations,162
gt_instances,162
eval_results,161
head,161
image_id,161
num_gts,161
rank,160
strides,160
test_dataset,159
context_layer,158
metric,158
table,158
pool,158
seg,158
theta,158
world_size,157
src,157
all_attentions,157
content,157
txt,157
filepath,156
fields,156
image_list,156
correct_k,155
mask_targets,155
gt_masks,155
ext,154
mlvl_bboxes,154
image_size,153
wh,153
norm_layer,153
branch_pool,152
data_time,152
val_dataset,152
var,151
anns,151
reader,150
best_score,150
attn_weights,150
source,150
FLAGS,149
command,149
column_metadata,149
data_path,148
attention_scores,148
lam,148
overlap,148
np,148
right,147
prediction,147
x_,147
timestamp,146
log,145
max_len,145
clf,145
words,144
coords,144
best_acc,144
groups,144
sampled_inds,144
sect_summs_new,144
loader,143
top,142
recalls,142
actions,142
img_ids,142
_bboxes,142
input_x,142
level,142
pretrained_model_archive_map,142
load,141
num_samples,141
dw,141
kernel_size,140
splits,140
L,140
ann,140
cx,140
vis,140
pos_bbox_targets,140
means,139
db,139
policy,139
train_set,138
result_list,138
show_img,138
version,137
sequence,137
new_features,137
indexes,137
trainset,137
now,137
valid_inds,137
text_a,136
bs,136
num_points,136
sampling_results,136
rgb,135
instance,135
is_best,135
distance,135
string,135
sigma2,134
attention_output,134
tags,134
gts,134
nncf_graph,134
func,134
decoder,134
gtv,134
output_attentions,133
output_hidden_states,133
cache_dir,133
encoder_outputs,133
ct,133
num_images,133
nx,133
epsilon,132
dataset_path,132
emb,132
guid,131
n_samples,131
matches,131
base,131
pretrained_vocab_files_map,131
max_model_input_sizes,131
param,130
idxs,130
cols,130
dh,130
CLASSES,130
_x,130
image_path,129
direction,129
prediction_scores,128
seq_length,128
lr_scheduler,128
summary,128
bbox_feats,128
energy,128
batch_targets,127
mid,127
sep,127
scenario,127
sequence_labels,127
grads,126
axis,126
areas,126
gt_classes,126
vocab_files_names,126
instances,125
layer_name,125
checkpoint_path,125
blocks,125
adj,125
y_hat,125
formatter,124
parameters,124
rpn_cls_score,124
det_bboxes,124
xx,124
token_labels,124
x3,123
dims,123
steps,123
seq,123
rle,123
deltas,123
detector,123
model_dict,122
inter,122
spec,122
cnt,121
V,121
p2,121
target_columns_metadata,121
ones,120
dets,120
sum,120
counts,120
keypoints,120
distances,119
seq_len,119
classname,118
model_type,118
folder,118
rpn_bbox_pred,118
use_cuda,118
pbar,118
epochs,117
conf,117
chn,117
gap,117
code,117
weight_decay,116
generator,116
id,115
input_,115
is_training,115
start_idx,115
inputs_dict,115
loss_mask,115
plugins,115
crop,115
checkpoints,114
it,114
cropped,114
bbox_head,114
shifts,114
h2,114
ss,114
calib,114
ctx,113
img1,113
phi,113
scales,113
thresholds,113
rnd,113
pred_sum,113
act,112
loss1,112
fmt,112
num_layers,112
example,112
offsets,112
activation,112
sizes,112
dilation,112
vec,112
process,112
label_ids,111
gradients,111
prec,111
cls_reg_targets,111
outputs_metadata,111
s0,111
itr1,111
logdet_accum,111
momentum,110
intersection,110
dd,110
X_train,110
new_points,110
ner,110
num_blank,110
search,109
transform_test,109
corruptions,109
position,109
adv_images,109
should_stop,109
retval,108
stdv,108
module_to_function_names,108
ann_ids,108
res_layer,108
sp,108
date,108
transforms,107
buffer,107
fc,107
pts,107
trans,107
queue,106
bias_cls,106
states,106
tasks,105
processor,105
label_list,105
sample_size,105
edge,105
bn1,105
ws,105
bottleneck,105
objs,105
transformer_outputs,104
train_dataloader,104
end_time,104
perm,104
err,104
image_ids,104
output_size,104
ts,104
I,104
inside_flags,104
distributed,104
sim,104
objects,104
batch_data1,104
choice_labels,104
bottom,103
text_b,103
settings,103
expected,103
mod,103
memory,103
approxs,103
ori_shape,103
x_cls,103
vertex,103
max_size,102
pretrained_dict,102
c2,102
sampler_cfg,102
flipped_masks,102
history,102
positions,102
experiment,102
box_cls,102
suffix,101
loss_dict,101
train_op,101
found,101
description,101
aux,101
tmpdir,101
train_loss,101
train_transform,101
mm_inputs,101
channel,101
cmap,101
pet,101
Torso_image,101
branch7x7dbl,100
y0,100
end_logits,100
arch,100
X_test,100
mat,100
cat_ids,100
centerness,100
xyz,100
train_transforms,99
log_dir,99
log_probs,99
message,99
max_iter,99
module_name,99
cs,99
anno,99
class_name,99
testset,99
img_info,99
bbox_label,99
resized_masks,99
eta,99
embed,99
input_data,98
t_total,98
squares,98
px,98
hyperparams_class,98
primitive,98
CT_image_patchs,98
GTV_patchs,98
step_size,97
__version__,97
bn2,97
total_time,97
directory,97
tag,97
tgt,97
VOCAB_FILES_NAMES,97
c1,96
err_msg,96
nncf_config,96
transform_train,96
extra_inds,96
im2,96
rewards,96
PRETRAINED_POSITIONAL_EMBEDDINGS_SIZES,96
branch3x3,95
flags,95
quantized_model,95
error_msg,95
segm_results,95
base_anchors,95
sha,95
pr,95
batch_data,95
num_blocks,94
out2,94
layer_output,94
ymax,94
widths,94
area1,94
area2,94
json_results,94
result_files,94
conv_cfg,94
pos_labels,94
x_reg,94
expected_gt_inds,94
best_loss,94
output_columns,94
json_data,94
PRETRAINED_VOCAB_FILES_MAP,94
origin,93
loss2,93
vals,93
buf,93
stack,93
zeros,93
x_list,93
roi_feats,93
exp_name,93
denom,93
vertices,93
ar,92
method,92
nms_pre,92
cls_scores,92
mask_head,92
arch_settings,92
data_dict,92
all_model_classes,92
sent,91
logs,91
best_acc1,91
ops,91
image_shape,91
bb,91
stds,91
mask_semantic_feat,91
ps,91
duration,91
script,91
epoch_loss,90
img_size,90
start_logits,90
handle,90
current,90
rb,90
pred_boxes,90
h1,90
sol,90
CT_path,90
list_t,90
test_loss,89
a1,89
agent,89
timer,89
tmp_dir,89
prog_bar,89
all_labels,89
rpn_outs,89
merged_masks,89
_rd,89
smstr,89
model_urls,88
extension,88
axes,88
hs,88
segms,88
planes,88
fold,88
wnd_end,88
max_bbox,88
start_collect,88
filters,87
st,87
task_name,87
sentence,87
mapping,87
rot,87
class_names,87
im1,87
src_tgt_dataset,87
attention,87
X_transform,87
cur,87
times,87
img2,86
options,86
predicted_label,86
up,86
centers,86
inplanes,86
num_scales,86
img_list,86
formula,86
use_columns,86
exclude_columns,86
hyperparams,86
wnd_begin,86
time_checkpoint,86
Inputs,85
curr_node,85
ax2,85
label_channels,85
dists,85
reg,85
nlp,85
bar,85
CT_image1,85
temp2,84
out1,84
n_classes,84
status,84
algo,84
errors,84
lt,84
fpath,84
BATCH_SIZE,84
skip,84
testloader,84
ann_info,84
assigner,84
num_rois,84
_iou_thrs,84
Outputs,84
pos_emb,84
trivial_volume,84
move_type,84
bijection,84
ldj,84
max_length,83
best_epoch,83
classifier,83
activations,83
evaluator,83
node_name,83
conv3,83
ans,83
num_total_samples,83
labels_list,83
target_lvls,83
mask_roi_extractor,83
data_list,82
r2,82
precisions,82
ch,82
config_path,82
desc,82
num_boxes,82
num_workers,82
cls_score_list,82
fallback_on_stride,82
yy,82
analysis,82
geom_type,82
vis_th,82
b2,81
test_set,81
model_to_save,81
op_name,81
transformer,81
xmax,81
p1,81
test_path,81
confidence,81
bboxes_ignore,81
out_size,81
processed_results,81
dummy,81
num_steps,81
lemma,81
best_prec1,80
children,80
parsed,80
cropped_masks,80
cls_loss,80
pose,80
last_layer_dim,80
buckets,80
n_clusters,80
src_tokens,80
outdir,80
generator_val,80
fh,79
ymin,79
defaults,79
labels_ignore,79
begin,79
itr,79
pred_labels,79
network,79
past,79
core_out,79
tensor_out,79
subset_of_events,79
x4,78
num_labels,78
r1,78
categories,78
bbox_pred_list,78
ordered_results,78
py,78
success,78
soup,78
BASE_DIR,78
avg_loss,78
span,78
output_file,77
b1,77
storage,77
attn_output,77
U,77
fps,77
coeff,77
stream,77
bbox_sampler,77
gy,77
config_file,77
bn3,77
node_str,77
box_delta,77
backup_folder,77
masked_lm_loss,76
cc,76
shift,76
encoder_extended_attention_mask,76
layer_outputs,76
candidate,76
xmin,76
new_w,76
ax1,76
rec,76
project,76
output_folder,76
pipeline_description,76
key_list,76
fs,76
submit_cmd,76
loss_validation,76
acc_validation,76
start_index,75
elapsed_time,75
attr,75
v1,75
valid_mask,75
new_h,75
bbox_preds,75
flip_direction,75
dcn,75
predicted_prob,75
styles,75
image_batch,75
best,74
start_positions,74
category,74
heights,74
device_ids,74
end_idx,74
indice,74
gt_areas,74
n_channels,74
new_index,74
embedding,73
optimizer_grouped_parameters,73
baseline,73
trainloader,73
arg,73
entry,73
E,73
log_file,73
segmentation,73
tracker,73
num_level_anchors,73
bbox_assigner,73
out_file,73
pw,73
merges,73
boxes1,73
mesh,73
LOG,73
pid,73
chckpnt_path,73
output_dict,72
model_names,72
F,72
time,72
gx,72
ph,72
input_y,72
filelist,72
input_dim,72
step_0,72
step_1,72
step_2,72
outputs_length,72
label_name,72
rotation,72
expr,72
extra_update_ops,72
segment_ids,71
mse,71
position_embeddings,71
eval_dataset,71
vocab_size,71
conv_op,71
num_features,71
x_offset,71
depths,71
flow,71
pos_rois,71
infos,71
candidates,71
boxes2,71
storage_client,71
num_train,70
use_cache,70
nm,70
main,70
pred_scores,70
sd,70
extensions,70
basename,70
pos_assigned_gt_inds,70
new_bboxes,70
y_list,70
assigned_gt_inds,70
_proposal_nums,70
xy,70
folds,70
latents,70
bunch_of_images_no,70
dsc_validation,70
corpus,69
noise_map,69
patch,69
heading,69
a2,69
input_channel,69
cocoEval,69
headers,69
l1,69
ua,69
enc,69
save_name,69
model_data,69
loss_trace,69
mems,69
emo_to_return,69
branch1x1,68
configs,68
model_config,68
reference,68
loss_fn,68
pos_bbox_pred,68
rescaled_masks,68
dropout,68
alphas,68
step_3,68
tokenizer_class,68
attn_prob,68
Max_Acc,68
resized_channel,68
attrs,67
sentences,67
TModel,67
builder,67
sz,67
weights_path,67
author,67
d2,67
max_overlaps,67
truth,67
dict,67
grad_weight,67
choices,67
sc,67
valid_data,67
crop_size,67
decoder_input_ids,67
ave_loss_vali,67
test_transforms,66
initializer,66
annotation,66
topk_idxs,66
observation,66
img_input,66
ims,66
avg_factor,66
num_total_pos,66
gt_bboxes_ignore_list,66
empty_gt_losses,66
one_gt_losses,66
pi,66
pool1,66
voxel_size,66
ntokens,66
chckpnt_dir,66
maxIdx,66
maxArea,66
image_sorted,66
image_name_t,66
collect_enabler,66
window,65
image_name,65
end_positions,65
concat,65
new_x_shape,65
field,65
out_h,65
path_to_checkpoint,65
max_iou,65
extra,65
flatten_bbox_preds,65
last_feat,65
aug_masks,65
gw,65
gh,65
cats,65
is_in_boxes,65
window_size,65
batches,65
x_adv,65
server_path,65
y_confidence,65
sect_title,65
no_decay,64
keras_layer_names,64
bbox_list,64
flatten_cls_scores,64
gt_mask,64
bbox_roi_extractor,64
oc,64
prior,64
segments,64
den,64
is_training_bn,64
hybrid_training_f,64
att,63
output_tensor,63
levels,63
iterator,63
tensors,63
mult,63
l2,63
class_id,63
ignore_overlaps,63
custom_dataset,63
new_xyz,63
tracker_names,63
opts,63
init,63
fpr,63
previous,63
y_,63
loss_box_reg,63
num_foreground,63
template,62
optim,62
embedding_output,62
linear,62
record,62
manager,62
entries,62
sample_idx,62
num_total_neg,62
rand_inds,62
label_names,62
padded_masks,62
empty_cls_loss,62
TP,62
toc,62
grad_offset,62
faces,62
prev,62
attn_score,62
crop_size1,62
crop_size2,62
cudf,62
num_epochs,61
s2,61
split_tokens,61
start_position,61
answer,61
target_point,61
compressed_model,61
checkpoint_dir,61
variables,61
iw,61
shuffle,61
output_path,61
n_batches,61
filenames,61
latent,61
ignore,61
rles,61
gt_flags,61
sample_result,61
annos,61
archive_file,61
rs2,61
horizon,61
_config_dict,61
asl,61
branch7x7,60
model_params,60
seq_relationship_score,60
