Word,Frequency
to,7
the,6
a,5
usr,4
bin,4
python,4
module,3
list,3
choose,3
for,3
capability,3
be,2
loaded,2
common,2
name,2
or,2
settings,2
constructing,2
gambit,2
corresponding,2
each,2
function,2
sc,2
cbgb,1
configuration,1
paths,1
input,1
fortran,1
files,1
functions,1
subroutines,1
blocks,1
mangling,1
scheme,1
gfortran,1
ifort,1
fixed,1
free,1
format,1
convert,1
tabs,1
how,1
many,1
spaces,1
subroutine,1
include,1
in,1
block,1
variable,1
store,1
current,1
cfg,1
specified,1
by,1
user,1
env,1
this,1
is,1
wdconvect,1
problem,1
add,1
volume,1
select,1
sphere,1
transfer,1
vals,1
look,1
toward,1
center,1
we,1
are,1
dealing,1
with,1
an,1
octant,1
ds,1
field,1
