problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
586C,pass@1,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,37.0,19.44,73.38,73.38
586C,pass@2,3.0,12.0,9.0,18.0,15.0,27.0,47.77,105.49,2.25,237.34,13.19,0.0352,7.0,33.0,33.0,18.18,74.37,74.37
586C,pass@3,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@4,3.0,12.0,9.0,18.0,15.0,27.0,47.77,105.49,2.25,237.34,13.19,0.0352,7.0,33.0,33.0,18.18,74.37,74.37
586C,pass@5,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@6,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,37.0,19.44,73.38,73.38
586C,pass@7,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,35.0,35.0,17.14,72.87,72.87
586C,pass@8,5.0,13.0,11.0,22.0,18.0,33.0,59.72,137.61,4.23,582.19,32.34,0.0459,9.0,36.0,36.0,19.44,73.02,73.02
586C,pass@9,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,37.0,19.44,73.38,73.38
586C,pass@10,3.0,12.0,11.0,22.0,15.0,33.0,47.77,128.93,2.75,354.55,19.7,0.043,8.0,36.0,36.0,19.44,73.35,73.35
586C,pass@11,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@12,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@13,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@14,3.0,12.0,11.0,22.0,15.0,33.0,47.77,128.93,2.75,354.55,19.7,0.043,8.0,36.0,36.0,19.44,73.35,73.35
586C,pass@15,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@16,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,37.0,19.44,73.38,73.38
586C,pass@17,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@18,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,37.0,37.0,21.62,74.24,74.24
586C,pass@19,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@20,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,7.0,33.0,34.0,21.21,75.02,75.02
586C,pass@21,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@22,5.0,13.0,11.0,22.0,18.0,33.0,59.72,137.61,4.23,582.19,32.34,0.0459,9.0,36.0,36.0,19.44,73.02,73.02
586C,pass@23,4.0,14.0,12.0,24.0,18.0,36.0,61.3,150.12,3.43,514.69,28.59,0.05,8.0,36.0,36.0,16.67,71.62,71.62
586C,pass@24,4.0,14.0,12.0,24.0,18.0,36.0,61.3,150.12,3.43,514.69,28.59,0.05,8.0,35.0,36.0,17.14,71.85,71.85
586C,pass@25,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@26,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@27,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,35.0,36.0,17.14,72.61,72.61
586C,pass@28,4.0,13.0,11.0,22.0,17.0,33.0,56.11,134.89,3.38,456.54,25.36,0.045,9.0,37.0,38.0,18.92,72.34,72.34
586C,pass@29,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,35.0,36.0,20.0,73.87,73.87
586C,pass@30,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,37.0,19.44,73.38,73.38
586C,pass@31,3.0,12.0,10.0,20.0,15.0,30.0,47.77,117.21,2.5,293.02,16.28,0.0391,8.0,36.0,36.0,19.44,73.64,73.64
586C,pass@32,3.0,12.0,11.0,22.0,15.0,33.0,47.77,128.93,2.75,354.55,19.7,0.043,8.0,36.0,36.0,19.44,73.35,73.35
590B,pass@2,6.0,28.0,18.0,36.0,34.0,54.0,150.12,274.72,3.86,1059.65,58.87,0.0916,2.0,50.0,50.0,52.0,74.61,74.75
590B,pass@3,3.0,8.0,5.0,10.0,11.0,15.0,28.75,51.89,1.88,97.3,5.41,0.0173,1.0,26.0,26.0,88.46,84.03,84.16
590B,pass@5,7.0,32.0,23.0,46.0,39.0,69.0,179.65,364.69,5.03,1834.86,101.94,0.1216,1.0,50.0,50.0,74.0,73.32,73.45
590B,pass@6,7.0,26.0,18.0,36.0,33.0,54.0,141.86,272.4,4.85,1320.08,73.34,0.0908,2.0,34.0,34.0,23.53,73.82,73.96
590B,pass@7,8.0,31.0,19.0,38.0,39.0,57.0,177.58,301.27,4.9,1477.18,82.07,0.1004,3.0,58.0,58.0,70.69,72.45,72.58
590B,pass@8,9.0,54.0,44.0,84.0,63.0,128.0,339.29,765.09,7.0,5355.64,297.54,0.255,1.0,46.0,46.0,128.26,64.14,64.27
590B,pass@9,9.0,50.0,36.0,69.0,59.0,105.0,310.72,617.68,6.21,3835.78,213.1,0.2059,2.0,57.0,57.0,163.16,55.64,55.77
590B,pass@10,6.0,36.0,25.0,50.0,42.0,75.0,201.63,404.42,4.17,1685.1,93.62,0.1348,2.0,47.0,47.0,80.85,72.87,73.0
590B,pass@11,10.0,78.0,65.0,128.0,88.0,193.0,523.48,1246.67,8.21,10229.09,568.28,0.4156,1.0,78.0,78.0,158.97,51.54,51.67
590B,pass@12,6.0,30.0,18.0,36.0,36.0,54.0,162.72,279.18,3.6,1005.03,55.84,0.0931,1.0,38.0,38.0,89.47,75.2,75.33
590B,pass@14,6.0,26.0,19.0,38.0,32.0,57.0,137.72,285.0,4.38,1249.62,69.42,0.095,3.0,30.0,30.0,53.33,79.24,79.38
590B,pass@15,9.0,45.0,32.0,61.0,54.0,93.0,275.66,535.2,6.1,3264.75,181.37,0.1784,2.0,43.0,43.0,130.23,65.36,65.49
590B,pass@16,3.0,8.0,5.0,10.0,11.0,15.0,28.75,51.89,1.88,97.3,5.41,0.0173,1.0,24.0,24.0,233.33,56.93,57.06
590B,pass@17,7.0,19.0,16.0,32.0,26.0,48.0,100.36,225.62,5.89,1329.98,73.89,0.0752,3.0,39.0,39.0,20.51,71.86,72.0
590B,pass@18,6.0,20.0,13.0,26.0,26.0,39.0,101.95,183.32,3.9,714.94,39.72,0.0611,1.0,33.0,33.0,21.21,74.62,74.75
590B,pass@19,6.0,19.0,13.0,26.0,25.0,39.0,96.22,181.11,4.11,743.51,41.31,0.0604,2.0,35.0,35.0,34.29,77.5,77.63
590B,pass@20,9.0,45.0,36.0,70.0,54.0,106.0,275.66,610.02,7.0,4270.13,237.23,0.2033,4.0,45.0,45.0,100.0,69.4,69.54
590B,pass@21,5.0,21.0,11.0,22.0,26.0,33.0,103.85,155.11,2.62,406.25,22.57,0.0517,1.0,28.0,28.0,57.14,82.06,82.2
590B,pass@22,6.0,21.0,14.0,28.0,27.0,42.0,107.75,199.71,4.0,798.82,44.38,0.0666,3.0,32.0,32.0,31.25,77.31,77.44
590B,pass@23,5.0,43.0,25.0,50.0,48.0,75.0,244.94,418.87,2.91,1217.65,67.65,0.1396,1.0,37.0,35.0,54.05,76.9,77.03
590B,pass@24,6.0,21.0,14.0,28.0,27.0,42.0,107.75,199.71,4.0,798.82,44.38,0.0666,3.0,43.0,43.0,41.86,76.19,76.33
590B,pass@25,5.0,17.0,13.0,26.0,22.0,39.0,81.1,173.92,3.82,664.98,36.94,0.058,2.0,36.0,36.0,88.89,77.08,77.22
590B,pass@27,6.0,34.0,24.0,48.0,40.0,72.0,188.48,383.18,4.24,1622.88,90.16,0.1277,1.0,40.0,40.0,57.5,75.93,76.07
590B,pass@28,6.0,26.0,18.0,36.0,32.0,54.0,137.72,270.0,4.15,1121.54,62.31,0.09,2.0,48.0,48.0,68.75,74.96,74.96
590B,pass@29,6.0,26.0,18.0,36.0,32.0,54.0,137.72,270.0,4.15,1121.54,62.31,0.09,3.0,39.0,39.0,56.41,76.97,77.1
590B,pass@30,3.0,10.0,6.0,12.0,13.0,18.0,37.97,66.61,1.8,119.89,6.66,0.0222,1.0,27.0,27.0,18.52,78.63,78.63
