problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
586C,1,8.0,59.0,93.0,356.0,67.0,449.0,371.08,2723.67,24.14,65737.49,3652.08,0.9079,10.0,56.0,54.0,0.0,36.47,36.47
586C,2,9.0,59.0,75.0,303.0,68.0,378.0,375.61,2301.06,23.11,53177.91,2954.33,0.767,9.0,56.0,48.0,0.0,37.11,37.11
586C,3,8.0,57.0,81.0,376.0,65.0,457.0,356.47,2752.22,26.39,72620.04,4034.45,0.9174,13.0,59.0,57.0,0.0,35.54,35.54
586C,4,7.0,59.0,87.0,330.0,66.0,417.0,366.73,2520.51,19.58,49342.23,2741.24,0.8402,8.0,52.0,47.0,0.0,37.67,37.67
586C,5,8.0,66.0,73.0,341.0,74.0,414.0,422.93,2570.71,20.67,53128.08,2951.56,0.8569,11.0,61.0,51.0,0.02,43.89,35.7
586C,6,8.0,59.0,64.0,259.0,67.0,323.0,371.08,1959.35,17.56,34404.8,1911.38,0.6531,7.0,44.0,39.0,0.0,40.16,40.16
586C,7,10.0,67.0,105.0,358.0,77.0,463.0,439.65,2901.52,26.72,77518.28,4306.57,0.9672,14.0,58.0,53.0,0.0,35.4,35.4
586C,8,8.0,83.0,99.0,456.0,91.0,555.0,553.13,3611.83,21.98,79373.14,4409.62,1.2039,10.0,68.0,60.0,0.05,46.4,33.77
586C,9,7.0,56.0,73.0,399.0,63.0,472.0,344.86,2821.28,24.94,70355.57,3908.64,0.9404,13.0,63.0,54.0,0.0,34.84,34.84
586C,10,9.0,52.0,89.0,334.0,61.0,423.0,324.95,2508.7,28.9,72511.13,4028.4,0.8362,14.0,53.0,51.0,0.0,36.7,36.7
586C,11,9.0,73.0,77.0,364.0,82.0,441.0,480.39,2803.68,22.44,62909.98,3495.0,0.9346,11.0,65.0,57.0,0.05,47.75,34.83
586C,12,7.0,59.0,76.0,295.0,66.0,371.0,366.73,2242.47,17.5,39243.23,2180.18,0.7475,8.0,49.0,44.0,0.0,38.59,38.59
586C,13,8.0,62.0,74.0,340.0,70.0,414.0,393.16,2537.52,21.94,55661.8,3092.32,0.8458,10.0,60.0,49.0,0.02,44.37,36.03
586C,14,7.0,67.0,107.0,461.0,74.0,568.0,426.08,3526.97,24.08,84936.8,4718.71,1.1757,15.0,80.0,75.0,0.0,31.63,31.63
586C,15,9.0,63.0,91.0,378.0,72.0,469.0,405.1,2893.69,27.0,78129.76,4340.54,0.9646,13.0,74.0,66.0,0.0,33.24,33.24
586C,16,8.0,55.0,70.0,262.0,63.0,332.0,341.97,1984.46,19.05,37812.92,2100.72,0.6615,7.0,44.0,39.0,0.0,40.12,40.12
586C,17,8.0,59.0,64.0,255.0,67.0,319.0,371.08,1935.08,17.29,33453.97,1858.55,0.645,7.0,46.0,38.0,0.0,39.77,39.77
586C,18,9.0,74.0,89.0,367.0,83.0,456.0,488.03,2907.02,22.32,64877.57,3604.31,0.969,9.0,57.0,50.0,0.09,53.16,36.24
586C,19,8.0,59.0,82.0,304.0,67.0,386.0,371.08,2341.51,20.61,48258.93,2681.05,0.7805,8.0,49.0,44.0,0.0,38.46,38.46
586C,20,7.0,53.0,68.0,306.0,60.0,374.0,323.23,2209.18,20.21,44642.05,2480.11,0.7364,8.0,48.0,40.0,0.0,38.83,38.83
586C,22,8.0,78.0,92.0,335.0,86.0,427.0,514.26,2744.02,17.18,47140.77,2618.93,0.9147,8.0,52.0,42.0,0.11,55.52,37.42
586C,23,8.0,66.0,79.0,333.0,74.0,412.0,422.93,2558.29,20.18,51631.04,2868.39,0.8528,9.0,50.0,46.0,0.04,49.73,37.87
586C,24,7.0,55.0,83.0,303.0,62.0,386.0,337.63,2298.32,19.28,44315.78,2461.99,0.7661,8.0,48.0,43.0,0.0,38.71,38.71
586C,25,8.0,58.0,67.0,288.0,66.0,355.0,363.76,2145.76,19.86,42619.23,2367.74,0.7153,8.0,51.0,43.0,0.0,38.35,38.35
586C,26,8.0,56.0,56.0,251.0,64.0,307.0,349.21,1842.0,17.93,33024.43,1834.69,0.614,7.0,48.0,39.0,0.0,39.52,39.52
586C,27,8.0,54.0,58.0,249.0,62.0,307.0,334.76,1827.94,18.44,33715.31,1873.07,0.6093,7.0,46.0,38.0,0.0,39.95,39.95
586C,28,9.0,62.0,91.0,329.0,71.0,420.0,397.69,2582.89,23.88,61677.0,3426.5,0.861,8.0,50.0,44.0,0.02,46.75,37.97
586C,30,9.0,61.0,115.0,436.0,70.0,551.0,390.3,3377.23,32.16,108625.16,6034.73,1.1257,13.0,63.0,58.0,0.0,34.29,34.29
586C,31,9.0,67.0,93.0,342.0,76.0,435.0,434.96,2717.85,22.97,62429.38,3468.3,0.9059,9.0,57.0,50.0,0.04,47.86,36.44
586C,32,8.0,55.0,56.0,250.0,63.0,306.0,341.97,1829.05,18.18,33255.41,1847.52,0.6097,7.0,47.0,39.0,0.0,39.74,39.74
590B,1,7.0,42.0,62.0,133.0,49.0,195.0,246.13,1094.87,11.08,12134.79,674.16,0.365,2.0,25.0,21.0,0.0,47.95,47.95
590B,3,8.0,73.0,103.0,281.0,81.0,384.0,475.86,2434.5,15.4,37484.67,2082.48,0.8115,2.0,36.0,27.0,0.16,63.23,42.07
590B,4,9.0,168.0,185.0,798.0,177.0,983.0,1270.44,7340.66,21.38,156906.53,8717.03,2.4469,3.0,72.0,32.0,0.49,60.99,32.01
590B,5,7.0,43.0,64.0,145.0,50.0,209.0,252.98,1179.57,11.8,13921.62,773.42,0.3932,1.0,21.0,17.0,0.0,49.51,49.51
590B,6,7.0,42.0,57.0,130.0,49.0,187.0,246.13,1049.95,10.83,11374.47,631.91,0.35,1.0,21.0,17.0,0.0,49.87,49.87
590B,8,7.0,48.0,71.0,175.0,55.0,246.0,287.73,1422.21,12.76,18148.05,1008.22,0.4741,3.0,37.0,34.0,0.0,43.31,43.31
590B,10,7.0,81.0,113.0,427.0,88.0,540.0,533.18,3488.09,18.45,64357.47,3575.42,1.1627,6.0,49.0,37.0,0.07,53.06,37.52
590B,13,7.0,82.0,102.0,333.0,89.0,435.0,540.97,2816.94,14.21,40038.39,2224.36,0.939,3.0,46.0,35.0,0.1,56.99,39.17
590B,15,7.0,69.0,84.0,321.0,76.0,405.0,441.14,2530.41,16.28,41201.69,2288.98,0.8435,5.0,44.0,35.0,0.0,39.65,39.65
590B,21,8.0,66.0,81.0,291.0,74.0,372.0,422.93,2309.92,17.64,40738.53,2263.25,0.77,3.0,42.0,29.0,0.03,51.31,40.64
590B,25,7.0,44.0,104.0,211.0,51.0,315.0,259.87,1786.81,16.78,29990.05,1666.11,0.5956,2.0,25.0,21.0,0.0,46.47,46.47
590B,28,7.0,43.0,77.0,166.0,50.0,243.0,252.98,1371.46,13.51,18530.62,1029.48,0.4572,2.0,25.0,21.0,0.0,47.27,47.27
590B,30,8.0,68.0,89.0,234.0,76.0,323.0,437.95,2018.08,13.76,27778.29,1543.24,0.6727,5.0,44.0,36.0,0.05,53.57,40.34
595B,1,11.0,47.0,78.0,228.0,58.0,306.0,299.12,1792.54,26.68,47826.55,2657.03,0.5975,8.0,32.0,29.0,0.0,43.31,43.31
595B,2,9.0,48.0,84.0,248.0,57.0,332.0,296.61,1936.52,23.25,45024.08,2501.34,0.6455,12.0,39.0,36.0,0.0,40.66,40.66
595B,3,8.0,52.0,83.0,289.0,60.0,372.0,320.42,2197.36,22.23,48849.08,2713.84,0.7325,12.0,50.0,47.0,0.0,37.92,37.92
595B,4,10.0,64.0,114.0,416.0,74.0,530.0,417.22,3291.01,32.5,106957.83,5942.1,1.097,11.0,62.0,59.0,0.0,34.79,34.79
595B,5,9.0,78.0,114.0,454.0,87.0,568.0,518.79,3659.59,26.19,95853.16,5325.18,1.2199,16.0,72.0,69.0,0.0,32.38,32.38
595B,6,9.0,47.0,90.0,265.0,56.0,355.0,289.6,2061.61,25.37,52307.9,2905.99,0.6872,12.0,39.0,36.0,0.0,40.47,40.47
595B,7,9.0,56.0,93.0,315.0,65.0,408.0,353.74,2457.13,25.31,62196.0,3455.33,0.819,10.0,47.0,44.0,0.0,38.44,38.44
595B,8,9.0,81.0,100.0,366.0,90.0,466.0,542.06,3025.2,20.33,61512.47,3417.36,1.0084,11.0,57.0,53.0,0.02,43.88,35.85
595B,9,9.0,80.0,115.0,423.0,89.0,538.0,534.28,3483.94,23.79,82896.11,4605.34,1.1613,14.0,63.0,56.0,0.07,48.81,34.06
595B,10,8.0,60.0,109.0,388.0,68.0,497.0,378.41,3025.47,25.87,78258.8,4347.71,1.0085,13.0,60.0,57.0,0.0,35.09,35.09
595B,11,8.0,47.0,72.0,221.0,55.0,293.0,285.07,1693.94,18.81,31860.46,1770.03,0.5646,10.0,36.0,33.0,0.0,42.1,42.1
595B,12,8.0,46.0,77.0,226.0,54.0,303.0,278.08,1743.73,19.65,34268.1,1903.78,0.5812,10.0,32.0,29.0,0.0,43.12,43.12
595B,13,8.0,70.0,106.0,345.0,78.0,451.0,453.05,2834.72,19.71,55884.41,3104.69,0.9449,15.0,63.0,55.0,0.05,47.68,34.56
595B,14,8.0,55.0,88.0,292.0,63.0,380.0,341.97,2271.37,21.24,48235.56,2679.75,0.7571,13.0,46.0,43.0,0.0,38.48,38.48
595B,15,7.0,50.0,75.0,250.0,57.0,325.0,301.84,1895.69,17.5,33174.56,1843.03,0.6319,10.0,44.0,39.0,0.0,39.85,39.85
595B,16,10.0,54.0,75.0,257.0,64.0,332.0,343.98,1992.0,23.8,47402.22,2633.46,0.664,10.0,43.0,40.0,0.0,39.92,39.92
595B,17,8.0,46.0,69.0,200.0,54.0,269.0,278.08,1548.06,17.39,26922.87,1495.71,0.516,8.0,30.0,27.0,0.0,44.37,44.37
595B,18,8.0,47.0,89.0,263.0,55.0,352.0,285.07,2035.04,22.38,45550.23,2530.57,0.6783,8.0,41.0,38.0,0.0,40.58,40.58
595B,19,8.0,46.0,70.0,250.0,54.0,320.0,278.08,1841.56,21.74,40034.0,2224.11,0.6139,9.0,30.0,27.0,0.0,43.7,43.7
595B,20,10.0,51.0,80.0,262.0,61.0,342.0,322.51,2028.31,25.69,52099.78,2894.43,0.6761,11.0,41.0,38.0,0.0,40.18,40.18
595B,21,10.0,60.0,82.0,284.0,70.0,366.0,387.63,2243.32,23.67,53091.85,2949.55,0.7478,11.0,47.0,44.0,0.0,38.58,38.58
595B,22,11.0,62.0,117.0,432.0,73.0,549.0,407.21,3398.21,38.32,130228.32,7234.91,1.1327,16.0,47.0,42.0,0.0,36.65,36.65
595B,23,9.0,50.0,82.0,262.0,59.0,344.0,310.72,2023.63,23.58,47717.18,2650.95,0.6745,11.0,40.0,37.0,0.0,40.42,40.42
595B,24,8.0,62.0,89.0,322.0,70.0,411.0,393.16,2519.14,20.77,52333.0,2907.39,0.8397,12.0,52.0,48.0,0.02,45.57,37.14
595B,25,9.0,63.0,75.0,264.0,72.0,339.0,405.1,2091.6,18.86,39441.69,2191.2,0.6972,10.0,45.0,41.0,0.02,48.42,39.34
595B,26,10.0,51.0,87.0,285.0,61.0,372.0,322.51,2206.23,27.94,61644.78,3424.71,0.7354,11.0,44.0,41.0,0.0,39.26,39.26
595B,27,10.0,59.0,97.0,306.0,69.0,403.0,380.3,2461.74,25.93,63838.22,3546.57,0.8206,12.0,53.0,47.0,0.0,37.03,37.03
595B,28,9.0,63.0,82.0,273.0,72.0,355.0,405.1,2190.32,19.5,42711.31,2372.85,0.7301,9.0,38.0,35.0,0.0,40.94,40.94
595B,29,11.0,65.0,113.0,350.0,76.0,463.0,429.51,2892.79,29.62,85671.1,4759.51,0.9643,10.0,53.0,48.0,0.04,48.44,36.81
595B,30,10.0,54.0,81.0,273.0,64.0,354.0,343.98,2124.0,25.28,53690.0,2982.78,0.708,11.0,44.0,41.0,0.0,39.37,39.37
595B,31,10.0,54.0,82.0,279.0,64.0,361.0,343.98,2166.0,25.83,55955.0,3108.61,0.722,10.0,49.0,43.0,0.0,38.43,38.43
595B,32,8.0,44.0,53.0,160.0,52.0,213.0,264.21,1214.19,14.55,17661.0,981.17,0.4047,6.0,24.0,21.0,0.0,47.49,47.49
604D,1,8.0,39.0,48.0,164.0,47.0,212.0,230.13,1177.57,16.82,19807.38,1100.41,0.3925,7.0,33.0,29.0,0.0,44.43,44.43
604D,2,8.0,41.0,37.0,138.0,49.0,175.0,243.66,982.57,13.46,13228.8,734.93,0.3275,5.0,28.0,25.0,0.0,46.81,46.81
604D,3,7.0,37.0,39.0,141.0,44.0,180.0,212.4,982.7,13.34,13107.06,728.17,0.3276,5.0,28.0,24.0,0.0,46.81,46.81
604D,4,7.0,36.0,37.0,139.0,43.0,176.0,205.77,955.02,13.51,12906.07,717.0,0.3183,6.0,29.0,25.0,0.0,46.43,46.43
604D,5,7.0,38.0,43.0,144.0,45.0,187.0,219.07,1026.98,13.26,13620.95,756.72,0.3423,5.0,30.0,25.0,0.0,46.02,46.02
604D,6,8.0,36.0,35.0,111.0,44.0,146.0,210.12,797.08,12.33,9830.62,546.15,0.2657,4.0,22.0,19.0,0.0,49.86,49.86
604D,7,7.0,37.0,37.0,136.0,44.0,173.0,212.4,944.48,12.86,12150.63,675.03,0.3148,5.0,26.0,22.0,0.0,47.63,47.63
604D,8,8.0,33.0,34.0,95.0,41.0,129.0,190.47,691.12,11.52,7958.4,442.13,0.2304,4.0,19.0,14.0,0.0,51.68,51.68
604D,9,8.0,38.0,35.0,124.0,46.0,159.0,223.42,878.25,13.05,11463.43,636.86,0.2927,5.0,25.0,22.0,0.0,48.22,48.22
604D,10,8.0,33.0,29.0,78.0,41.0,107.0,190.47,573.26,9.45,5419.89,301.11,0.1911,3.0,17.0,14.0,0.0,53.44,53.44
604D,11,7.0,33.0,31.0,84.0,40.0,115.0,186.12,612.02,8.91,5452.56,302.92,0.204,3.0,17.0,14.0,0.0,53.24,53.24
604D,12,8.0,41.0,42.0,155.0,49.0,197.0,243.66,1106.1,15.12,16726.36,929.24,0.3687,6.0,29.0,26.0,0.0,45.98,45.98
604D,13,7.0,38.0,37.0,140.0,45.0,177.0,219.07,972.06,12.89,12534.43,696.36,0.324,5.0,28.0,24.0,0.0,46.84,46.84
604D,14,7.0,34.0,32.0,85.0,41.0,117.0,192.63,626.83,8.75,5484.79,304.71,0.2089,3.0,17.0,14.0,0.0,53.17,53.17
604D,15,8.0,34.0,31.0,90.0,42.0,121.0,196.97,652.47,10.59,6908.51,383.81,0.2175,4.0,19.0,16.0,0.0,51.86,51.86
604D,16,8.0,44.0,54.0,212.0,52.0,266.0,264.21,1516.32,19.27,29223.56,1623.53,0.5054,7.0,36.0,31.0,0.0,42.84,42.84
604D,17,8.0,40.0,46.0,164.0,48.0,210.0,236.88,1172.84,16.4,19234.61,1068.59,0.3909,6.0,31.0,27.0,0.0,45.17,45.17
604D,18,8.0,37.0,36.0,128.0,45.0,164.0,216.75,900.66,13.84,12463.24,692.4,0.3002,5.0,26.0,22.0,0.0,47.77,47.77
604D,19,8.0,39.0,42.0,156.0,47.0,198.0,230.13,1099.81,16.0,17596.94,977.61,0.3666,6.0,32.0,27.0,0.0,45.06,45.06
604D,20,7.0,41.0,51.0,195.0,48.0,246.0,239.31,1373.9,16.65,22870.42,1270.58,0.458,6.0,36.0,32.0,0.0,43.27,43.27
604D,21,7.0,33.0,27.0,87.0,40.0,114.0,186.12,606.7,9.23,5598.18,311.01,0.2022,3.0,19.0,14.0,0.0,52.22,52.22
604D,22,7.0,34.0,32.0,85.0,41.0,117.0,192.63,626.83,8.75,5484.79,304.71,0.2089,3.0,17.0,14.0,0.0,53.17,53.17
604D,23,7.0,36.0,45.0,134.0,43.0,179.0,205.77,971.3,13.03,12653.9,702.99,0.3238,4.0,23.0,19.0,0.0,48.84,48.84
604D,24,7.0,37.0,39.0,136.0,44.0,175.0,212.4,955.4,12.86,12291.1,682.84,0.3185,5.0,27.0,23.0,0.0,47.24,47.24
604D,25,7.0,36.0,36.0,127.0,43.0,163.0,205.77,884.48,12.35,10920.89,606.72,0.2948,5.0,27.0,22.0,0.0,47.47,47.47
604D,26,8.0,34.0,36.0,93.0,42.0,129.0,196.97,695.61,10.94,7610.78,422.82,0.2319,4.0,21.0,18.0,0.0,50.72,50.72
