problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
586C,pass@1,4.0,15.0,10.0,20.0,19.0,30.0,66.6,127.44,2.67,339.83,18.88,0.0425,11.0,40.0,40.0,10.0,66.51,66.65
586C,pass@2,3.0,10.0,7.0,14.0,13.0,21.0,37.97,77.71,2.1,163.19,9.07,0.0259,0.0,24.0,24.0,0.0,55.71,56.66
586C,pass@3,3.0,12.0,8.0,16.0,15.0,24.0,47.77,93.77,2.0,187.53,10.42,0.0313,0.0,24.0,24.0,8.33,71.47,72.55
586C,pass@4,8.0,19.0,15.0,30.0,27.0,45.0,104.71,213.97,6.32,1351.39,75.08,0.0713,12.0,50.0,50.0,12.0,64.1,64.24
586C,pass@5,3.0,14.0,11.0,22.0,17.0,33.0,58.06,134.89,2.36,317.95,17.66,0.045,7.0,34.0,34.0,5.88,64.82,64.82
586C,pass@7,4.0,12.0,8.0,15.0,16.0,23.0,51.02,92.0,2.5,230.0,12.78,0.0307,0.0,29.0,29.0,0.0,53.27,54.35
586C,pass@8,3.0,10.0,7.0,14.0,13.0,21.0,37.97,77.71,2.1,163.19,9.07,0.0259,0.0,26.0,26.0,0.0,54.82,55.9
586C,pass@9,4.0,15.0,10.0,20.0,19.0,30.0,66.6,127.44,2.67,339.83,18.88,0.0425,9.0,40.0,40.0,15.0,69.99,70.13
586C,pass@10,4.0,10.0,8.0,16.0,14.0,24.0,41.22,91.38,3.2,292.4,16.24,0.0305,0.0,26.0,26.0,0.0,54.33,55.4
586C,pass@11,8.0,22.0,15.0,29.0,30.0,44.0,122.11,215.9,5.27,1138.4,63.24,0.072,9.0,42.0,42.0,9.52,64.35,64.48
586C,pass@12,4.0,11.0,8.0,15.0,15.0,23.0,46.05,89.86,2.73,245.07,13.61,0.03,0.0,27.0,27.0,14.81,74.68,76.02
586C,pass@13,4.0,18.0,19.0,38.0,22.0,57.0,83.06,254.19,4.22,1073.24,59.62,0.0847,7.0,47.0,43.0,4.26,58.57,58.71
586C,pass@14,6.0,19.0,13.0,26.0,25.0,39.0,96.22,181.11,4.11,743.51,41.31,0.0604,11.0,43.0,43.0,9.3,64.22,64.35
586C,pass@15,6.0,21.0,21.0,41.0,27.0,62.0,107.75,294.8,5.86,1726.7,95.93,0.0983,8.0,43.0,43.0,0.0,45.87,46.0
586C,pass@16,3.0,13.0,9.0,18.0,16.0,27.0,52.86,108.0,2.08,224.31,12.46,0.036,0.0,26.0,26.0,0.0,53.95,54.9
586C,pass@18,4.0,11.0,6.0,11.0,15.0,17.0,46.05,66.42,2.0,132.83,7.38,0.0221,0.0,28.0,28.0,3.57,65.62,66.83
586C,pass@19,4.0,11.0,6.0,12.0,15.0,18.0,46.05,70.32,2.18,153.43,8.52,0.0234,8.0,30.0,30.0,0.0,53.63,53.77
586C,pass@20,3.0,11.0,8.0,16.0,14.0,24.0,42.81,91.38,2.18,199.37,11.08,0.0305,0.0,26.0,26.0,0.0,54.33,55.4
586C,pass@21,4.0,11.0,7.0,13.0,15.0,20.0,46.05,78.14,2.36,184.69,10.26,0.026,0.0,29.0,29.0,3.45,64.48,65.82
586C,pass@24,4.0,11.0,7.0,13.0,15.0,20.0,46.05,78.14,2.36,184.69,10.26,0.026,0.0,28.0,28.0,0.0,53.83,55.18
586C,pass@25,4.0,13.0,10.0,20.0,17.0,30.0,56.11,122.62,3.08,377.3,20.96,0.0409,9.0,41.0,41.0,9.76,66.48,66.61
586C,pass@26,3.0,10.0,6.0,12.0,13.0,18.0,37.97,66.61,1.8,119.89,6.66,0.0222,0.0,27.0,27.0,0.0,54.8,56.01
586C,pass@27,5.0,11.0,7.0,13.0,16.0,20.0,49.66,80.0,2.95,236.36,13.13,0.0267,0.0,29.0,29.0,0.0,53.43,54.77
586C,pass@29,4.0,12.0,8.0,16.0,16.0,24.0,51.02,96.0,2.67,256.0,14.22,0.032,0.0,28.0,28.0,0.0,53.48,54.55
586C,pass@31,5.0,14.0,10.0,18.0,19.0,28.0,64.91,118.94,3.21,382.31,21.24,0.0396,10.0,31.0,31.0,6.45,66.14,66.28
586C,pass@32,3.0,11.0,7.0,14.0,14.0,21.0,42.81,79.95,1.91,152.64,8.48,0.0267,0.0,27.0,28.0,0.0,54.17,55.11
590B,pass@2,9.0,39.0,29.0,58.0,48.0,87.0,234.66,485.89,6.69,3251.74,180.65,0.162,5.0,34.0,34.0,5.88,60.79,61.19
590B,pass@3,8.0,47.0,36.0,72.0,55.0,108.0,285.07,624.39,6.13,3826.03,212.56,0.2081,2.0,36.0,36.0,0.0,45.8,46.21
590B,pass@5,7.0,66.0,46.0,92.0,73.0,138.0,418.58,854.2,4.88,4167.44,231.52,0.2847,4.0,47.0,47.0,12.77,62.45,62.18
590B,pass@6,7.0,28.0,21.0,42.0,35.0,63.0,154.26,323.14,5.25,1696.51,94.25,0.1077,1.0,37.0,37.0,10.81,65.96,66.5
590B,pass@7,7.0,46.0,41.0,82.0,53.0,123.0,273.74,704.53,6.24,4395.68,244.2,0.2348,3.0,39.0,33.0,10.26,64.27,64.54
590B,pass@9,8.0,56.0,38.0,76.0,64.0,114.0,349.21,684.0,5.43,3713.14,206.29,0.228,3.0,35.0,35.0,0.0,45.66,46.06
590B,pass@10,6.0,42.0,26.0,52.0,48.0,78.0,241.99,435.63,3.71,1618.04,89.89,0.1452,5.0,43.0,43.0,30.23,71.91,71.78
590B,pass@11,8.0,86.0,63.0,126.0,94.0,189.0,576.66,1238.82,5.86,7260.05,403.34,0.4129,4.0,80.0,80.0,8.75,52.44,53.11
590B,pass@12,9.0,44.0,33.0,66.0,53.0,99.0,268.74,567.06,6.75,3827.68,212.65,0.189,2.0,33.0,33.0,12.12,65.83,66.64
590B,pass@13,5.0,15.0,11.0,22.0,20.0,33.0,70.21,142.62,3.67,522.95,29.05,0.0475,0.0,19.0,19.0,31.58,83.61,83.88
590B,pass@14,7.0,50.0,36.0,72.0,57.0,108.0,301.84,629.95,5.04,3174.96,176.39,0.21,4.0,43.0,43.0,2.33,53.18,53.32
590B,pass@15,9.0,60.0,69.0,137.0,69.0,206.0,382.94,1258.36,10.28,12929.61,718.31,0.4195,3.0,89.0,89.0,7.87,50.34,51.42
590B,pass@17,8.0,53.0,36.0,72.0,61.0,108.0,327.58,640.52,5.43,3480.56,193.36,0.2135,4.0,37.0,37.0,13.51,65.51,65.78
590B,pass@19,7.0,21.0,14.0,28.0,28.0,42.0,111.89,201.91,4.67,942.24,52.35,0.0673,2.0,27.0,27.0,18.52,74.98,75.12
590B,pass@20,8.0,48.0,38.0,76.0,56.0,114.0,292.08,662.04,6.33,4192.91,232.94,0.2207,3.0,38.0,38.0,0.0,45.11,45.38
590B,pass@21,7.0,32.0,21.0,42.0,39.0,63.0,179.65,332.98,4.59,1529.63,84.98,0.111,2.0,26.0,26.0,30.77,77.75,77.88
590B,pass@22,8.0,45.0,31.0,62.0,53.0,93.0,271.13,532.7,5.51,2935.75,163.1,0.1776,6.0,52.0,52.0,11.54,61.32,61.59
590B,pass@24,6.0,40.0,28.0,56.0,46.0,84.0,228.39,463.98,4.2,1948.71,108.26,0.1547,3.0,42.0,42.0,16.67,67.27,67.4
590B,pass@25,9.0,39.0,24.0,48.0,48.0,72.0,234.66,402.12,5.54,2227.11,123.73,0.134,3.0,32.0,32.0,0.0,48.12,48.53
590B,pass@26,7.0,16.0,19.0,38.0,23.0,57.0,83.65,257.84,8.31,2143.32,119.07,0.0859,0.0,36.0,36.0,11.11,67.12,67.79
