problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
586C,1,8.0,87.0,84.0,421.0,95.0,505.0,584.54,3317.78,19.36,64219.96,3567.78,1.1059,10.0,67.0,52.0,0.1,52.06,34.17
586C,2,9.0,97.0,92.0,412.0,106.0,504.0,668.72,3390.87,19.11,64811.1,3600.62,1.1303,12.0,65.0,52.0,0.12,53.07,34.12
586C,3,9.0,98.0,90.0,476.0,107.0,566.0,676.77,3815.67,21.86,83399.65,4633.31,1.2719,13.0,73.0,60.0,0.1,50.49,32.53
586C,4,8.0,68.0,79.0,331.0,76.0,410.0,437.95,2561.65,19.47,49876.84,2770.94,0.8539,11.0,58.0,45.0,0.12,55.07,36.19
586C,5,8.0,67.0,71.0,313.0,75.0,384.0,430.43,2391.87,18.69,44695.77,2483.1,0.7973,10.0,57.0,42.0,0.11,54.8,36.69
586C,6,9.0,91.0,83.0,461.0,100.0,544.0,620.74,3614.26,22.8,82393.16,4577.4,1.2048,13.0,72.0,62.0,0.06,46.94,32.82
586C,7,8.0,89.0,82.0,403.0,97.0,485.0,600.34,3200.96,18.11,57976.9,3220.94,1.067,9.0,61.0,47.0,0.15,55.88,35.3
586C,8,8.0,87.0,87.0,445.0,95.0,532.0,584.54,3495.16,20.46,71510.24,3972.79,1.1651,11.0,64.0,52.0,0.1,52.2,34.31
586C,9,8.0,103.0,93.0,497.0,111.0,590.0,712.71,4008.71,19.3,77371.91,4298.44,1.3362,11.0,74.0,58.0,0.15,53.18,32.52
586C,11,8.0,79.0,79.0,456.0,87.0,535.0,522.0,3446.97,23.09,79585.85,4421.44,1.149,11.0,73.0,61.0,0.09,49.91,33.1
586C,12,9.0,97.0,92.0,412.0,106.0,504.0,668.72,3390.87,19.11,64811.1,3600.62,1.1303,12.0,65.0,52.0,0.12,53.07,34.12
586C,14,8.0,103.0,111.0,498.0,111.0,609.0,712.71,4137.8,19.34,80024.23,4445.79,1.3793,17.0,80.0,65.0,0.08,47.26,30.87
586C,15,8.0,80.0,83.0,412.0,88.0,495.0,529.75,3197.42,20.6,65866.82,3659.27,1.0658,11.0,63.0,52.0,0.09,51.39,34.73
586C,16,8.0,90.0,89.0,531.0,98.0,620.0,608.27,4101.12,23.6,96786.43,5377.02,1.367,12.0,85.0,70.0,0.11,49.63,31.0
586C,17,8.0,71.0,71.0,313.0,79.0,384.0,460.63,2420.65,17.63,42685.3,2371.41,0.8069,11.0,56.0,43.0,0.12,55.89,36.69
586C,18,8.0,62.0,71.0,317.0,70.0,388.0,393.16,2378.16,20.45,48637.24,2702.07,0.7927,10.0,48.0,41.0,0.02,47.42,38.34
586C,19,8.0,54.0,66.0,289.0,62.0,355.0,334.76,2113.74,21.41,45249.69,2513.87,0.7046,11.0,49.0,43.0,0.0,38.37,38.37
586C,20,7.0,56.0,64.0,293.0,63.0,357.0,344.86,2133.89,18.31,39076.84,2170.94,0.7113,11.0,52.0,45.0,0.0,37.78,37.78
586C,21,8.0,88.0,83.0,485.0,96.0,568.0,592.43,3740.26,22.05,82455.7,4580.87,1.2468,13.0,79.0,67.0,0.08,48.03,31.84
586C,22,8.0,57.0,71.0,302.0,65.0,373.0,356.47,2246.34,21.19,47606.71,2644.82,0.7488,11.0,53.0,45.0,0.04,49.42,37.44
586C,25,8.0,89.0,79.0,409.0,97.0,488.0,600.34,3220.76,18.38,59204.04,3289.11,1.0736,9.0,64.0,51.0,0.12,53.91,34.83
586C,26,9.0,95.0,79.0,368.0,104.0,447.0,652.67,2995.1,17.43,52209.26,2900.51,0.9984,10.0,62.0,50.0,0.11,53.37,35.21
586C,27,9.0,72.0,87.0,307.0,81.0,394.0,472.76,2497.9,19.19,47928.47,2662.69,0.8326,10.0,58.0,47.0,0.06,50.45,36.4
586C,28,8.0,99.0,111.0,527.0,107.0,638.0,680.31,4301.06,21.29,91582.08,5087.89,1.4337,20.0,82.0,68.0,0.11,48.14,30.12
586C,29,7.0,59.0,60.0,290.0,66.0,350.0,366.73,2115.54,17.2,36394.42,2021.91,0.7052,10.0,47.0,41.0,0.0,38.9,38.9
586C,30,8.0,93.0,89.0,447.0,101.0,536.0,632.14,3568.8,19.23,68613.08,3811.84,1.1896,11.0,67.0,54.0,0.11,52.5,33.81
586C,31,8.0,81.0,76.0,418.0,89.0,494.0,537.53,3199.01,20.64,66033.93,3668.55,1.0663,10.0,68.0,56.0,0.1,51.52,34.14
586C,32,9.0,79.0,103.0,505.0,88.0,608.0,526.53,3927.33,28.77,112973.01,6276.28,1.3091,22.0,75.0,66.0,0.04,43.08,30.97
590B,1,7.0,60.0,78.0,175.0,67.0,253.0,374.06,1534.72,10.21,15666.94,870.39,0.5116,1.0,33.0,25.0,0.14,64.58,44.43
590B,3,8.0,98.0,137.0,519.0,106.0,656.0,672.24,4413.52,21.18,93494.48,5194.14,1.4712,8.0,72.0,63.0,0.07,48.29,32.89
590B,4,7.0,52.0,85.0,238.0,59.0,323.0,316.07,1900.09,16.02,30438.04,1691.0,0.6334,3.0,35.0,31.0,0.0,42.96,42.96
590B,5,8.0,82.0,103.0,290.0,90.0,393.0,545.32,2551.3,14.15,36091.54,2005.09,0.8504,3.0,45.0,36.0,0.12,58.84,39.68
590B,6,7.0,56.0,81.0,197.0,63.0,278.0,344.86,1661.68,12.31,20459.48,1136.64,0.5539,1.0,33.0,29.0,0.0,44.19,44.19
590B,7,7.0,67.0,120.0,380.0,74.0,500.0,426.08,3104.73,19.85,61631.14,3423.95,1.0349,7.0,53.0,47.0,0.04,48.74,36.99
590B,8,7.0,48.0,63.0,151.0,55.0,214.0,287.73,1237.21,11.01,13622.21,756.79,0.4124,1.0,23.0,21.0,0.0,48.51,48.51
590B,9,9.0,125.0,166.0,652.0,134.0,818.0,899.25,5780.06,23.47,135669.59,7537.2,1.9267,11.0,96.0,83.0,0.03,39.85,28.94
590B,10,7.0,101.0,95.0,414.0,108.0,509.0,692.13,3438.24,14.35,49326.8,2740.38,1.1461,3.0,46.0,36.0,0.14,58.99,38.56
590B,11,8.0,56.0,59.0,243.0,64.0,302.0,349.21,1812.0,17.36,31451.14,1747.29,0.604,4.0,36.0,30.0,0.06,57.02,42.7
590B,12,7.0,90.0,128.0,376.0,97.0,504.0,603.92,3326.36,14.62,48638.72,2702.15,1.1088,6.0,57.0,49.0,0.08,51.82,36.23
590B,13,7.0,43.0,68.0,160.0,50.0,228.0,252.98,1286.8,13.02,16758.32,931.02,0.4289,1.0,22.0,18.0,0.0,48.81,48.81
590B,14,7.0,75.0,98.0,366.0,82.0,464.0,486.81,2949.9,17.08,50384.36,2799.13,0.9833,5.0,50.0,41.0,0.02,47.05,37.97
590B,15,8.0,61.0,82.0,206.0,69.0,288.0,385.77,1759.26,13.51,23764.36,1320.24,0.5864,5.0,40.0,36.0,0.03,51.31,41.66
590B,16,7.0,52.0,73.0,186.0,59.0,259.0,316.07,1523.6,12.52,19074.36,1059.69,0.5079,1.0,30.0,26.0,0.0,45.36,45.36
590B,17,7.0,56.0,95.0,238.0,63.0,333.0,344.86,1990.43,14.88,29607.71,1644.87,0.6635,3.0,39.0,35.0,0.0,41.79,41.79
590B,19,7.0,76.0,79.0,301.0,83.0,380.0,494.49,2422.51,13.86,33580.52,1865.58,0.8075,4.0,39.0,32.0,0.09,57.55,41.06
590B,20,8.0,69.0,70.0,332.0,77.0,402.0,445.49,2519.25,19.25,48486.4,2693.69,0.8397,5.0,42.0,32.0,0.06,54.03,40.1
590B,21,7.0,80.0,108.0,398.0,87.0,506.0,525.41,3260.13,17.41,56767.0,3153.72,1.0867,5.0,62.0,57.0,0.0,35.63,35.63
590B,22,7.0,94.0,109.0,375.0,101.0,484.0,635.78,3222.57,13.96,44996.05,2499.78,1.0742,3.0,47.0,35.0,0.19,61.14,38.56
590B,23,8.0,68.0,62.0,333.0,76.0,395.0,437.95,2467.93,19.59,48342.42,2685.69,0.8226,4.0,47.0,36.0,0.0,39.23,39.23
590B,24,7.0,55.0,65.0,286.0,62.0,351.0,337.63,2089.92,18.2,38036.6,2113.14,0.6966,5.0,39.0,36.0,0.0,41.37,41.37
590B,25,8.0,150.0,114.0,508.0,158.0,622.0,1108.32,4542.95,13.55,61541.85,3418.99,1.5143,5.0,60.0,42.0,0.24,59.46,34.93
590B,26,8.0,74.0,91.0,381.0,82.0,472.0,483.5,3000.76,20.59,61799.53,3433.31,1.0003,5.0,55.0,45.0,0.04,49.0,37.02
590B,27,7.0,91.0,123.0,446.0,98.0,569.0,611.86,3763.77,17.15,64563.13,3586.84,1.2546,8.0,63.0,54.0,0.07,49.61,34.64
590B,28,8.0,97.0,135.0,445.0,105.0,580.0,664.19,3894.26,18.35,71461.72,3970.1,1.2981,6.0,67.0,59.0,0.06,48.64,34.22
590B,30,9.0,85.0,149.0,478.0,94.0,627.0,573.33,4109.73,25.31,104000.27,5777.79,1.3699,11.0,63.0,55.0,0.02,41.86,33.97
590B,31,7.0,54.0,76.0,191.0,61.0,267.0,330.42,1583.51,12.38,19603.23,1089.07,0.5278,4.0,38.0,34.0,0.0,42.6,42.6
590B,32,7.0,65.0,83.0,347.0,72.0,430.0,411.11,2653.07,18.68,49571.55,2753.98,0.8844,4.0,45.0,38.0,0.0,39.43,39.43
595B,1,11.0,85.0,124.0,384.0,96.0,508.0,582.85,3345.16,24.85,83117.41,4617.63,1.1151,9.0,46.0,36.0,0.16,59.33,37.84
595B,2,8.0,46.0,66.0,214.0,54.0,280.0,278.08,1611.37,18.61,29985.47,1665.86,0.5371,5.0,36.0,32.0,0.0,42.92,42.92
595B,3,10.0,51.0,64.0,196.0,61.0,260.0,322.51,1541.99,19.22,29630.43,1646.13,0.514,8.0,31.0,28.0,0.0,44.07,44.07
595B,4,10.0,78.0,91.0,292.0,88.0,383.0,523.48,2473.96,18.72,46307.5,2572.64,0.8247,7.0,45.0,38.0,0.1,56.5,39.23
595B,5,9.0,53.0,65.0,207.0,62.0,272.0,332.11,1619.54,17.58,28464.2,1581.34,0.5398,8.0,32.0,29.0,0.0,43.62,43.62
595B,6,9.0,63.0,74.0,234.0,72.0,308.0,405.1,1900.34,16.71,31762.77,1764.6,0.6334,9.0,31.0,27.0,0.04,54.33,43.3
595B,7,10.0,114.0,144.0,463.0,124.0,607.0,812.17,4221.2,20.31,85719.92,4762.22,1.4071,8.0,62.0,45.0,0.24,59.0,34.44
595B,8,10.0,65.0,63.0,214.0,75.0,277.0,424.67,1725.38,16.46,28402.45,1577.91,0.5751,6.0,32.0,28.0,0.03,54.54,43.69
