Function Name,Frequency
__init__,34326
forward,18066
__call__,3520
__len__,2145
__getitem__,1991
main,1979
__repr__,1580
init_weights,1058
call,925
train,755
setUp,689
parse_args,639
step,616
backward,563
reset,562
__iter__,559
update,557
loss,522
evaluate,509
setup,422
_init_weights,398
forward_train,342
test,339
reset_parameters,302
_make_layer,299
__str__,281
decode,280
forward_features,280
predict,279
Bottleneck,266
simple_test,262
run,261
get_input_embeddings,254
build_model,248
get_targets,247
add_args,247
tearDown,246
BasicBlock,242
_init_layers,242
build,238
get_config,235
encode,233
get_output_embeddings,233
sample,232
get_classifier,229
reset_classifier,223
aug_test,213
extra_repr,212
_cfg,209
get_bboxes,207
set_input_embeddings,206
load_state_dict,202
forward_single,201
fit,201
prepare_config_and_inputs,199
save,196
load,194
__setstate__,190
save_checkpoint,182
serving_output,175
prepare_config_and_inputs_for_common,170
set_output_embeddings,168
load_dataset,162
initialize,157
conv3x3,156
prepare_inputs_for_generation,154
test_config,153
close,152
ResNet,152
train_step,149
extract_feat,148
flops,146
get_lr,145
validate,143
__getattr__,140
get,139
from_pretrained,138
no_weight_decay,135
load_annotations,132
accuracy,129
Attention,129
test_model_from_pretrained,129
state_dict,128
save_vocabulary,128
max_positions,127
__post_init__,127
_prune_heads,127
tokenize,126
custom_forward,125
log,124
AverageMeter,124
training_step,119
get_params,118
transform,118
create_custom_forward,118
set_epoch,117
_forward,117
__eq__,117
size,116
_inner_forward,115
forward_dummy,115
__exit__,114
Block,112
__enter__,112
Mlp,112
prune_heads,112
collate_fn,111
forward_head,110
normalize,108
loss_single,108
assign,106
wrapper,106
preprocess,105
group_matcher,105
forward_test,104
build_inputs_with_special_tokens,104
get_loss,103
set_grad_checkpointing,103
transpose_for_scores,103
_reorder_cache,102
_get_target_single,100
__getstate__,100
get_labels,99
eval,98
process,97
collater,96
set_seed,95
inference,95
to,94
__next__,94
__del__,94
compute_metrics,93
get_vocab,93
_freeze_stages,92
validation_step,92
vocab_size,92
_tokenize,92
get_ann_info,90
convert,90
convert_tokens_to_string,90
create_token_type_ids_from_sequences,90
print,89
PatchEmbed,89
get_decoder,89
configure_optimizers,87
conv1x1,87
norm1,87
generate,87
add,86
get_model,86
compute_loss,86
get_dev_examples,86
_convert_id_to_token,86
load_data,85
_get_bboxes_single,85
crop,84
get_train_examples,84
test_model,84
postprocess,83
save_model,83
format_results,82
download,82
get_encoder,82
_convert_token_to_id,82
Model,81
_sample_pos,80
_sample_neg,80
dummy_inputs,80
render,79
_info,79
Config,79
adjust_learning_rate,78
load_model,77
get_data,77
ModelArguments,77
window_partition,76
_create_examples,76
create_and_check_model,76
_set_gradient_checkpointing,75
get_args,74
num_tokens,74
_compute,74
get_special_tokens_mask,74
get_dataset,73
Encoder,73
DataTrainingArguments,73
_get_obs,73
resize,72
resnet18,72
make_res_layer,72
parse,72
resnet50,71
window_reverse,71
synchronize_between_processes,71
Trainer,71
get_parser,70
get_test_examples,70
pad,69
rotate,69
load_checkpoint,69
apply,69
setup_task,68
get_world_size,67
test_step,67
get_cat_ids,66
_reset_parameters,66
download_files,66
supports_prefetch,65
seed,65
build_dataset,64
_bbox_forward_train,64
resnet34,63
upgrade_state_dict_named,63
setUpClass,63
target_dictionary,63
MLP,62
_bbox_forward,62
with_pos_embed,62
preprocessor,62
resnet101,61
ordered_indices,61
_initialize_weights,61
modify_commandline_options,61
flip,60
_load_from_state_dict,60
Transformer,60
get_rank,60
from_config,60
test_produce,60
train_one_epoch,59
__setattr__,59
value,59
reorder_encoder_out,59
score,59
onnx_export,58
extract_features,58
augment,58
prefetch,58
extract_numerical_data,58
test_model_common_attributes,58
norm2,56
build_optimizer,56
get_value,56
init,56
step_wait,56
