File Name,Frequency
__init__,3890
utils,547
train,252
setup,191
test,169
config,167
builder,148
model,133
main,126
resnet,96
dataset,91
misc,88
metrics,86
base,85
logger,79
transforms,72
loss,70
inference,66
eval,63
util,63
datasets,59
losses,55
data,49
transformer,47
trainer,46
models,42
version,40
registry,40
data_utils,38
common,37
conf,35
evaluate,34
cityscapes,33
build,33
helpers,32
checkpoint,30
layers,29
preprocess,29
coco,28
constants,27
vgg,27
loading,25
collect_env,25
optimizer,25
demo,25
networks,24
test_utils,24
benchmark,24
formating,23
resnext,23
lr_scheduler,23
dataset_wrappers,22
distributed_sampler,22
run,22
distributed,22
network,22
pytorch2onnx,21
res_layer,21
refresh_test_valid_data,21
parser,21
base_dataset,21
custom,20
default_runtime,20
fpn,20
io,20
dataloader,20
activations,20
compose,19
focal_loss,19
training,19
encoder,19
position_encoding,19
evaluator,19
evaluation,19
dist_utils,18
hrnet,18
predict,18
sampler,18
mlp,18
loader,18
model_utils,18
visualizer,18
auto_augment,17
test_time_aug,17
get_flops,17
decoder,17
deform_conv,17
defaults,17
imagenet,17
samplers,17
base_model,17
eval_hooks,16
voc,16
single_stage,16
accuracy,16
print_config,16
publish_model,16
engine,16
augmentation,16
unet,16
swin_transformer,16
options,16
sweep_osr,16
metric,16
hubconf,16
ops,15
deepfashion,15
wider_face,15
stat,15
image,15
resnest,15
iou_loss,15
analyze_logs,15
tools,15
combining_data_acrooss_lang,15
refresh_data_train_all_test_valid,15
efficientnet,15
train_utils,15
modules,15
densenet,15
scheduler,15
transform,15
swin,14
two_stage,14
cross_entropy_loss,14
data_loader,14
conv,14
plot,14
comm,14
norm,14
weight_init,14
env,14
upfirdn2d,14
eval_utils,14
logging,14
general,14
torch_utils,13
coco_panoptic,13
ema,13
regnet,13
yolo,13
visualize,13
mask,13
download,13
tokenizer,13
matcher,13
augmentations,13
linear,13
mixup,13
bleu,13
client,13
preprocessing,13
pointnet2_utils,13
anchor_generator,12
class_names,12
merge_augs,12
res2net,12
test_loading,12
test_transform,12
example,12
functional,12
pascal_context,12
wrappers,12
functions,12
callbacks,12
activation,12
vision_transformer,12
senet,12
log,12
file_utils,12
base_options,12
train_options,12
fused_act,12
assign_result,11
base_assigner,11
max_iou_assigner,11
base_sampler,11
combined_sampler,11
instance_balanced_pos_sampler,11
iou_balanced_neg_sampler,11
pseudo_sampler,11
random_sampler,11
sampling_result,11
mean_ap,11
structures,11
mobilenet_v2,11
rpn,11
bbox_head,11
test_sampler,11
test_resnet,11
test_config,11
test_eval_hook,11
test_misc,11
pascal_voc,11
onnx2tensorrt,11
browse_dataset,11
core,11
attention,11
timer,11
cross_entropy,11
normalization,11
server,11
batchnorm,11
discriminator,11
modeling,11
common_utils,11
app,11
module,10
coco_instance,10
schedule_2x,10
demodata,10
group_sampler,10
anchor_head,10
base_dense_head,10
retina_head,10
smooth_l1_loss,10
util_mixins,10
test_losses,10
test_forward,10
configs,10
task,10
drive,10
hrf,10
stare,10
vit,10
runner,10
infer,10
criterion,10
geometry,10
_init_paths,10
mobilenet,10
mobilenetv2,10
radam,10
summary,10
modeling_bert,10
gcn,10
cifar10,10
client_manager,10
backbone,10
inception,10
plot_utils,10
box_utils,10
export,10
deform_pool,10
test_options,10
ms_deform_attn_func,10
ms_deform_attn,10
conftest,10
cascade_mask_rcnn_r50_fpn,9
mask_rcnn_r50_fpn,9
approx_max_iou_assigner,9
iou2d_calculator,9
match_cost,9
ohem_sampler,9
bbox_overlaps,9
recall,9
mask_target,9
bbox_nms,9
lvis,9
xml_style,9
detr,9
fast_rcnn,9
faster_rcnn,9
fcos,9
test_mixins,9
regnet2mmdet,9
visualization,9
classifier,9
chase_db1,9
dice_loss,9
vis,9
predictor,9
lpips,9
dataset_factory,9
visual,9
wrn,9
finetune,9
random_erasing,9
dla,9
factory,9
clip,9
net,9
opts,9
token_performer,9
token_transformer,9
server_manager,9
arguments,9
roi_align,9
box_ops,9
faster_rcnn_r50_fpn,8
schedule_1x,8
point_generator,8
atss_assigner,8
center_region_assigner,8
grid_assigner,8
hungarian_assigner,8
point_assigner,8
region_assigner,8
base_bbox_coder,8
bucketing_bbox_coder,8
delta_xywh_bbox_coder,8
legacy_delta_xywh_bbox_coder,8
pseudo_bbox_coder,8
tblr_bbox_coder,8
yolo_bbox_coder,8
score_hlr_sampler,8
instaboost,8
darknet,8
hourglass,8
ssd_vgg,8
dense_test_mixins,8
fcos_head,8
ga_retina_head,8
ga_rpn_head,8
guided_anchor_head,8
rpn_head,8
ssd_head,8
cascade_rcnn,8
htc,8
mask_rcnn,8
point_rend,8
retinanet,8
balanced_l1_loss,8
ghm_loss,8
bfp,8
hrfpn,8
pafpn,8
convfc_bbox_head,8
fcn_mask_head,8
fused_semantic_head,8
htc_mask_head,8
inverted_residual,8
positional_encoding,8
contextmanagers,8
profiling,8
util_random,8
test_common,8
test_resnest,8
test_necks,8
test_head,8
eval_metric,8
robustness_eval,8
test_robustness,8
detectron2pytorch,8
upgrade_model_version,8
blocks,8
potsdam,8
vqvae,8
multihead_attention,8
convert,8
collate,8
memory,8
xception,8
random,8
rotate_iou,8
kitti_dataset,8
nuscenes_dataset,8
modeling_utils,8
plots,8
replicate,8
unittest,8
ensemble,8
generator,8
initialize,8
ant,8
segmentation,8
concat_dataset,8
score,8
embedding,8
coco_eval,8
pointnet2_modules,8
optimizers,7
cityscapes_detection,7
cityscapes_instance,7
coco_detection,7
coco_instance_semantic,7
lvis_v0.5_instance,7
lvis_v1_instance,7
voc0712,7
cascade_rcnn_r50_fpn,7
fast_rcnn_r50_fpn,7
faster_rcnn_r50_caffe_c4,7
faster_rcnn_r50_caffe_dc5,7
mask_rcnn_r50_caffe_c4,7
retinanet_r50_fpn,7
rpn_r50_caffe_c4,7
rpn_r50_fpn,7
ssd300,7
schedule_20e,7
__init__-checkpoint,7
detectors_resnet,7
detectors_resnext,7
trident_resnet,7
anchor_free_head,7
atss_head,7
cascade_rpn_head,7
centripetal_head,7
corner_head,7
embedding_rpn_head,7
fovea_head,7
free_anchor_retina_head,7
