Variable Name,Projects Count
x,478
parser,453
args,433
model,431
loss,421
data,359
out,355
y,351
output,339
optimizer,325
mask,320
device,319
batch_size,287
idx,284
dataset,274
n,263
labels,259
p,254
result,252
s,248
outputs,248
i,246
v,245
res,244
label,238
img,238
d,235
h,229
k,228
t,228
logger,226
path,224
w,221
results,219
m,218
f,218
target,216
pred,213
config,211
name,211
a,208
inputs,204
b,202
indices,202
r,195
index,195
features,192
c,191
filename,189
start,189
image,189
logits,187
end,181
x1,181
alpha,179
mean,178
params,177
q,177
z,177
layers,176
checkpoint,175
scores,173
score,171
weights,169
weight,169
scale,168
state_dict,166
size,166
lr,165
ret,164
x2,163
batch,162
__all__,162
std,159
lines,157
N,156
shape,155
value,153
padding,149
count,149
df,148
g,148
train_loader,147
scheduler,146
images,145
line,145
acc,145
key,145
text,143
start_time,139
j,137
input,136
preds,135
losses,133
l,132
pos,130
sample,130
width,129
targets,129
u,129
total,128
norm,128
msg,128
offset,128
save_path,127
B,126
metrics,126
temp,126
seed,124
trainer,124
state,124
val,123
delta,123
X,122
noise,122
train_dataset,122
diff,121
writer,121
eps,120
values,120
correct,120
tmp,120
keys,120
dim,119
cfg,116
files,116
num,114
tokens,114
dist,113
transform,113
stride,111
criterion,111
num_classes,110
sampler,110
expansion,109
net,108
predictions,108
A,108
tokenizer,107
kwargs,107
attn,106
y1,106
tensor,105
prefix,105
residual,105
step,104
T,104
file_name,104
fig,104
samples,103
test_loader,103
sigma,103
info,100
dataloader,100
opt,99
total_loss,98
output_dir,98
length,98
center,97
color,97
ax,96
x0,96
mu,95
rank,95
names,95
_,95
height,94
test_dataset,94
C,94
mode,93
grid,93
imgs,92
query,91
ratio,91
file_path,90
xs,90
ids,90
feature,90
masks,90
bias,90
precision,89
ind,89
W,88
prob,88
D,88
R,88
root,88
url,88
model_name,87
H,87
epoch,87
classes,87
row,86
K,86
bs,86
loader,85
model_path,85
input_shape,85
block,85
cnt,84
layer,84
M,83
split,83
e,83
x3,83
dtype,82
probs,82
kernel,82
context,82
order,82
colors,82
theta,82
identity,82
__version__,81
y2,81
points,81
dx,81
beta,80
splits,80
recall,80
obj,79
src,79
module,79
left,79
metadata,79
gt,79
im,78
distance,78
world_size,78
data_loader,78
stats,77
L,77
in_channels,77
fp,77
item,76
header,76
paths,76
flag,76
pad,75
inds,75
img_path,75
gamma,75
val_loader,75
feat,74
meta,74
classname,74
file,74
attention_mask,74
fn,73
f1,73
downsample,73
formatter,73
out_channels,72
grad,72
data_path,72
angle,72
factor,71
input_ids,71
metric,71
t1,70
ys,70
counts,70
datasets,70
prediction,70
log,70
dataset_name,70
ckpt,69
rows,69
num_samples,69
channels,69
parameters,69
coords,69
qkv,69
norm_layer,69
conv,67
save_dir,67
var,67
out_features,67
version,67
feats,67
depth,67
area,67
buffer,66
pool,66
image_path,66
group,65
parts,65
embeddings,65
tp,65
ds,64
emb,63
suffix,63
lr_scheduler,63
groups,63
content,63
img_size,63
right,62
dists,62
kernel_size,62
start_idx,62
union,62
P,62
train_data,62
message,62
frame,61
valid,61
id,61
model_dict,61
table,61
filepath,61
pbar,60
hidden_states,60
test,60
modules,60
reader,59
match,59
ch,59
steps,59
bbox,59
matches,59
embedding,58
log_dir,58
response,58
blocks,58
counter,57
head_dim,57
idxs,57
window,57
token,57
S,57
dy,57
mse,57
options,56
y_pred,56
ones,56
Y,56
normalize,56
cols,56
max_len,56
output_path,56
transforms,56
data_dir,56
offsets,55
t0,55
threshold,55
total_time,55
val_dataset,55
x4,55
end_idx,54
keep,54
mat,54
encoder,54
epsilon,54
cmd,54
shortcut,54
loc,54
label_list,54
boxes,54
G,54
image_size,54
patch_size,54
cls,53
p2,53
rng,53
task,53
o,53
intersection,53
train,53
zeros,53
strides,53
perm,53
top,53
iou,53
title,53
data_time,53
train_sampler,53
attn_mask,52
embed_dim,52
words,52
project,52
denom,52
outs,52
vals,52
grads,52
act,52
ref,52
filenames,52
t2,51
y_true,51
fps,51
start_epoch,51
now,51
scaler,51
no_decay,51
items,50
head,50
input_size,50
fmt,50
num_workers,50
error,50
sizes,50
models,50
weight_decay,50
pairs,50
dt,50
new_size,50
accuracy,50
epochs,49
word,49
defaults,49
seq_len,49
sim,49
position,49
vocab,49
progress,49
xx,49
hidden_features,49
env,49
p1,49
train_dataloader,49
model_urls,49
V,48
fname,48
num_channels,48
folder,48
distances,48
generator,48
train_loss,48
shift,48
Z,48
arr,48
dpr,48
return_dict,47
example,47
timestamp,47
directory,47
dims,47
dilation,47
inp,47
lengths,47
checkpoint_path,47
param,47
attr,47
model_dir,47
edges,46
err,46
data_list,46
seq,46
cs,46
box,46
img2,46
end_time,46
texts,45
examples,45
cache_dir,45
new_state_dict,45
radius,45
hs,45
cy,45
prompt,45
matrix,45
Q,45
num_layers,44
extensions,44
cost,44
pos_embed,44
skip,44
max_length,44
spec,44
d1,44
maxk,44
annotations,44
ckpt_path,44
ts,44
data_dict,43
tgt,43
max_size,43
w1,43
output_size,43
states,43
mapping,43
phi,43
cx,43
image_id,43
backbone,43
col,43
d2,43
global_step,43
r1,42
sentences,42
denominator,42
txt,42
activation,42
c2,42
trans,42
mlp_hidden_dim,42
num_patches,42
fh,42
rot,42
nodes,41
st,41
rec,41
frames,41
test_data,41
ws,41
correct_k,41
img1,41
inter,41
up,41
config_path,40
ext,40
source,40
data_root,40
decay,40
b2,40
answer,40
cp,40
y0,40
yy,40
scale_factor,40
errors,40
cmap,40
hidden_dim,40
optimizer_grouped_parameters,40
log_file,39
decoder,39
angles,39
loss_fn,39
hidden,39
op,39
best,39
loss_fct,39
candidates,39
c1,39
headers,39
file_handler,39
r2,39
eval_dataset,39
num_heads,38
success,38
ps,38
vocab_size,38
shuffle,38
overlap,38
l2,38
h1,38
attention,38
dir,38
done,38
trainset,38
tag,38
tx,38
ap,38
topk,38
func,38
windows,38
img_name,38
I,38
ops,38
first,37
config_file,37
ious,37
thresh,37
interval,37
pattern,37
positions,37
flags,37
attention_probs,37
num_labels,37
times,37
means,37
b1,37
time,37
seq_length,37
columns,37
label_map,37
class_name,37
pts,37
level,37
string,37
x5,37
log_prob,37
sources,36
v1,36
gain,36
base,36
new,36
copyright,36
logs,36
step_size,36
out_file,36
label_path,36
html_theme,36
output_file,36
sequence,36
pt,36
grad_input,36
test_acc,36
attention_scores,36
current,36
grid_size,36
stop,36
prec,36
n_classes,36
batch_idx,36
scales,36
new_key,36
bound,36
mu1,36
command,35
high,35
position_ids,35
node,35
token_type_ids,35
html_static_path,35
pooled_output,35
batches,35
bsz,35
sp,35
extra,35
question,35
temperature,35
templates_path,35
exclude_patterns,35
input_mask,35
input_dim,35
sentence,35
out1,35
logit,35
extension,35
C1,35
label_file,35
point,35
axis,35
relative_coords,35
best_epoch,35
language,34
convs,34
root_dir,34
infos,34
ks,34
indexes,34
history,34
method,34
parsed,34
l1,34
variance,34
iterator,34
tasks,34
sequence_output,34
test_dataloader,34
out2,34
new_x_shape,34
template,34
log_level,34
class_names,34
num_points,34
x_out,34
gts,34
cat,34
loss_dict,34
ndim,34
train_set,34
s1,34
batch_time,34
mu2,34
iters,33
elapsed,33
valid_mask,33
entries,33
buf,33
mod,33
low,33
max_idx,33
ans,33
phase,33
arg,33
all_hidden_states,33
test_loss,33
testset,33
key_layer,33
query_layer,33
categories,33
it,33
a1,33
xyz,33
module_name,33
dirname,33
action,33
cls_tokens,33
E,33
lam,33
output_hidden_states,32
encoder_outputs,32
seg,32
input_tensor,32
num_gpus,32
release,32
author,32
memory,32
cur,32
gradients,32
loss1,32
attention_output,32
value_layer,32
label_id,32
rotation,32
areas,32
runner,32
precisions,32
pad_h,32
array,32
xy,32
test_set,32
pad_w,32
eta,32
force,32
U,32
C2,32
down,32
psnr,32
cond,32
fc,31
log_probs,31
inputs_embeds,31
sig,31
cache_path,31
reduction,31
summary,31
duration,31
sample_idx,31
embed,31
context_layer,31
graph,31
loss_value,31
a2,31
pi,31
last,31
one_hot,31
reward,31
patches,31
relative_position_bias,31
alphas,31
classifier,31
obs,30
contents,30
sz,30
desc,30
source_suffix,30
zs,30
choice,30
model_config,30
pe,30
answers,30
checkpoints,30
model_type,30
segments,30
master_doc,30
v2,30
trainloader,30
mixed_query_layer,30
new_context_layer_shape,30
result_dict,30
bottom,30
wh,30
x_max,30
anchors,30
storage,30
conf,30
iteration,30
file_list,30
start_index,30
vis,30
rgb,30
vec,30
previous_dilation,30
s2,30
new_data,30
num_features,30
cc,30
input_data,29
dropout,29
deltas,29
lrs,29
position_embeddings,29
flops,29
video,29
grad_norm,29
output_dict,29
objects,29
long_description,29
momentum,29
doc,29
evaluator,29
out_dir,29
num_frames,29
m1,29
output_attentions,29
out_dim,29
num_blocks,29
bboxes,29
dst,29
intermediate_output,29
tic,29
tree,29
stage,29
num_replicas,29
xmax,29
label_ids,29
log_msg,29
dw,29
config_name,29
ann,29
wd,29
cls_loss,29
n_samples,29
crop,29
shapes,29
img_mask,29
stdv,29
att,29
val_loss,29
pretrained_dict,29
processor,29
loss2,28
num_params,28
h2,28
attn_weights,28
layer_outputs,28
zero,28
freq,28
port,28
h0,28
cache,28
extended_attention_mask,28
model_inputs,28
tot,28
format_string,28
half_dim,28
normalizer,28
batch_sampler,28
layer_output,28
types,28
x_,28
body,28
sort_idx,28
sd,28
all_labels,28
basename,28
max_x,28
train_transform,28
DATASETS,28
xmin,28
img_id,28
image_features,28
omega,28
out_h,28
tr,28
out_w,28
actions,28
replace_stride_with_dilation,28
learning_rate,28
relative_position_index,28
coords_flatten,28
coords_w,28
coords_h,28
image_list,28
ssim_map,28
model_class,28
tensor_list,27
numerator,27
found,27
dis,27
axes,27
clip,27
max_epoch,27
predictor,27
opts,27
warmup_steps,27
scaling,27
hidden_size,27
ground_truth,27
keep_prob,27
ranges,27
sx,27
pretrained,27
best_acc,27
testloader,27
patch,27
model_kwargs,27
similarity,27
y_list,27
reg_loss,27
result_list,27
num_pos,27
dataset_type,27
ty,27
c3,27
logit_scale,27
optim,27
dataset_path,27
sy,27
gs,27
window_size,27
aspect_ratio,27
iter_time,27
queue,27
reg,27
d3,27
ex,27
sigma1_sq,27
mu1_mu2,27
mu2_sq,27
sigma2_sq,27
mu1_sq,27
sigma12,27
dev,26
init,26
local_rank,26
lower,26
recalls,26
arch,26
z2,26
find_unused_parameters,26
model_name_or_path,26
verbose,26
extra_compile_args,26
out_path,26
corr,26
embedding_output,26
iter,26
eval_dataloader,26
normalized,26
configs,26
mem,26
log_path,26
instances,26
ar,26
max_y,26
border,26
new_h,26
crop_size,26
min_value,26
_version,26
text_features,26
bn,26
font,26
callbacks,26
is_best,26
eta_string,26
embedding_size,26
save_dict,26
global_rank,26
out_dict,26
betas,26
z1,26
image_name,26
output_shape,26
code,25
tmpdir,25
direction,25
parent,25
input_dict,25
fid,25
num_batches,25
handler,25
m2,25
training,25
ss,25
output_tokens,25
prompts,25
bins,25
block_size,25
ctx,25
loss_cls,25
encoded,25
all_tokens,25
tmp_dir,25
avg_loss,25
ranks,25
margin,25
widths,25
img_list,25
area2,25
elapsed_time,25
new_w,25
save_filename,25
area1,25
heatmap,25
inplanes,25
flip,25
total_steps,25
proposals,25
num_images,25
x_embed,25
category,25
stem,25
sc,25
rewards,25
total_time_str,25
loss_str,25
eta_seconds,25
num_epochs,25
loss_func,25
mask_windows,25
ce_loss,25
ssim,25
tags,25
F,25
sep,25
accs,24
decoded,24
b3,24
dc,24
hidden_state,24
freqs,24
checkpoint_file,24
max_val,24
inner_dim,24
fields,24
attn_output,24
caption,24
kl_loss,24
total_length,24
output_dim,24
transform_train,24
val_data,24
mid,24
x_min,24
vs,24
ymin,24
distributed,24
layer_name,24
center_y,24
num_imgs,24
ymax,24
img_tensor,24
overlaps,24
batch_shape,24
center_x,24
cov,24
image_dir,24
total_num,24
gen,24
queries,24
flow,24
edge,24
db,24
pc,24
policy,24
num_nodes,24
sign,24
predicted,24
attn_windows,24
shifted_x,24
nW,24
exclude,24
dic,24
num_steps,24
config_class,24
neg,24
pp,23
chars,23
div_term,23
orig_size,23
enc,23
fp16,23
total_size,23
c0,23
description,23
EPS,23
ratios,23
sent,23
masked_lm_loss,23
orig,23
node_list,23
prediction_scores,23
levels,23
module_path,23
new_word,23
update,23
old,23
root_path,23
regex,23
train_acc,23
param_groups,23
resolution,23
mAP,23
segment_ids,23
ignore,23
out_size,23
shifts,23
y_embed,23
gt_labels,23
neighbors,23
annotation,23
val_dataloader,23
hooks,23
worker_seed,23
num_examples,23
dh,23
image_shape,23
self,23
pose,23
pos_mask,23
detections,23
thresholds,23
in_channel,23
env_info,23
intermediate,23
dataset_dir,23
context_length,23
fs,23
new_shape,23
to_remove,23
run,23
