Variable Name,Projects Count
x,447
parser,381
model,370
args,366
loss,340
data,315
out,303
y,300
output,281
batch_size,274
optimizer,273
n,259
img,238
mask,238
i,230
f,223
w,221
t,218
h,216
labels,210
idx,210
s,207
dataset,198
a,196
p,195
m,194
d,190
res,189
result,186
b,184
c,183
name,183
r,180
outputs,180
v,176
layers,172
index,168
image,167
pred,167
target,165
path,164
filename,162
end,161
label,159
start,158
lr,157
params,156
inputs,155
k,154
z,153
alpha,152
count,152
features,152
x1,149
mean,149
indices,149
config,149
shape,147
device,143
scale,142
results,140
scores,139
size,138
images,138
width,137
N,135
__all__,133
weights,133
net,132
g,131
lines,131
residual,130
x2,128
start_time,125
std,125
y1,124
weight,124
logger,124
line,123
checkpoint,123
tmp,122
state,118
criterion,118
score,117
ret,116
norm,115
train_loader,115
correct,114
l,113
input,112
losses,109
diff,108
height,106
im,106
dist,104
key,104
expansion,103
logits,103
value,102
ax,102
fig,101
offset,100
A,100
acc,99
X,99
values,98
files,98
y2,97
batch,97
q,96
j,96
pos,95
num,95
imgs,94
scheduler,94
u,93
step,92
R,90
downsample,89
opt,89
targets,88
delta,88
color,88
padding,88
val,87
state_dict,87
writer,86
total,85
gamma,85
B,85
layer,85
names,83
temp,83
file_name,82
sample,82
fname,82
save_path,80
keys,79
ratio,79
eps,78
theta,78
length,78
ind,76
dim,75
beta,75
num_classes,75
colors,74
classes,74
sigma,74
C,74
seed,74
e,73
dx,72
test_loader,72
samples,71
__version__,71
L,71
fp,71
start_epoch,71
info,70
epoch,70
root,70
M,69
K,69
preds,69
msg,68
bias,67
predictions,67
obj,66
kernel,66
prefix,66
in_channels,66
feature,66
mode,65
stride,65
bbox,65
input_shape,65
cfg,65
kwargs,65
train_dataset,65
url,64
df,64
conv,64
cnt,63
probs,63
G,63
pad,63
W,63
total_loss,62
mu,62
text,62
epsilon,62
D,62
area,62
metrics,62
val_loader,61
var,61
left,61
fn,61
order,60
version,60
transform,60
trainer,60
precision,60
train_loss,60
H,60
prob,59
base,59
dy,59
inds,59
tp,59
masks,59
pool,59
gt,58
depth,58
classname,58
block,58
row,58
channels,58
tokens,58
P,58
paths,57
center,57
xs,57
T,57
_,57
data_loader,57
feat,57
train_data,57
grad,56
Y,56
dtype,55
points,55
param,55
recall,55
saver,55
split,54
noise,54
message,54
cols,54
model_path,54
dt,53
t1,53
extensions,53
x0,53
output_dir,53
file,52
header,52
model_name,52
splits,52
item,52
accuracy,52
data_path,51
keep,51
cls,51
cmd,51
project,51
angle,51
grid,51
ids,51
train,50
stats,50
valid,50
rank,50
filepath,50
dataloader,50
module,49
sampler,49
top,49
rows,49
filenames,49
right,49
data_dir,49
input_size,49
sess,49
union,48
tensor,48
grads,48
test_dataset,48
formatter,48
normalize,48
model_urls,47
file_path,47
exclude_patterns,47
counter,47
copyright,47
html_theme,47
correct_k,47
batch_time,47
factor,47
boxes,47
summary,46
release,46
inp,46
t0,46
img_path,46
epochs,46
ds,46
edges,46
templates_path,45
threshold,45
log,45
s1,45
FLAGS,45
bs,45
title,45
now,45
img_name,45
phi,44
p1,44
html_static_path,44
distance,44
outs,44
test,44
content,44
maxk,44
ys,43
r2,43
author,43
conv1,43
test_data,43
strides,43
modules,43
p2,42
xx,42
f1,42
source_suffix,42
sizes,42
S,42
arr,42
feats,42
idxs,42
words,42
master_doc,41
data_time,41
save_dir,41
reader,41
learning_rate,41
loader,41
test_loss,41
flag,41
max_len,40
o,40
c1,40
radius,40
weight_decay,40
seq,40
datasets,40
y_pred,40
ckpt,40
kernel_size,40
ap,40
match,40
momentum,39
c2,39
t2,39
V,39
pygments_style,39
prediction,39
query,39
prec,39
distances,39
models,39
pattern,38
id,38
x3,38
items,38
env,38
r1,38
out_channels,38
image_path,38
init,38
__author__,38
inter,37
steps,37
means,37
pts,37
error,37
src,37
model_dir,37
train_op,37
hs,37
num_samples,37
context,37
batches,37
dataset_name,37
ones,37
matches,37
grad_input,36
options,36
y_true,36
scales,36
ch,36
language,35
y0,35
method,35
vals,35
I,35
meta,35
iou,35
intersection,35
trainloader,35
suffix,35
flags,35
tree,35
objects,35
node,35
counts,35
bn,35
num_workers,35
table,35
feed_dict,35
axis,35
zeros,35
b1,34
latex_elements,34
pt,34
train_set,34
ss,34
overlap,34
end_time,34
y_test,34
global_step,34
classifier,34
best_acc,34
example,34
frame,34
current,33
expected,33
identity,33
lr_scheduler,33
train_sampler,33
ops,33
mat,33
word,33
y_train,33
groups,33
rec,33
thresh,33
ws,33
action,33
conv2,33
fps,33
err,33
frames,33
ps,32
cx,32
cy,32
htmlhelp_basename,32
xmax,32
latex_documents,32
texinfo_documents,32
bottom,32
man_pages,32
Z,32
vocab,32
log_file,32
start_idx,32
head,32
shortcut,32
is_best,32
num_channels,32
response,32
col,32
log_dir,32
transforms,31
v1,31
out1,31
states,31
token,31
offsets,31
sources,31
emb,31
source,31
fmt,31
num_images,31
op,31
buffer,31
array,31
ext,31
st,31
box,30
spec,30
b2,30
a1,30
yy,30
denom,30
ymax,30
out2,30
iteration,30
bins,30
parts,30
test_set,30
