Word,Frequency
the,858705
of,449621
to,417889
a,241179
for,232846
in,198288
and,197031
is,186708
or,117991
with,109355
be,109212
optional,108878
tensor,108763
if,101854
model,98267
list,93811
this,92413
int,90062
from,89852
args,83766
shape,83540
image,76113
torch,74640
returns,66391
defaults,65925
not,65746
as,65093
dict,65084
that,61795
each,61744
are,60583
str,59239
input,58660
license,58243
default,57806
all,57372
x,57233
used,54185
number,53983
by,53642
on,53360
true,50335
will,48697
n,47939
it,45664
use,44908
none,44812
tuple,43575
data,42967
param,42650
self,42340
float,41802
an,41301
attention,40867
bool,40695
layer,40494
config,40370
output,39763
size,39675
return,39211
we,38523
when,37942
function,37774
https,36781
class,36249
c,35556
can,35258
file,35224
loss,35203
s,33755
mask,32596
b,32472
whether,32146
batch,31158
set,31049
at,30776
w,28246
you,28173
one,28078
under,27222
which,27108
sequence,26975
only,26559
see,26438
h,26227
np,26173
token,25859
type,25688
dataset,25589
false,25250
should,25003
value,24643
training,24228
parameters,24074
org,23225
values,22878
t,22799
test,22791
labels,22482
module,22390
has,22204
images,22093
models,22061
tokens,21017
ndarray,20950
using,20882
layers,20866
array,20791
get,20761
path,20585
feature,20366
name,20253
points,19834
features,19739
e,19388
any,19206
copyright,19123
weights,19102
results,18905
configuration,18468
boxes,18323
may,17948
same,17915
text,17873
inputs,17588
i,17583
obj,17549
given,17296
scale,17282
method,17185
head,17036
sample,17001
first,16963
object,16844
compute,16747
forward,16631
floattensor,16571
distributed,16493
encoder,16444
box,16255
more,16168
format,16124
have,15812
com,15664
indices,15663
index,15635
y,15518
channels,15460
into,15416
key,15380
outputs,15278
length,15234
print,15214
add,14980
embeddings,14980
load,14492
no,14490
import,14482
classification,14238
g,14150
numpy,14093
width,14081
information,14040
decoder,13987
pytorch,13904
nn,13851
apache,13736
single,13731
level,13495
where,13364
dimension,13265
github,13179
arxiv,13135
last,13132
point,13127
returned,13010
padding,12994
m,12989
version,12962
k,12946
arguments,12892
time,12817
target,12690
height,12671
check,12661
ids,12638
original,12545
map,12540
random,12535
position,12501
software,12472
without,12453
transformers,12408
after,12349
specific,12296
rights,12205
dictionary,12142
embedding,12088
tf,12050
block,11996
samples,11943
hidden,11936
device,11773
keys,11763
different,11722
note,11714
language,11704
states,11652
between,11633
reserved,11586
base,11521
convert,11519
so,11479
weight,11441
mean,11431
code,11368
its,11366
scores,11353
generated,11225
based,11151
tokenizer,11128
step,11112
huggingface,11095
specified,11089
passed,11027
tensors,11026
range,10998
string,10967
create,10960
d,10948
label,10943
required,10903
save,10846
generate,10775
prediction,10757
then,10703
example,10684
matrix,10431
two,10408
mode,10361
but,10340
source,10314
masks,10283
current,10264
either,10222
transformer,10170
copy,10100
abs,9875
masked,9864
state,9799
py,9796
result,9794
python,9724
initialize,9711
dim,9706
other,9694
provided,9687
following,9663
prompt,9650
per,9564
need,9562
than,9549
directory,9398
contains,9325
make,9309
containing,9254
corresponding,9215
bboxes,9116
heads,9088
instead,8963
truth,8921
licensed,8858
bbox,8841
instance,8769
before,8716
train,8716
process,8716
channel,8711
new,8675
ground,8653
query,8532
predictions,8521
end,8484
http,8482
also,8456
apply,8385
order,8371
rate,8350
pipeline,8332
pass,8324
classes,8307
do,8154
parameter,8027
maximum,8004
paper,7957
out,7933
non,7847
update,7833
run,7822
f,7788
case,7782
task,7775
generation,7732
up,7729
licenses,7689
id,7678
calculate,7674
conditions,7626
must,7587
otherwise,7540
files,7508
coordinates,7506
except,7497
cross,7436
depth,7390
steps,7387
factor,7358
logits,7349
optimizer,7346
learning,7344
top,7318
examples,7311
www,7306
during,7305
checkpoint,7302
multiple,7300
here,7299
bs,7297
network,7294
dropout,7277
obtain,7273
diffusion,7269
memory,7262
some,7179
linear,7109
z,7090
multi,7079
normalization,7029
axis,7024
evaluation,7005
log,6945
attentions,6943
average,6924
pre,6910
kind,6852
center,6846
express,6839
split,6830
argument,6829
implementation,6817
segmentation,6809
root,6804
