Word,Frequency
the,351205
of,173405
to,143987
a,110223
for,93578
and,83919
in,81533
is,80072
this,49311
if,47524
with,42980
be,39503
or,38818
x,33751
model,33516
from,31837
returns,31517
args,28967
that,28270
list,27801
are,26086
as,25497
by,25252
data,24486
on,24155
not,23573
image,23043
license,22880
number,22364
shape,22319
input,21737
an,20954
each,20885
tensor,20588
it,20053
int,19812
default,19743
parameters,19655
all,19559
file,18530
used,18191
we,18165
will,18143
optional,18108
class,17773
use,17550
return,17508
n,16879
self,16618
output,16601
size,15903
function,15868
s,15811
none,15610
str,15587
param,15565
batch,15410
true,15217
set,15029
c,14041
value,13941
training,13522
t,13227
name,13199
can,12961
at,12851
array,12802
float,12145
layer,12044
test,11899
dataset,11809
which,11689
i,11490
loss,11458
source,11414
only,11256
np,11153
object,10920
b,10781
type,10639
dict,10466
one,10440
torch,10195
given,10127
under,9974
values,9783
get,9718
any,9657
when,9569
should,9560
bool,9544
copyright,9127
see,9088
print,9011
e,8998
you,8987
numpy,8705
code,8654
tuple,8501
path,8396
have,8320
ndarray,8279
false,8277
dictionary,8146
using,8128
string,8090
time,7931
same,7930
whether,7912
tf,7862
no,7818
directory,7724
https,7632
where,7621
load,7582
first,7518
obj,7495
length,7380
state,7380
arguments,7335
add,7329
compute,7319
its,7292
into,7076
random,6978
inputs,6918
y,6905
math,6836
weights,6833
h,6797
mask,6797
k,6779
w,6756
g,6747
method,6744
matrix,6565
check,6561
images,6515
has,6386
create,6246
may,6023
parameter,6018
so,5930
root,5848
but,5842
module,5828
index,5820
attention,5811
between,5801
layers,5763
new,5754
sample,5743
train,5728
labels,5726
licensed,5709
instance,5683
org,5613
target,5595
format,5590
outputs,5577
log,5572
d,5554
then,5531
samples,5492
found,5490
features,5482
example,5416
network,5415
note,5359
current,5305
m,5232
feature,5224
after,5186
learning,5166
must,5160
make,5077
models,5068
config,5062
based,5025
sequence,4999
p,4989
r,4947
inc,4938
text,4923
tokens,4919
range,4895
specific,4885
update,4869
single,4861
run,4852
base,4811
step,4747
encoder,4714
points,4694
weight,4683
version,4676
without,4667
save,4600
mean,4590
python,4548
tree,4538
line,4536
end,4520
specified,4473
point,4468
boxes,4468
original,4390
variable,4372
channels,4363
padding,4319
token,4318
than,4314
transform,4312
different,4311
rate,4305
containing,4302
com,4276
apply,4271
width,4259
distributed,4254
other,4247
over,4240
block,4227
scale,4225
provided,4224
box,4218
more,4188
results,4180
kernel,4172
dimension,4166
graph,4116
facebook,4112
two,4092
indices,4091
max,4086
key,4071
order,4063
also,4051
py,4026
before,4010
optimizer,3992
do,3990
need,3988
out,3938
mit,3869
label,3867
error,3836
split,3827
convert,3813
nn,3801
either,3792
maximum,3779
embedding,3746
up,3741
decoder,3732
generate,3719
forward,3713
l,3685
affiliates,3684
mode,3661
configuration,3660
language,3622
here,3612
files,3608
level,3607
per,3605
software,3594
case,3547
last,3539
pytorch,3533
sentence,3532
github,3484
command,3475
some,3425
following,3408
copy,3377
called,3375
import,3373
height,3364
result,3331
params,3326
initialize,3303
calculate,3290
start,3263
there,3254
process,3254
f,3249
distribution,3224
otherwise,3215
vector,3209
during,3191
non,3190
channel,3171
map,3155
like,3145
arxiv,3125
corresponding,3121
id,3102
names,3093
axis,3088
required,3067
build,3049
contains,3046
right,3024
conditions,3014
scores,3013
pre,3007
reference,3002
multiple,3002
todo,2997
call,2994
returned,2989
these,2986
elements,2976
examples,2952
task,2942
apache,2923
bounding,2919
z,2891
objects,2890
pretrained,2886
left,2881
top,2859
average,2829
valid,2821
epoch,2818
information,2817
defaults,2806
prediction,2795
http,2789
position,2772
normalization,2771
bin,2770
gradient,2764
tensors,2735
settings,2734
functions,2728
v,2725
initial,2714
score,2713
fairseq,2712
just,2705
convolutional,2702
element,2697
does,2681
checkpoint,2680
resnet,2670
instead,2665
types,2651
threshold,2641
pass,2634
they,2632
node,2627
len,2626
classes,2618
distance,2615
kwargs,2610
rights,2606
trained,2590
classification,2590
message,2589
instances,2583
filename,2578
stride,2577
every,2572
img,2569
j,2559
remove,2556
predictions,2556
both,2525
options,2522
coordinates,2515
ids,2494
keys,2478
zero,2476
convolution,2472
evaluation,2465
sum,2453
reserved,2448
sampling,2430
additional,2430
them,2430
conv,2428
targets,2419
abs,2418
plot,2406
standard,2398
integer,2397
net,2375
except,2374
read,2366
hidden,2353
implementation,2348
variables,2344
tests,2335
match,2328
states,2324
probability,2321
defined,2319
generated,2306
action,2298
implied,2281
linear,2275
env,2256
context,2254
don,2250
was,2236
residual,2232
added,2229
space,2228
norm,2227
user,2227
noise,2223
head,2217
memory,2216
including,2214
meth,2211
dim,2209
bias,2209
search,2208
warranties,2198
paper,2198
binary,2197
their,2188
www,2187
how,2185
argument,2182
above,2174
tensorflow,2169
dropout,2167
such,2161
filter,2161
passed,2158
utf,2155
total,2149
transformer,2141
factor,2128
full,2122
dimensions,2122
form,2119
empty,2111
validation,2104
frame,2099
gradients,2095
find,2094
been,2093
gpu,2088
obtain,2085
pdf,2084
next,2081
means,2075
your,2072
since,2070
depth,2062
according,2061
character,2059
word,2057
details,2054
generator,2043
lr,2041
classifier,2041
device,2039
second,2034
want,2033
json,2033
truth,2010
testing,2002
sure,2001
support,2001
losses,1995
logits,1993
else,1992
nodes,1991
ground,1990
system,1979
already,1968
color,1964
ratio,1964
basis,1963
grid,1954
coding,1944
account,1941
created,1933
logging,1923
append,1919
