Variable Name,Frequency
x,22382
out,8191
model,5276
img,3708
data,3484
y,3376
output,3354
loss,3233
args,3095
parser,2711
net,2423
dataset,2373
outputs,2204
mask,2175
image,2122
batch_size,2102
result,1821
res,1794
n,1697
logger,1684
s,1604
h,1582
labels,1516
optimizer,1514
w,1473
inputs,1461
p,1370
f,1369
target,1304
v,1295
m,1268
scores,1220
i,1202
idx,1165
residual,1158
__all__,1145
t,1144
features,1141
a,1138
b,1138
k,1137
filename,1124
logits,1114
results,1111
d,1096
ret,1090
label,1080
name,1065
line,997
weight,992
r,991
path,934
weights,898
state,892
images,879
indices,878
device,878
X,873
end,870
c,847
index,835
text,835
config,829
key,820
pred,818
value,812
z,811
layers,806
layer,798
x1,791
attn,789
hparams,783
tmp,782
lr,757
start,754
input,733
shape,727
params,719
scale,700
q,698
x2,692
score,683
lines,656
alpha,644
tokens,634
targets,625
size,624
cfg,623
sample,608
ax,596
boxes,577
im,576
offset,575
g,567
y1,566
num_classes,565
losses,558
batch,556
string,555
values,548
msg,543
A,542
checkpoint,542
preds,538
y2,531
l,531
o,530
val,520
mean,515
theta,513
width,510
bbox,501
hidden_states,500
N,494
predictions,486
count,483
sigma,476
R,475
downsample,465
obj,463
state_dict,460
expansion,459
data_root,458
x0,455
pos,454
samples,449
optimizer_config,448
log_level,446
points,437
bboxes,436
prefix,430
opt,427
lr_config,427
load_from,423
checkpoint_config,420
dataset_type,419
img_norm_cfg,418
dist_params,416
test_cfg,415
log_config,415
work_dir,415
resume_from,414
fig,413
workflow,413
total_epochs,412
train_cfg,411
std,406
feed_dict,405
u,403
attn_weights,402
encoder,398
start_time,395
criterion,394
e,392
src_tokens,392
height,388
padding,382
in_channels,382
_,380
df,377
dist,375
sample_size,375
diff,367
item,367
probs,366
correct,364
input_shape,361
dim,360
norm,357
info,354
kwargs,354
delta,351
stride,351
G,351
ds,351
length,344
files,343
keep,342
names,342
j,341
env,340
kernel,339
metrics,339
match,339
encoder_out,338
color,334
inds,331
num,331
ind,331
box,330
rois,329
acc,328
ids,328
action,327
cmd,324
K,324
total,322
bias,322
paths,319
FLAGS,319
eps,318
expected,312
train_loader,310
temp,309
tokenizer,308
decoder,308
tensor,307
masks,307
M,306
sampler,305
feat,305
test_pipeline,305
imgs,304
save_path,304
data_path,298
transform,293
fname,293
train_pipeline,293
query,290
Y,288
L,287
cls,285
scheduler,284
gt,279
B,278
dtype,277
train_op,277
overlaps,277
anchors,275
positions,275
lengths,275
conv,273
outs,270
step,268
seed,266
prev_output_tokens,266
task,265
w_norm,265
file_name,264
feature,264
natoms,262
roidb,260
module,258
input_ids,257
proposals,257
grad,255
saver,254
xs,253
mu,251
lprobs,250
gt_boxes,249
ratio,249
start_epoch,248
prediction,246
itr,246
root,245
problem,245
encoder_padding_mask,244
lbl,243
nodes,243
binTheta,243
train_data,241
depth,240
rank,240
attention_mask,238
writer,237
dx,236
sess,236
ntokens,236
logging_output,235
p1,233
T,232
output_dir,232
train_dataset,232
rng,232
stats,231
gamma,231
batches,231
feats,230
nframes,230
beta,229
channels,229
order,228
noise,228
emb,228
bsz,228
examples,227
prob,226
message,226
max_len,223
pool,223
generator,223
model_name,223
bn,222
context,222
learning_rate,221
iters,220
threshold,219
classes,217
angle,217
token,217
dt,215
cnt,215
seg,213
grid,213
keys,212
fp,212
pad,210
inp,209
test_loader,209
words,209
total_loss,208
split,208
block,208
source,208
trainer,207
src_lengths,207
layer_keys,206
test_data,205
var,203
it,203
model_path,200
sentence,200
cell,200
branch_2,199
colors,198
coord,198
url,197
precision,197
obs,197
embeddings,196
bbox_pred,196
base,194
group,194
log,194
left,194
response,194
v_hat,194
sizes,193
crops,193
branch_1,193
rate,192
grads,192
edges,192
options,191
u_hat,190
tp,189
P,189
p2,188
node,188
mcmc,187
center,187
reader,187
W,187
epoch,186
src,186
lq,186
header,185
input_buffer,185
datasets,184
jdata,184
epsilon,183
meta,183
norm_layer,183
__slots__,183
id,182
vocab,182
time0,182
locks,182
offsets,181
H,180
is_training,180
strides,179
phi,178
l2,178
s1,178
data_loader,178
fn,178
C,176
y_pred,176
model_dir,176
data_dir,175
ap,175
xyz,175
b1,174
global_step,174
dy,173
normalize,173
x_ref,172
b2,171
valid,170
mode,170
identity,170
loss_sum,170
pattern,168
hidden,168
op,168
version,167
l1,167
agent,167
filenames,166
error,166
update_ops,166
src_dataset,166
attn_mask,165
d2,164
shortcut,164
objs,163
num_embeddings,163
grad_input,162
hypos,162
ious,162
max,162
train_loss,161
rgb,161
evaluation,161
ys,160
splits,159
tree,159
mse,159
buffer,159
input_size,157
matches,157
train,156
filepath,156
padding_mask,156
help_category,156
val_loss,155
frames,155
file_path,154
param,154
logit,154
idxs,153
flags,153
D,152
other_adv_out,152
save_dir,151
min,151
frame,150
seq,149
sz,149
padding_idx,149
gt_bboxes,149
steps,148
d1,148
dataloader,148
test_dataset,148
flag,148
axis,148
__author__,148
mask_feats,148
recall,147
factor,147
dictionary,147
scale_factor,146
test_parameters,146
ref,146
arr,146
test,146
loader,146
st,146
reward,146
pos_inds,146
inter,145
times,145
area,145
position_ids,145
example,145
items,144
val_loader,144
suffix,144
decoder_out,144
Nodes,144
other_good_out,144
xx,143
top1,143
mask_pred,143
t1,142
counter,142
image_path,142
world_size,141
choice,141
best_acc,141
Z,140
right,140
word,140
xp,140
row,138
iou,138
table,138
aliases,138
loss_fct,137
tgt_dict,137
prompt,137
proposal_list,137
dets,136
beta1,136
nlist,136
start_iter,135
pred_boxes,134
t0,134
num_images,134
poses,134
distances,133
err,133
head_mask,133
token_type_ids,132
num_channels,131
vocab_size,131
ext,131
summary,130
model_params,130
gt_classes,130
ws,130
saved_state,130
gen_loss,130
atype,130
support_batch_x,130
classname,129
log_likelihood,129
output_shape,129
bs,128
img_path,128
incremental_state,128
output_tokens,128
radius,127
blocks,127
batch_time,127
ndim,127
parameters,126
axes,126
errors,126
aug,126
matrix,126
chars,126
d3,125
top,124
energy,124
title,124
num_boxes,124
nsentences,124
stride0,124
pts,123
I,123
new_features,123
end_point,123
counts,123
n_samples,122
f1,122
parts,122
img_name,122
bar,122
img_id,122
cls_score,122
audio,122
use_cuda,122
best_score,122
src_dict,122
alrc_mse,122
content,121
X_train,121
checkpoint_path,121
bins,120
conv1,120
gt_labels,120
cur,120
done,120
x_adv,120
union,119
means,119
h1,119
im_info,119
bbox_targets,119
modules,119
output_file,119
loss1,119
np,119
keypoints,118
label_list,117
anns,117
X1,117
caller,117
num_features,116
image_shape,116
gt_roidb,116
branch_3,116
X2,116
use_bias,115
hs,115
graph,115
img_shape,115
__version__,114
cols,114
weight_expanded,114
key_padding_mask,114
e2,113
fill,113
template,113
eos,113
history,113
flow,113
y_true,112
first,112
S,112
test_size,112
raw,112
x_shape,112
progress,111
checkpoints,111
dataset_name,111
accuracy,111
J,111
models,111
Q,111
mdp,111
e1,110
new_state,110
train_sampler,110
question,110
corr,110
kernel_size,110
act,110
attention,110
scope,110
dd,110
X_test,109
head,109
variables,109
clf,109
winner,109
states,108
distance,108
metadata,108
out_channels,108
tic,108
